N	2gram	Trubetskoy_1	RusskieA
1	и в	14	36
2	не только	9	22
3	том что	9	19
4	что в	4	19
5	в том	17	17
6	но и	10	16
7	так как	4	15
8	во время	2	14
9	в этом	17	12
10	в других	2	11
11	и т	3	10
12	и на	5	10
13	это не	1	10
14	как и	4	10
15	как мы	1	10
16	вместе с	4	10
17	потому что	5	10
18	об этом	1	9
19	а в	5	9
20	состоит в	2	8
21	и по	3	8
22	с тем	6	8
23	о том	7	8
24	один из	1	8
25	из них	3	8
26	может быть	9	8
27	как это	1	8
28	что они	3	7
29	так и	1	7
30	между тем	5	7
31	что и	3	7
32	и других	1	7
33	мы не	1	6
34	в виде	3	6
35	так например	1	6
36	таким образом	11	6
37	при этом	5	6
38	это делалось	1	6
39	уже не	2	6
40	и не	19	6
41	все это	6	6
42	для нас	2	6
43	то что	13	6
44	все же	4	5
45	во многих	2	5
46	в которых	1	5
47	как будто	2	5
48	с ними	1	5
49	и у	1	5
50	в течение	2	5
51	как бы	4	5
52	этом случае	3	5
53	еще не	3	4
54	во всех	5	4
55	что по	1	4
56	в россии	6	4
57	входит в	1	4
58	из этих	3	4
59	в их	4	4
60	тому что	2	4
61	одна из	3	4
62	в русском	1	4
63	связи с	3	4
64	что на	1	4
65	к тому	7	4
66	и что	2	4
67	и их	1	4
68	тем что	3	4
69	а с	2	4
70	в некоторых	2	4
71	того что	3	4
72	по существу	5	4
73	но это	2	4
74	в связи	1	4
75	не может	22	4
76	только в	5	4
77	к этому	1	4
78	их и	1	3
79	представление о	1	3
80	если в	6	3
81	которые не	1	3
82	в своем	6	3
83	не можем	2	3
84	что это	3	3
85	и те	2	3
86	то же	11	3
87	но все	1	3
88	чаще всего	1	3
89	для них	3	3
90	несмотря на	3	3
91	в этих	2	3
92	точки зрения	11	3
93	таким же	3	3
94	с точки	9	3
95	тем не	1	3
96	их в	2	3
97	не менее	1	3
98	в разных	1	3
99	приводит к	4	3
100	то есть	1	3
101	настоящее время	2	3
102	от них	1	3
103	связаны с	1	3
104	по этому	2	3
105	в качестве	3	3
106	только на	2	3
107	к ним	1	3
108	в области	2	3
109	на этот	1	3
110	так же	2	3
111	этого слова	1	3
112	и некоторые	1	3
113	в настоящее	2	3
114	и к	6	3
115	в свою	1	3
116	на тех	1	2
117	но она	2	2
118	на себя	2	2
119	их к	2	2
120	они были	1	2
121	как не	1	2
122	в ней	2	2
123	он был	1	2
124	иное как	1	2
125	природы и	1	2
126	друг к	1	2
127	на самом	6	2
128	но не	4	2
129	значение и	1	2
130	тогда как	2	2
131	не просто	2	2
132	отнюдь не	7	2
133	работа в	1	2
