N	2gram	Vinokur_St_1	Narrotol
1	не только	18	31
2	но и	10	27
3	и не	16	23
4	при этом	2	19
5	может быть	15	15
6	в качестве	4	14
7	в частности	4	14
8	как и	9	13
9	в тексте	12	13
10	а не	16	13
11	а в	17	13
12	в этом	21	12
13	только в	10	12
14	и в	44	11
15	в данном	14	11
16	своего рода	3	10
17	и его	8	10
18	такого рода	2	10
19	то есть	2	9
20	времени и	1	9
21	то что	18	9
22	то же	5	8
23	иначе говоря	1	8
24	не может	8	8
25	данном случае	6	8
26	в том	36	8
27	уже не	1	8
28	со стороны	6	8
29	но в	10	7
30	том что	29	7
31	если бы	9	7
32	на протяжении	1	7
33	у него	2	7
34	в самом	7	6
35	не в	12	6
36	в этой	11	6
37	в себе	2	6
38	об этом	3	6
39	к тому	1	6
40	во втором	4	6
41	в его	9	6
42	как бы	4	6
43	как раз	4	6
44	или в	1	6
45	а также	2	6
46	жизни и	5	6
47	и на	1	5
48	той или	1	5
49	как правило	2	5
50	перед нами	1	5
51	так и	9	5
52	точки зрения	11	5
53	в своей	6	5
54	тем самым	2	5
55	потому что	6	5
56	можно сказать	1	5
57	в соответствии	1	5
58	столь же	4	5
59	то в	3	4
60	в первом	2	4
61	на себя	1	4
62	еще не	3	4
63	с его	1	4
64	но не	3	4
65	как в	13	4
66	все же	8	4
67	хотя и	1	4
68	из этих	6	4
69	в нем	5	4
70	из них	8	4
71	по себе	1	4
72	и тем	3	4
73	соответствии с	1	4
74	в одном	1	4
75	вплоть до	5	4
76	в то	9	4
77	одна из	1	4
78	не по	3	4
79	того чтобы	11	4
80	никогда не	5	4
81	в сознании	2	4
82	что на	2	4
83	в ней	3	4
84	так в	1	4
85	что у	4	4
86	о том	17	4
87	внимание на	3	4
88	же время	4	4
89	а во	3	4
90	к нему	2	4
91	того что	9	4
92	для него	6	4
93	слова в	1	4
94	или иной	1	4
95	прежде всего	7	4
96	о чем	1	4
97	этом и	1	4
98	однако и	2	4
99	в третьем	1	4
100	как известно	1	3
101	речь идет	4	3
102	также и	9	3
103	и то	5	3
104	самом деле	11	3
105	идет о	2	3
106	едва ли	1	3
107	мы имеем	2	3
108	мы не	2	3
109	но как	1	3
110	в своем	2	3
111	в целом	5	3
112	в нашем	1	3
113	у карамзина	1	3
114	но именно	2	3
115	он не	2	3
116	для того	10	3
117	и с	3	3
118	в глазах	1	3
119	это не	8	3
120	по мысли	1	3
121	в слове	5	3
122	не всегда	2	3
123	в современной	1	3
124	тем не	2	3
125	их в	2	3
126	однако в	1	3
127	не менее	5	3
128	но они	1	3
129	в русской	1	3
130	о них	2	3
131	как будто	4	3
132	этом отношении	7	3
133	у нас	11	3
134	начиная с	2	3
135	и о	1	3
136	но при	1	3
137	еще в	1	3
138	когда в	1	3
139	о ней	1	3
140	о нем	1	3
141	обращается к	1	3
142	его жизни	3	3
143	лишь в	3	3
144	между тем	3	3
145	что он	10	3
146	по отношению	3	3
147	могло бы	2	3
148	именно в	6	3
149	не было	4	3
150	как это	4	3
151	текста в	5	3
152	быть не	1	3
153	в начале	3	3
154	но для	2	3
155	не является	3	3
156	не существует	3	3
157	и все	2	3
158	отношению к	3	3
159	что в	30	3
160	времени но	2	2
161	тем же	3	2
162	в зависимости	1	2
163	иным как	1	2
164	всех его	1	2
165	и для	3	2
166	в сущности	2	2
167	зависимости от	1	2
168	и самого	1	2
169	двух или	1	2
170	между собой	1	2
171	в чем	3	2
172	если в	2	2
173	в наиболее	1	2
174	в той	6	2
175	так называемая	3	2
176	что касается	3	2
177	зрения как	1	2
178	в известном	1	2
179	раз в	2	2
180	на две	1	2
181	на то	4	2
182	не могла	2	2
183	в случае	2	2
184	и вот	1	2
185	таким каким	1	2
186	а по	1	2
187	входит в	1	2
188	это было	1	2
189	я в	1	2
190	для них	1	2
191	в москве	2	2
192	и тогда	2	2
193	в этих	2	2
194	сих пор	7	2
195	каким он	1	2
196	истории о	1	2
197	из нас	1	2
198	она не	2	2
199	в обоих	1	2
200	не имеет	4	2
201	дело в	6	2
202	дело не	4	2
203	не могло	1	2
204	казалось бы	1	2
205	ничего не	2	2
206	этих двух	3	2
207	и является	1	2
208	и после	1	2
209	истории как	1	2
210	ни о	1	2
211	ли не	2	2
212	оно не	1	2
213	как мы	1	2
214	другой стороны	7	2
215	она была	1	2
216	является событием	1	2
217	точек зрения	1	2
218	имеем дело	2	2
219	до сих	7	2
220	с другой	9	2
221	времени в	1	2
222	это была	1	2
223	тем или	3	2
224	в форме	1	2
225	и только	3	2
226	чем он	1	2
227	дело с	2	2
228	всяком случае	6	2
229	который в	1	2
230	себя в	1	2
231	до конца	1	2
232	в равной	2	2
233	его и	1	2
234	сами по	1	2
235	в конце	3	2
236	к ним	1	2
237	не о	1	2
238	каждый из	1	2
239	при отсутствии	1	2
240	где в	1	2
241	и даже	5	2
242	в области	14	2
243	в результате	3	2
244	на ее	1	2
245	и притом	1	2
246	что не	3	2
247	а на	3	2
248	что мы	5	2
249	оснований для	1	2
250	если не	2	2
251	вместе с	1	2
252	к его	1	2
253	да и	3	2
254	в первой	12	2
255	текста как	1	2
256	быть и	2	2
257	и от	1	2
258	не подлежит	1	2
259	которая в	1	2
260	тот кто	1	2
261	или иным	3	2
262	но зато	1	2
263	хотя бы	6	2
264	исключительно в	1	2
265	сказать что	7	2
266	в таком	3	2
267	во всяком	6	2
268	в роли	1	2
269	первое впечатление	1	1
270	если б	1	1
271	и т	30	1
272	же как	3	1
273	чтобы не	1	1
274	жил в	2	1
275	не имел	1	1
276	на самом	6	1
277	не смеет	1	1
278	это и	4	1
279	опираясь на	1	1
280	причем все	2	1
281	и есть	1	1
282	и до	1	1
283	с просьбой	1	1
284	вид будто	1	1
285	по его	2	1
286	например в	8	1
287	полагает что	1	1
288	не приходится	1	1
289	с текстом	1	1
290	карамзина в	1	1
291	этом не	1	1
292	в каждый	1	1
293	из сказанного	1	1
294	и другая	1	1
295	из того	2	1
296	но даже	1	1
297	из которых	1	1
298	пребывания в	1	1
299	он был	3	1
300	же мере	1	1
301	этот текст	1	1
302	бы себе	1	1
303	быть в	2	1
304	ответы на	1	1
305	бы то	1	1
306	текста с	2	1
307	бы она	1	1
308	при жизни	1	1
309	видит в	1	1
310	достаточно для	2	1
311	а только	1	1
312	тех же	1	1
313	не все	3	1
314	ответ на	3	1
315	отношение к	2	1
316	знакомства с	1	1
317	и я	3	1
318	в м	2	1
319	что именно	1	1
320	с этим	3	1
321	и лишь	1	1
322	еще и	2	1
323	конечно но	1	1
324	целый ряд	2	1
325	и какой	1	1
326	и к	1	1
327	это их	2	1
328	это то	1	1
329	впечатление что	1	1
330	еще на	1	1
331	в которой	4	1
332	в литературном	2	1
333	что это	4	1
334	ни один	2	1
335	это за	1	1
336	за это	1	1
337	тут и	1	1
338	бы не	2	1
339	то я	1	1
340	во многих	3	1
341	будто к	1	1
342	но ведь	8	1
343	как он	1	1
344	но на	2	1
345	всей его	1	1
346	что она	4	1
347	задний план	3	1
348	всё это	4	1
349	т д	21	1
350	не как	1	1
351	в корне	1	1
352	евгения онегина	5	1
353	питательную среду	1	1
354	содержит в	1	1
355	какой бы	1	1
356	и по	5	1
357	так например	7	1
358	таким образом	7	1
359	но все	4	1
360	значительной степени	1	1
361	в одну	1	1
362	то ни	1	1
363	могла бы	1	1
364	карамзина а	1	1
365	том случае	1	1
366	той же	5	1
367	историей и	1	1
368	его в	2	1
369	второй половины	1	1
370	нам до	1	1
371	и бывшими	1	1
372	всю свою	1	1
373	художественной и	1	1
374	из истории	3	1
375	он является	1	1
376	в повестях	6	1
377	далеко не	1	1
378	на основании	1	1
379	мировой литературы	1	1
380	в ее	4	1
