N	2gram	Potebnia_M_2	FransuaR
1	и в	24	56
2	то есть	30	24
3	в его	2	18
4	таким образом	11	17
5	все эти	2	15
6	в этом	8	14
7	в том	18	13
8	так и	5	13
9	в то	6	12
10	и его	2	12
11	то же	12	11
12	в них	5	11
13	в этих	3	11
14	как бы	9	11
15	и до	1	10
16	мы уже	1	10
17	еще не	4	10
18	же время	2	10
19	в самом	4	9
20	и не	19	9
21	только в	11	9
22	но и	9	9
23	во всех	7	8
24	не только	15	8
25	в нем	9	8
26	и с	1	8
27	и их	5	8
28	до сих	4	8
29	и др	1	8
30	сих пор	4	8
31	все это	2	8
32	том что	8	8
33	и на	8	7
34	в большинстве	1	7
35	как мы	1	7
36	у него	2	7
37	той же	3	6
38	в ее	1	6
39	мертвых душ	5	6
40	но в	4	6
41	языка и	3	6
42	вовсе не	9	6
43	мы видим	2	6
44	связи с	6	6
45	большинстве случаев	1	6
46	связаны с	1	6
47	прежде всего	7	6
48	в той	1	6
49	все они	1	6
50	и все	3	6
51	потому что	49	6
52	одним из	1	5
53	с его	2	5
54	но не	12	5
55	он не	1	5
56	так сказать	4	5
57	последнее слово	1	5
58	мы видели	1	5
59	такой же	4	5
60	во время	4	5
61	в процессе	1	5
62	никогда не	4	5
63	один из	2	5
64	ни с	2	5
65	не было	6	5
66	как и	7	5
67	в условиях	1	5
68	что в	16	5
69	есть и	1	5
70	они не	4	5
71	ту же	1	4
72	например в	3	4
73	и потому	2	4
74	они были	1	4
75	в ней	3	4
76	за пределы	2	4
77	в которой	5	4
78	что это	3	4
79	в себе	10	4
80	при этом	13	4
81	их в	2	4
82	что все	2	4
83	начала и	1	4
84	и более	1	4
85	одна из	4	4
86	того чтобы	2	4
87	по своей	1	4
88	во всем	2	4
89	того времени	1	4
90	времени и	1	4
91	и которые	1	4
92	к языку	4	4
93	и других	2	4
94	о том	5	4
95	в ту	1	4
96	с одной	4	4
97	конечно не	1	4
98	так как	10	4
99	в особенности	1	4
100	в народной	1	4
101	в своих	1	4
102	в их	1	3
103	на них	1	3
104	явлениями и	1	3
105	перед нами	1	3
106	и наконец	1	3
107	его к	1	3
108	главным образом	4	3
109	всех этих	2	3
110	первой части	1	3
111	слова и	3	3
112	не в	13	3
113	но он	2	3
114	в таких	1	3
115	во все	2	3
116	рядом с	3	3
117	и о	1	3
118	мы наблюдаем	1	3
119	в другом	2	3
120	и здесь	2	3
121	все его	1	3
122	времени в	1	3
123	между тем	6	3
124	слов и	1	3
125	большей или	1	3
126	как например	3	3
127	видели что	1	3
128	так что	10	3
129	уже не	4	3
130	мы находим	2	3
131	что и	11	3
132	может быть	23	3
133	к которому	2	3
134	или меньшей	1	3
135	что для	3	3
136	в некоторых	4	3
137	не на	2	3
138	сказать что	2	3
139	там где	4	3
140	связь с	1	3
141	не были	1	3
142	в первой	1	3
143	в связи	2	3
144	бы в	2	3
145	в большей	1	3
146	то что	20	3
147	речи и	1	3
148	они еще	1	3
149	и то	3	2
150	самом деле	2	2
151	на самом	2	2
152	на две	2	2
