N	4gram	Losev_Dial_1	Problema
1	и тем не менее	1	8
2	и т д и	2	4
3	ни в каком случае	4	3
4	дело в том что	1	3
5	т д и т	2	3
6	д и т д	2	2
7	не что иное как	1	2
8	когда мы говорим что	1	2
9	в каком случае не	2	2
10	не имеет ничего общего	3	2
11	есть не что иное	1	2
12	нас а потому что	1	1
13	на самом же деле	1	1
14	как бы ее ни	1	1
15	уже по одному тому	1	1
16	обладает светлой природой и	1	1
17	свой смысл и свое	1	1
18	это значит что мы	1	1
19	и в то же	2	1
20	с точки зрения самого	2	1
21	то же самое и	1	1
22	и отличается ясностью веселостью	1	1
23	по одному тому что	1	1
24	который от нас ускользает	1	1
25	всегда обладает светлой природой	1	1
26	имеет ничего общего с	3	1
27	или по крайней мере	2	1
28	одно и то же	4	1
29	предмет который от нас	1	1
30	сказать только то что	1	1
31	в серые зимние дни	1	1
32	можно сказать только то	1	1
33	проникает в нас а	1	1
34	светлой природой и отличается	1	1
35	но в конце концов	1	1
36	всегда так или иначе	1	1
37	от нас ускользает так	1	1
38	пустыми и холодными синее	1	1
39	в то или иное	1	1
40	еще ничего не говорит	1	1
41	в нас а потому	1	1
42	в этом смысле есть	1	1
43	природой и отличается ясностью	1	1
44	идти дальше поэтому для	1	1
45	и в этом отношении	1	1
46	приятный предмет который от	1	1
47	т д все это	1	1
48	для комнат в которых	1	1
49	и ни на что	1	1
50	до известной степени просторными	1	1
51	в своей высшей чистоте	1	1
52	и холодными синее стекло	1	1
53	же самое и в	1	1
54	в которых постоянно находишься	1	1
55	кажутся до известной степени	1	1
56	в связи с этим	1	1
57	но в то же	1	1
58	даже больше того как	1	1
59	видим синими так и	1	1
60	вовсе не есть ни	1	1
61	сама по себе она	1	1
62	комнат в которых постоянно	1	1
63	известной степени просторными но	1	1
64	это не значит что	1	1
65	то это значит что	1	1
66	мы видим синими так	1	1
67	поэтому для комнат в	1	1
68	дальше поэтому для комнат	1	1
69	в то время как	1	1
70	и даже больше того	2	1
71	и т д все	1	1
72	преследуем приятный предмет который	1	1
