N	3gram	Vygotskiy__5	KFilosof
1	по отношению к	12	21
2	не может быть	3	11
3	с точки зрения	9	10
4	на самом деле	1	3
5	в этом смысле	1	3
6	того или иного	1	3
7	не было бы	1	3
8	к нему в	1	3
9	имеем в виду	1	2
10	только по отношению	1	2
11	один и тот	3	2
12	ни в каком	1	2
13	вопрос о том	3	2
14	той или иной	1	2
15	в то же	1	2
16	тем не менее	1	2
17	в том что	11	2
18	и тот же	3	2
19	отношение к предмету	1	1
20	не может не	1	1
21	именно в этой	1	1
22	мы говорим о	2	1
23	потому что в	2	1
24	и того же	3	1
25	мы никогда не	1	1
26	и может быть	1	1
27	в том же	1	1
28	влечет за собой	1	1
29	только в том	1	1
30	в лучшем случае	3	1
31	в зависимости от	2	1
32	тем или иным	2	1
33	не существует все	1	1
34	с ним в	1	1
35	независимо от того	1	1
36	отношение к миру	1	1
37	может быть правильно	1	1
38	остается совершенно не	1	1
39	это не имеет	1	1
40	вместе с тем	2	1
41	и то что	2	1
42	в ту область	1	1
43	может быть понято	1	1
44	это и не	1	1
45	иной чем в	1	1
46	не совпадает с	1	1
47	в первом случае	1	1
48	лежит в основе	2	1
49	смысле этого слова	1	1
50	в себя и	1	1
51	этот момент совершенно	1	1
52	в каждом предмете	1	1
53	в известном смысле	7	1
54	и по отношению	1	1
55	не имеет места	1	1
56	а не как	1	1
57	во всяком случае	1	1
58	я не могу	1	1
59	для того чтобы	14	1
60	вместо того чтобы	3	1
61	не может возникнуть	1	1
62	она исходит из	1	1
63	мы не можем	1	1
64	же самое что	2	1
65	в свою очередь	3	1
66	само по себе	2	1
67	и тем самым	1	1
68	со всеми своими	1	1
69	включает в себя	2	1
70	но в этом	1	1
71	одного и того	3	1
72	в другом случае	1	1
73	в этом последнем	1	1
74	к тому что	1	1
75	в том смысле	1	1
76	если бы оно	1	1
77	этого слова ведь	1	1
78	то же самое	4	1
79	и вопрос о	1	1
80	не есть просто	1	1
