N	3gram	Propp_Isto_2	Problemy
1	по отношению к	3	8
2	в том что	5	6
3	в зависимости от	1	5
4	на самом деле	2	4
5	том что он	1	4
6	не может быть	2	4
7	что она не	1	3
8	подобно тому как	3	3
9	то что было	1	3
10	с другой стороны	2	3
11	но все же	4	2
12	до сих пор	6	2
13	но это не	1	2
14	т е в	1	2
15	не только в	4	2
16	можно было бы	3	2
17	в другом месте	2	1
18	потому что он	2	1
19	и есть то	1	1
20	он должен быть	1	1
21	т е представляет	1	1
22	говорит об этом	1	1
23	так как в	2	1
24	в этом случае	5	1
25	духа т е	1	1
26	он все же	1	1
27	она все еще	1	1
28	героя с его	1	1
29	точно так же	6	1
30	почти никогда не	1	1
31	я ничего не	1	1
32	так же как	4	1
33	в одно время	1	1
34	в высшей степени	1	1
35	так и к	1	1
36	и не могут	1	1
37	как один из	1	1
38	о нем думают	1	1
39	о том что	2	1
40	по себе а	1	1
41	мы видим и	1	1
42	все же остается	1	1
43	и нисколько не	1	1
44	это и есть	1	1
45	с самого начала	2	1
46	не только не	1	1
47	но все эти	1	1
48	и так сказать	1	1
49	друг друга но	1	1
50	вот он и	1	1
51	мы имеем в	5	1
52	как одна из	1	1
53	друг с другом	1	1
54	и в нем	1	1
55	тем что в	1	1
56	в себе в	1	1
57	и т д	18	1
