N	4gram	Vygotskiy__2	Vvedenie
1	в то же время	2	6
2	не что иное как	1	4
3	и тем не менее	1	3
4	и в самом деле	4	3
5	есть не что иное	1	2
6	одной и той же	4	2
7	заключается в том что	7	2
8	ответ на этот вопрос	1	2
9	нужно принять во внимание	1	1
10	в чем же заключаются	1	1
11	одного и того же	1	1
12	до тех пор пока	1	1
13	точно так же как	2	1
14	уже и в том	1	1
15	одно и то же	1	1
16	в связи с этим	1	1
17	то же самое что	2	1
18	заключается в том чтобы	1	1
19	бы то ни было	1	1
20	в том виде как	2	1
21	с тем что в	1	1
22	с этой точки зрения	1	1
23	и до наших дней	1	1
24	приходит к выводу что	1	1
25	и т д мы	1	1
26	то же самое и	1	1
27	для того чтобы сделать	1	1
28	представление о том что	2	1
