N	3gram	Bakhtin_Pr_1	Freidism
1	с точки зрения	15	11
2	по отношению к	11	8
3	во всяком случае	3	7
4	не может быть	3	7
5	в самом деле	2	6
6	в большинстве случаев	2	5
7	в зависимости от	3	4
8	то же время	7	4
9	в то же	7	4
10	в данном случае	2	4
11	на самом деле	3	4
12	можно сказать что	2	4
13	как мы уже	2	4
14	теперь мы должны	1	3
15	для того чтобы	2	3
16	в своей последней	1	3
17	бы то ни	3	3
18	на этот вопрос	1	3
19	с самого начала	2	3
20	а потому и	1	2
21	то же самое	1	2
22	и по отношению	1	2
23	точку зрения на	1	2
24	до сих пор	2	2
25	не отличается от	1	2
26	и не может	2	2
27	в отличие от	2	2
28	может быть и	1	2
29	и есть та	1	2
30	что он сам	1	2
31	но в то	2	2
32	это прежде всего	1	2
33	так и в	1	2
34	не могут быть	1	2
35	в его целом	5	2
36	все то что	3	2
37	может быть это	1	2
38	в этом отношении	5	2
39	и притом в	1	2
40	это и есть	3	2
41	зависимости от того	1	2
42	то ни было	2	2
43	выйти за пределы	1	2
44	в высшей степени	1	2
45	в конце концов	4	2
46	форму и содержание	1	1
47	пределах того что	1	1
48	точка зрения на	2	1
49	к себе самому	1	1
50	говорит об этом	1	1
51	то ни стало	1	1
52	а вовсе не	1	1
53	да и не	1	1
54	равно как и	1	1
55	так как в	1	1
56	и даже не	1	1
57	мы должны перейти	1	1
58	нам кажется что	2	1
59	события в котором	1	1
60	в нем и	1	1
61	во что бы	1	1
62	рядом с ним	1	1
63	как раз и	1	1
64	вполне понятно что	1	1
65	они не могут	1	1
66	внешнего мира в	1	1
67	но не только	1	1
68	с другими моментами	1	1
69	хотя бы и	2	1
70	до известной степени	1	1
71	другая точка зрения	1	1
72	должны перейти к	1	1
73	можно говорить о	1	1
74	его целом то	1	1
75	и о своем	1	1
76	книг и статей	1	1
77	является одним из	1	1
78	что все эти	1	1
79	от того в	1	1
80	остается в пределах	1	1
81	только то что	2	1
82	в себе и	1	1
83	во всех этих	1	1
84	в этот период	1	1
85	теми же самыми	1	1
86	из одного плана	1	1
87	по крайней мере	2	1
88	в нем мы	1	1
89	что бы то	1	1
90	если же мы	1	1
91	того что он	1	1
92	но благодаря этому	1	1
93	таким образом и	1	1
94	на первый взгляд	1	1
95	и не могут	1	1
96	так именно и	1	1
97	как будто бы	1	1
98	по сравнению с	1	1
99	всяком случае не	1	1
100	и социальные условия	1	1
101	то что он	1	1
102	только с точки	1	1
103	к той же	1	1
104	в пределах того	1	1
105	только в свете	1	1
106	и вот в	1	1
107	они и не	1	1
108	мы не можем	1	1
109	в маленьком масштабе	1	1
110	в то время	2	1
111	не может служить	1	1
112	о том что	2	1
113	к нему и	2	1
114	не только не	1	1
115	сравнить его с	1	1
116	при ознакомлении с	1	1
117	но все же	1	1
118	художественной формы и	1	1
119	но и не	2	1
120	смысле этого слова	1	1
121	но вовсе не	1	1
122	в этом смысле	9	1
123	и в нем	1	1
124	то же что	1	1
125	ввести его в	1	1
126	в том что	7	1
127	но не может	1	1
128	она не может	1	1
129	что и в	1	1
130	и входит в	1	1
131	от всех этих	1	1
132	со всем этим	1	1
133	конечно не в	1	1
