N	3gram	Propp_Isto_5	Problema
1	по отношению к	2	19
2	не может быть	3	11
3	с точки зрения	1	6
4	в отличие от	1	5
5	в данном случае	2	4
6	с другой стороны	8	4
7	на самом деле	1	3
8	в самом деле	1	3
9	с одной стороны	7	3
10	как мы увидим	3	3
11	то же время	1	3
12	в том что	2	3
13	в то же	1	3
14	тем не менее	4	3
15	можно сказать что	1	2
16	но и в	2	2
17	не только в	2	2
18	в таком положении	1	2
19	и тем самым	1	2
20	для того чтобы	3	2
21	не дает нам	1	1
22	иметь в виду	1	1
23	в виду что	1	1
24	в свою очередь	1	1
25	для художественного творчества	1	1
26	подобно тому как	1	1
27	о том как	2	1
28	одной стороны и	1	1
29	в нем и	3	1
30	до сих пор	2	1
31	и в других	1	1
32	в таких случаях	2	1
33	конечно не может	1	1
34	с тем что	1	1
35	на то что	2	1
36	а иногда и	1	1
37	и тем не	1	1
38	можно найти в	1	1
39	то время как	1	1
40	если бы мы	2	1
41	все что есть	1	1
42	в некоторых случаях	2	1
43	не в том	1	1
44	прежде всего и	1	1
45	в связи с	4	1
46	в том смысле	1	1
47	о которых идет	1	1
48	по себе не	1	1
49	что и здесь	1	1
50	таким образом в	1	1
51	должен быть признан	1	1
52	есть ли это	1	1
53	в то время	1	1
54	в тех же	1	1
55	и т д	18	1
56	что в его	1	1
57	хотя бы в	1	1
58	вопрос о том	1	1
59	мы увидим это	1	1
60	быть отнесены к	1	1
61	как человек а	1	1
62	в его состав	1	1
63	но как только	1	1
64	как и в	2	1
65	которых идет речь	1	1
66	они могут быть	1	1
67	мы еще не	1	1
