N	3gram	Vygotskiy__2	Literetu
1	не может быть	6	7
2	с одной стороны	7	6
3	в конечном счете	4	5
4	в том что	21	5
5	состоит в том	3	4
6	с другой стороны	1	4
7	с точки зрения	18	3
8	в этом отношении	3	3
9	в данном случае	3	3
10	в том чтобы	4	3
11	по отношению к	5	3
12	речь идет о	2	3
13	о том что	4	2
14	подобно тому как	2	2
15	за то что	1	2
16	в свое время	1	2
17	в том числе	3	2
18	том что в	2	1
19	я и ты	1	1
20	может быть вообще	1	1
21	какого бы то	1	1
22	то же самое	2	1
23	одной стороны и	2	1
24	он не может	1	1
25	и потребности в	1	1
26	что он не	2	1
27	в отличие от	3	1
28	бы то ни	1	1
29	только то что	1	1
30	не могут быть	1	1
31	из того что	4	1
32	и т.д и	2	1
33	том числе и	3	1
34	вместе с ним	3	1
35	в сущности говоря	1	1
36	можно было бы	5	1
37	и вовсе не	1	1
38	вновь и вновь	1	1
39	и то что	1	1
40	не для себя	1	1
41	ничего общего с	1	1
42	в данный момент	1	1
43	при всем своеобразии	1	1
44	по нашему мнению	1	1
45	приводит к тому	1	1
46	в такой же	1	1
47	не в том	1	1
48	не свидетельствует о	1	1
49	из которых он	1	1
50	в результате такой	1	1
51	этой точки зрения	1	1
52	что в начале	1	1
53	в частности в	1	1
54	мы не можем	3	1
55	на самом деле	2	1
56	не только не	1	1
57	той или иной	1	1
58	то ни было	1	1
59	и находится в	1	1
60	после того как	1	1
61	а с другой	4	1
62	и т.д или	1	1
63	для того чтобы	10	1
64	из всех своих	1	1
65	как мы видели	1	1
