N	3gram	Vygotskiy__5	Analitik
1	не может быть	2	16
2	в том что	14	9
3	в том чтобы	2	7
4	в отличие от	2	6
5	той или иной	2	6
6	что иное как	2	5
7	по отношению к	1	5
8	мы имеем дело	1	4
9	с точки зрения	2	4
10	и не в	1	4
11	в конечном счете	1	4
12	не что иное	2	4
13	о том что	6	3
14	состоит в том	2	3
15	того или иного	1	3
16	в произведении искусства	1	3
17	во времени и	1	3
18	из того что	3	3
19	и т п	3	3
20	для того чтобы	19	3
21	с одной стороны	12	3
22	имеем дело с	1	3
23	в полной мере	1	3
24	том или ином	1	3
25	и того же	2	2
26	это означает что	1	2
27	в самом деле	5	2
28	в том и	2	2
29	то же самое	3	2
30	в качестве своего	2	2
31	именно в этом	1	2
32	сами по себе	2	2
33	в этом отношении	3	2
34	в основе своей	1	2
35	в данном случае	2	2
36	не могут быть	1	2
37	с другой стороны	5	2
38	в том или	1	2
39	во внешнем мире	1	2
40	и все же	1	2
41	означает что в	1	2
42	одного и того	2	2
43	том что он	1	2
44	дело с двумя	1	2
45	в том виде	1	1
46	не в состоянии	3	1
47	тех пор пока	2	1
48	имеет дело с	2	1
49	и в сущности	1	1
50	сущности сводится к	1	1
51	оно может быть	1	1
52	и той же	2	1
53	более или менее	1	1
54	равно как и	1	1
55	он может быть	1	1
56	один и тот	1	1
57	до сих пор	5	1
58	в зависимости от	6	1
59	сам по себе	3	1
60	того что мы	1	1
61	эстетический объект не	1	1
62	в том случае	1	1
63	том что именно	1	1
64	в собственном смысле	1	1
65	касается искусства то	1	1
66	и заключается что	1	1
67	таким образом с	1	1
68	с этой точки	1	1
69	по крайней мере	1	1
70	как если бы	1	1
71	то или иное	1	1
72	вместе с тем	3	1
73	одно и то	3	1
74	и в частности	1	1
75	все эти три	1	1
76	не только в	2	1
77	в художественном произведении	1	1
78	смысле этого слова	1	1
79	и то же	3	1
80	в свою очередь	1	1
81	как будто бы	1	1
82	то что мы	2	1
83	и при этом	1	1
84	по отношению ко	1	1
85	в литературном произведении	1	1
86	а с другой	4	1
87	и как бы	4	1
88	все же не	1	1
89	входят в состав	1	1
90	собственном смысле слова	1	1
91	том и заключается	2	1
92	этой точки зрения	1	1
93	до тех пор	2	1
94	в сущности сводится	1	1
95	но никто не	1	1
96	что касается искусства	1	1
97	а не ее	1	1
98	и в самом	2	1
99	в предыдущих главах	1	1
100	мы имеем в	1	1
101	произведение искусства представляет	1	1
102	в сущности говоря	8	1
103	в этом смысле	1	1
104	в другом я	1	1
105	к тому что	6	1
106	одной и той	2	1
107	и таким образом	2	1
108	друг с другом	3	1
109	для того и	1	1
110	при взгляде на	1	1
111	и тот же	1	1
112	которая в противоположность	1	1
