N	3gram	Potebnia_M_2	Problemy
1	в этом смысле	2	10
2	то же время	2	9
3	в то же	2	9
4	в том что	7	6
5	и в этом	1	5
6	на самом деле	2	4
7	том что он	1	4
8	между тем как	2	4
9	не может быть	2	4
10	подобно тому как	4	3
11	и т п	3	3
12	сами по себе	7	3
13	во всяком случае	7	3
14	само по себе	2	3
15	с другой стороны	2	3
16	но все же	1	2
17	до сих пор	4	2
18	и не может	1	2
19	бы то ни	1	2
20	но это не	1	2
21	но с другой	1	2
22	в большинстве случаев	1	2
23	все же не	1	2
24	то все же	2	1
25	в устах другого	1	1
26	то что я	1	1
27	мы его не	1	1
28	дело в том	1	1
29	в свою очередь	6	1
30	но и слово	1	1
31	большей или меньшей	1	1
32	выйти за пределы	1	1
33	нам кажется что	2	1
34	в этом случае	1	1
35	что же касается	1	1
36	и для него	1	1
37	то и другое	4	1
38	и в других	1	1
39	не было бы	4	1
40	от той же	1	1
41	то что в	2	1
42	не отличается от	1	1
43	и не во	1	1
44	могла бы быть	1	1
45	в нем в	1	1
46	может быть только	1	1
47	по крайней мере	5	1
48	противоречит тому что	1	1
49	так и в	2	1
50	то время как	3	1
51	его восприятие в	1	1
52	отношения между ними	1	1
53	между ними не	1	1
54	в одно время	4	1
55	не потому что	1	1
56	но не только	1	1
57	то ни было	1	1
58	но не в	2	1
59	не могут быть	3	1
60	в большей или	1	1
61	не в том	2	1
62	что мы видим	1	1
63	по себе не	3	1
64	что они не	1	1
65	о том что	1	1
66	а в том	1	1
67	более или менее	8	1
68	друг к другу	1	1
69	таким образом в	2	1
70	тому как в	1	1
71	в одном из	1	1
72	по сравнению с	1	1
73	они могли бы	1	1
74	себе и на	1	1
75	в то время	4	1
76	как более или	1	1
77	и независимо от	1	1
78	с самого начала	2	1
79	как бы ни	3	1
80	но все эти	1	1
81	что это не	1	1
82	были бы в	1	1
83	или же в	1	1
84	сама по себе	2	1
85	для него лишь	1	1
86	мир и чем	1	1
87	в его сознании	1	1
88	для того чтобы	2	1
89	в себе в	1	1
90	или лучше сказать	1	1
91	что и в	1	1
92	это не так	1	1
93	и т д	3	1
