N	4gram	Losev_Prob_1	Istorich
1	не что иное как	2	3
2	в то время как	1	2
3	обратить внимание еще на	1	1
4	на самом же деле	1	1
5	весьма близко подходит к	1	1
6	не имеют ничего общего	4	1
7	мы до сих пор	1	1
8	бы обратить внимание еще	1	1
9	и т д здесь	1	1
10	имеют ничего общего с	1	1
11	но в таком случае	4	1
12	как мы видели выше	1	1
13	тем не менее если	1	1
14	как мы увидим ниже	2	1
15	тем не менее они	1	1
16	что здесь кроется нечто	1	1
17	хотелось бы обратить внимание	1	1
18	не только то что	1	1
19	заключается в том что	1	1
20	есть не что иное	2	1
