N	2gram	Nazirov_Tr_1	slovoVRo
1	в романе	10	46
2	и в	18	39
3	может быть	7	37
4	и т	1	35
5	и его	6	33
6	т п	1	33
7	то есть	3	26
8	не только	8	24
9	и не	7	22
10	но и	4	21
11	не может	5	20
12	в нем	4	19
13	до конца	2	17
14	в этом	9	16
15	все это	4	16
16	так и	5	15
17	а не	1	14
18	отличие от	2	13
19	как в	3	13
20	слова в	1	13
21	во всех	1	12
22	в отличие	2	12
23	в истории	1	11
24	и с	7	9
25	не в	2	9
26	таким образом	1	8
27	прежде всего	4	8
28	еще не	4	7
29	с его	2	7
30	при этом	3	7
31	для него	3	7
32	с ним	3	7
33	никогда не	2	7
34	могут быть	1	7
35	как мы	1	7
36	в его	3	7
37	и даже	4	7
38	и потому	1	7
39	как бы	7	7
40	но не	1	6
41	в своем	3	6
42	все же	5	6
43	но в	6	6
44	все эти	3	6
45	так сказать	1	6
46	в них	1	6
47	как и	5	6
48	она не	1	6
49	этом случае	1	6
50	например в	1	5
51	героя и	1	5
52	в быту	1	5
53	это не	5	5
54	том что	4	5
55	по себе	1	5
56	не могут	2	5
57	но все	2	5
58	романа в	1	5
59	один из	3	5
60	в том	2	5
61	с ними	1	5
62	с одной	1	5
63	уже не	2	5
64	и их	1	5
65	только в	1	5
66	романа и	3	5
67	для нас	1	5
68	от него	1	5
69	и все	4	5
70	и наконец	1	5
71	и на	7	4
72	отношение к	2	4
73	этих романов	1	4
74	сливается с	1	4
75	то же	5	4
76	его в	2	4
77	ни в	2	4
78	не менее	1	4
79	в то	5	4
80	одна из	2	4
81	же время	6	4
82	или как	1	4
83	во всем	1	4
84	что оно	1	4
85	второй линии	1	4
86	дело с	1	4
87	и др	1	4
88	с помощью	1	4
89	xix века	1	4
90	в той	1	4
91	в основном	3	4
92	линии романа	1	4
93	в таком	2	4
94	ту же	1	3
95	как это	3	3
96	необходимо отметить	1	3
97	должна быть	1	3
98	той же	1	3
99	человека и	1	3
100	роман в	1	3
101	в чем	1	3
102	перед нами	2	3
103	и как	3	3
104	бы и	2	3
105	на этом	1	3
106	лишь в	1	3
107	еще раз	2	3
108	не столько	1	3
109	связи с	1	3
110	в ней	1	3
111	романе в	1	3
112	а также	1	3
113	к нему	3	3
114	между тем	1	3
115	что и	2	3
116	даже на	2	3
117	развернута в	1	3
118	него нет	1	3
119	у него	6	3
120	отметить что	1	3
121	рядом с	1	3
122	в особенности	1	3
123	в романах	1	3
124	и от	1	3
125	но это	4	3
126	что в	4	3
127	из себя	1	3
128	хотя бы	1	3
129	во всяком	1	3
130	одним из	1	2
131	в сфере	1	2
132	xvii века	1	2
133	это и	1	2
134	при его	1	2
135	с ее	3	2
136	х годов	1	2
137	по замыслу	2	2
138	подчеркнуть что	1	2
139	линия романа	1	2
140	на них	1	2
141	не был	2	2
142	роман и	1	2
143	в противовес	1	2
144	но как	1	2
145	за пределы	1	2
146	в себе	4	2
147	роль в	1	2
148	как он	1	2
149	он не	2	2
150	в виде	2	2
151	борьбу с	1	2
152	факт что	1	2
153	конечно в	1	2
154	самого автора	1	2
155	и вне	1	2
156	и прямо	1	2
157	и при	1	2
158	но эта	2	2
159	но он	1	2
160	на котором	1	2
161	того как	1	2
162	того чтобы	1	2
163	в одном	2	2
164	к ней	1	2
165	входят в	1	2
166	в области	1	2
167	и образ	1	2
168	в дальнейшем	5	2
169	в другом	1	2
170	о нем	1	2
171	и здесь	2	2
172	о том	2	2
173	но мы	1	2
174	нуждается в	1	2
175	в форме	1	2
176	что он	6	2
177	это очень	5	2
178	всяком случае	1	2
179	именно на	1	2
180	уже в	3	2
181	всем его	1	2
182	и чисто	1	2
183	проникает в	1	2
184	то что	4	2
185	не было	1	2
186	именно в	1	2
187	нового романа	1	2
188	с которым	1	2
189	его как	1	2
190	в связи	1	2
191	эти слова	1	2
192	вместе с	1	2
193	и особенно	1	2
194	в данном	2	2
195	известной степени	1	2
196	в результате	1	2
197	в сюжетном	1	2
198	для чтения	1	2
199	обстоит дело	1	2
200	жизни в	1	2
201	только о	2	2
202	из романа	1	2
203	наших дней	1	1
204	силы и	1	1
205	и есть	1	1
206	из самых	2	1
207	но главное	3	1
208	и до	2	1
209	и детях	1	1
210	и за	2	1
211	и могут	1	1
212	а как	2	1
213	и о	1	1
214	что уже	1	1
215	этой линии	1	1
216	литературы и	1	1
217	между собой	1	1
218	он сам	7	1
219	людей в	1	1
220	быть в	1	1
221	и служит	1	1
222	и немецкий	1	1
223	основном на	1	1
224	сохраняет свое	1	1
225	добродетели в	1	1
226	всегда стремится	1	1
227	к ним	1	1
228	и чужой	1	1
229	с каким	1	1
230	ивана карамазова	2	1
231	не просто	2	1
232	чем же	1	1
233	материалом для	1	1
234	своей и	1	1
235	романах достоевского	2	1
236	применении к	1	1
237	для ее	1	1
238	этой идеи	1	1
239	в самом	2	1
240	в целом	4	1
241	он в	1	1
242	в этой	4	1
243	если он	1	1
244	человек не	1	1
245	вообще не	1	1
246	что она	2	1
247	и еще	1	1
248	не значит	1	1
249	у лермонтова	1	1
250	речи в	1	1
251	и сам	3	1
252	в отцах	1	1
253	и по	1	1
254	с собой	1	1
255	в мире	3	1
256	об этом	4	1
257	на все	1	1
258	знает что	2	1
259	это было	1	1
260	мог бы	3	1
261	но уже	1	1
262	достоевского и	1	1
263	несмотря на	5	1
264	ведет к	1	1
265	на мечту	1	1
266	пародия на	1	1
267	есть такая	1	1
268	линии в	1	1
269	передается и	1	1
270	в своей	1	1
271	в такой	1	1
272	эта тема	1	1
273	длинные и	2	1
274	от силы	1	1
275	должны были	1	1
276	тем не	1	1
277	в двух	1	1
278	она стремится	1	1
279	xviii века	1	1
280	самого начала	1	1
281	этими двумя	2	1
282	и притом	1	1
283	облекается в	1	1
284	значение этого	1	1
285	ничего не	2	1
286	для постановки	1	1
287	в русском	2	1
288	по своей	1	1
289	но теперь	1	1
290	же слова	1	1
291	в образах	1	1
292	xx века	1	1
293	к себе	1	1
294	в духе	1	1
295	и должно	1	1
296	в недрах	1	1
297	всего что	1	1
298	другие и	1	1
299	что при	1	1
300	утверждать что	1	1
301	в применении	1	1
302	с образом	1	1
303	и это	2	1
304	жизни перед	1	1
305	в виду	1	1
306	всего этого	1	1
307	с самого	1	1
308	я слышал	1	1
309	еще в	2	1
310	дней на	1	1
311	в последней	1	1
312	это как	1	1
313	одно из	1	1
314	но может	1	1
315	входит и	1	1
316	и личность	2	1
317	с другим	1	1
318	и что	4	1
319	процитированные слова	1	1
320	мы понимаем	1	1
321	за свое	1	1
322	это может	1	1
323	ее содержание	1	1
324	и она	1	1
325	того что	1	1
326	друг друга	2	1
327	в обществе	1	1
328	между этими	2	1
329	и ее	2	1
330	вопрос об	1	1
331	всегда с	1	1
332	первостепенное значение	1	1
333	характер ее	1	1
334	на всем	2	1
335	так можно	1	1
336	только на	1	1
337	значение и	1	1
338	в больших	1	1
339	но самое	1	1
340	а это	1	1
341	за счет	1	1
342	характерно что	1	1
343	в известной	2	1
344	в конце	3	1
345	не для	1	1
346	с этими	1	1
347	ту сторону	1	1
348	жизни на	1	1
349	тем что	2	1
350	отцах и	2	1
351	характерны для	1	1
352	как прямой	1	1
353	чувствует себя	1	1
354	этого недостаточно	1	1
355	как у	2	1
356	что не	1	1
357	говорит о	2	1
358	должно быть	3	1
359	к сожалению	1	1
360	а на	1	1
361	оно сливается	1	1
362	этого не	1	1
363	именно так	1	1
364	на поиски	1	1
365	все время	1	1
366	отнюдь не	3	1
367	в частности	2	1
368	о себе	1	1
369	даже не	1	1
370	самой действительности	1	1
371	и высоким	1	1
372	мы опять	1	1
373	всего предшествующего	1	1
374	романа или	1	1
375	очень важно	2	1
376	в литературе	1	1
377	для понимания	1	1
378	этого слова	1	1
379	в условиях	1	1
380	романа с	1	1
381	в самую	2	1
382	создал очень	1	1
383	такой образ	1	1
384	не является	1	1
385	среди таких	1	1
386	на улице	1	1
387	тем и	1	1
388	в силах	2	1
389	романе это	1	1
390	но этот	1	1
391	идея в	1	1
392	французской литературе	1	1
393	ко всему	1	1
394	в кругу	1	1
395	что под	1	1
396	только не	1	1
