N	2gram	Losev_Vlad_3	KulturaY
1	потому что	11	25
2	и в	40	23
3	не только	25	20
4	в том	18	19
5	в этом	16	18
6	и не	25	16
7	было бы	4	15
8	так как	7	15
9	может быть	8	15
10	ни к	2	15
11	точки зрения	13	14
12	все эти	5	12
13	если бы	3	12
14	у нас	5	12
15	в самом	4	12
16	но в	4	11
17	том что	18	11
18	того чтобы	3	11
19	по себе	6	10
20	а не	8	10
21	что в	17	10
22	самом деле	1	9
23	вопрос о	4	9
24	в сущности	2	9
25	хотя бы	6	9
26	то что	28	9
27	можно было	5	9
28	вовсе не	13	9
29	для того	2	9
30	не может	14	9
31	только потому	1	8
32	с точки	6	8
33	не в	3	8
34	и что	8	8
35	в качестве	3	8
36	уже не	9	8
37	прежде всего	10	8
38	с другой	5	8
39	что это	9	7
40	все же	4	7
41	в нашем	2	7
42	в силу	2	7
43	и с	9	7
44	не менее	9	7
45	но и	18	7
46	другой стороны	2	7
47	то же	4	6
48	и на	6	6
49	но не	4	6
50	в этой	8	6
51	да и	6	6
52	это не	3	6
53	тем не	10	6
54	речи в	1	6
55	вопроса о	1	6
56	русский язык	1	6
57	что мы	2	6
58	и то	9	5
59	также и	17	5
60	мы имеем	3	5
61	я не	3	5
62	еще не	4	5
63	должна быть	2	5
64	по существу	4	5
65	и вот	1	5
66	что все	7	5
67	об этом	6	5
68	лишь в	1	5
69	и тем	3	5
70	несмотря на	7	5
71	и здесь	6	5
72	не могут	2	5
73	ясно что	1	5
74	в его	14	5
75	один из	1	5
76	что он	5	5
77	только в	13	5
78	всяком случае	3	5
79	само по	3	5
80	вместе с	7	5
81	как это	4	5
82	подобного рода	3	5
83	что же	9	5
84	этого слова	1	5
85	слова и	1	5
86	все это	1	5
87	этом смысле	3	5
88	таким образом	11	5
89	во всяком	3	5
90	в данном	5	4
91	со стороны	2	4
92	отнюдь не	5	4
93	перед нами	3	4
94	хотя и	7	4
95	бы и	4	4
96	если мы	4	4
97	на то	4	4
98	в нем	3	4
99	так и	6	4
100	но все	3	4
101	на этой	1	4
102	должно быть	5	4
103	эта не	1	4
104	можно ли	2	4
105	в то	7	4
106	на себе	1	4
107	но только	2	4
108	не имеет	4	4
109	ничего не	5	4
110	что на	2	4
111	к тому	7	4
112	но также	1	4
113	и о	4	4
114	от того	4	4
115	можно сказать	1	4
116	кто в	1	4
117	это слово	1	4
118	для нас	5	4
119	в нашей	2	4
120	мы знаем	3	4
121	ни в	10	4
122	в конце	12	4
123	в них	1	4
124	в каком	4	4
125	не было	5	4
126	в связи	3	4
127	как бы	3	4
128	в результате	4	4
129	этой области	1	4
130	сказать что	12	4
131	к этому	2	4
132	так же	8	4
133	в сфере	1	3
134	того же	2	3
135	это и	1	3
136	что слово	1	3
137	как не	2	3
138	а только	7	3
139	не все	3	3
140	что дух	1	3
141	как в	1	3
142	с этим	2	3
143	так в	1	3
144	то и	2	3
145	в статье	1	3
146	он не	8	3
147	и по	2	3
148	что она	2	3
149	о которых	2	3
150	этого не	3	3
151	чем в	4	3
152	нисколько не	3	3
153	смысл и	1	3
154	то для	1	3
155	знаем что	2	3
156	в возможности	1	3
157	в процессе	1	3
158	же время	2	3
159	и его	10	3
160	связи с	2	3
161	отличается от	3	3
162	всего в	1	3
163	как мы	8	3
164	в виду	3	3
165	в ней	5	3
166	здесь не	3	3
167	последнее время	1	3
168	а в	7	3
169	те же	1	3
170	сводится к	3	3
171	никак не	4	3
172	а также	8	3
173	знает что	1	3
174	вопросу о	1	3
175	что и	7	3
176	не надо	1	3
177	конце концов	5	3
178	того что	7	3
179	уже в	3	3
180	же в	3	3
181	до конца	4	3
182	у него	24	3
183	как раз	10	3
184	тем что	5	3
185	указание на	1	3
186	или иначе	2	3
187	именно в	3	3
188	различие между	1	3
189	из которых	1	3
190	но для	3	3
191	зрения в	1	3
192	этом отношении	2	3
193	но это	6	3
194	совершенно не	2	3
195	к этой	2	3
196	и это	6	3
197	точно так	4	3
198	гораздо более	1	3
199	смысле слова	6	2
200	также что	1	2
201	речь идет	1	2
202	отношения к	5	2
203	же как	3	2
204	чтобы не	1	2
205	и потому	10	2
206	на самом	3	2
207	тех же	1	2
208	и есть	1	2
209	не хочет	2	2
210	можно говорить	1	2
211	по преимуществу	2	2
212	в году	10	2
213	что если	4	2
214	на такие	1	2
215	но вот	3	2
216	но даже	4	2
217	конечно и	1	2
218	как впрочем	1	2
219	эти темы	1	2
220	есть вместе	1	2
221	так или	2	2
222	а следовательно	1	2
223	они имеют	1	2
224	мы будем	2	2
225	не то	1	2
226	очевидно что	1	2
227	отличие от	3	2
228	не просто	10	2
229	что они	1	2
230	в своем	8	2
231	что касается	2	2
232	и где	1	2
233	это просто	1	2
234	какой смысл	1	2
235	от этого	2	2
236	и у	3	2
237	интересно что	2	2
238	и если	7	2
239	при этом	3	2
240	не как	2	2
241	в корне	1	2
242	данном отношении	1	2
243	в другом	2	2
244	том случае	3	2
245	на все	1	2
246	заключается в	1	2
247	данном случае	2	2
248	только о	3	2
249	о характере	1	2
250	но уже	2	2
251	рядом с	1	2
252	все равно	1	2
253	с тем	7	2
254	как и	7	2
255	не всегда	1	2
256	мы видели	3	2
257	а если	2	2
258	и еще	2	2
259	бы на	2	2
260	и сейчас	2	2
261	в своей	9	2
262	в их	2	2
263	в отличие	3	2
264	в которых	1	2
265	и более	2	2
266	тем самым	2	2
267	только для	1	2
268	в атмосфере	1	2
269	в отношении	5	2
270	о значении	2	2
271	как можно	2	2
272	что эта	2	2
273	она не	2	2
274	мало того	1	2
275	того как	1	2
276	но что	2	2
277	следовательно и	1	2
278	под этим	1	2
279	в самой	1	2
280	доказать что	1	2
281	очень часто	1	2
282	должны быть	1	2
283	и свое	1	2
284	оно не	3	2
285	утверждать что	1	2
286	иметь в	2	2
287	говоря уже	1	2
288	в буквальном	1	2
289	роль в	2	2
290	что для	1	2
291	в плоскости	1	2
292	когда в	1	2
293	и вообще	3	2
294	все дело	1	2
295	мы могли	1	2
296	говорим о	1	2
297	язык и	1	2
298	одного из	1	2
299	к нему	3	2
300	вся эта	1	2
301	нуждается в	1	2
302	в глазах	1	2
303	вообще и	1	2
304	а именно	12	2
305	тех пор	1	2
306	с той	1	2
307	но так	1	2
308	он уже	2	2
309	их не	1	2
310	с одной	3	2
311	же и	2	2
312	конечно не	1	2
313	за этим	1	2
314	а это	1	2
315	то только	1	2
316	был бы	3	2
317	не говорит	5	2
318	даже и	12	2
319	никогда не	11	2
320	и даже	6	2
321	выходит за	1	2
322	на примере	1	2
323	ли это	1	2
324	говорить и	1	2
325	еще и	18	2
326	этот термин	1	2
327	смысла и	1	2
328	на этот	1	2
329	которых мы	2	2
330	не на	2	2
331	за год	1	2
332	однако и	4	2
333	вопросе о	3	2
334	и следовательно	1	2
335	и вовсе	3	2
336	но оно	2	2
337	в частности	1	2
338	ни на	2	2
339	представить себе	1	2
340	мы говорим	1	2
341	в иных	1	2
342	п а	1	2
343	за рамки	1	2
344	как будто	1	2
345	с этой	2	2
346	этом случае	1	2
347	между прочим	5	2
348	и для	3	2
349	и от	6	2
350	всякого рода	3	2
351	чтобы понять	1	2
352	речи с	1	2
353	то не	2	2
354	и все	4	2
355	мы должны	4	2
356	но зато	1	2
357	будто бы	1	2
358	все они	2	2
359	нам не	1	2
360	в свою	1	2
361	не говоря	1	2
362	только как	1	2
363	но можно	2	2
364	себе не	1	2
365	это определение	1	2
366	случае если	2	2
367	в своих	7	2
368	по поводу	1	2
369	мысль и	1	2
370	этой точки	1	2
371	хуже всего	1	1
372	за ее	1	1
373	и непреложном	1	1
374	разрешения этой	1	1
375	по адресу	1	1
376	в такой	1	1
377	сам по	2	1
378	и без	1	1
379	категорию в	1	1
380	думал о	1	1
381	в котором	4	1
382	но важно	1	1
383	противном случае	1	1
384	намеки на	1	1
385	и политическая	1	1
386	едва ли	11	1
387	каком отношении	1	1
388	по его	2	1
389	которыми он	1	1
390	есть не	2	1
391	мы не	2	1
392	на первом	3	1
393	путь для	1	1
394	превратилась в	1	1
395	на эти	2	1
396	против чего	1	1
397	есть нечто	1	1
398	время как	2	1
399	от просто	1	1
400	что иное	1	1
401	мало и	2	1
402	мы и	2	1
403	самый термин	1	1
404	себе что	1	1
405	жизни это	1	1
406	и он	1	1
407	с большим	3	1
408	и говорить	1	1
409	то конечно	1	1
410	от всей	1	1
411	мог бы	4	1
412	он был	2	1
413	иное как	1	1
414	бы то	3	1
415	с его	2	1
416	как таковая	1	1
417	то мы	1	1
418	сказать и	1	1
419	определяется его	1	1
420	иных случаях	1	1
421	истинный смысл	1	1
422	но как	2	1
423	далее можно	1	1
424	свою жизнь	1	1
425	ставит здесь	1	1
426	в общем	1	1
427	уже как	1	1
428	себе и	2	1
429	несколько более	1	1
430	нет и	1	1
431	определяется не	1	1
432	сама по	1	1
433	к сожалению	1	1
434	относится к	1	1
435	так что	14	1
436	и первый	1	1
437	не видно	1	1
438	независимо от	3	1
439	общего с	2	1
440	что действительно	1	1
441	если есть	3	1
442	в противном	1	1
443	кроме того	6	1
444	кто не	1	1
445	этом же	2	1
446	и как	7	1
447	говорит что	1	1
448	что по	1	1
449	не делать	1	1
450	и к	2	1
451	не очень	2	1
452	то в	6	1
453	не исчерпывается	1	1
454	в себя	1	1
455	оттого что	1	1
456	в которой	2	1
457	стоило бы	1	1
458	привести к	1	1
459	в целом	2	1
460	и раз	1	1
461	из этих	3	1
462	и могло	2	1
463	в известном	1	1
464	в последнее	1	1
465	в себе	9	1
466	но он	1	1
467	тому же	5	1
468	что подобного	1	1
469	дальше и	2	1
470	сказать в	1	1
471	а скорее	2	1
472	она становится	1	1
473	все те	1	1
474	зависит не	1	1
475	вообще от	1	1
476	в первую	1	1
477	замечания если	1	1
478	которые вообще	1	1
479	к одному	1	1
480	он пользуется	1	1
481	это если	1	1
482	какой бы	1	1
483	смысле как	1	1
484	о таком	1	1
485	этом последнем	1	1
486	больше всего	1	1
487	то ни	3	1
488	не будет	6	1
489	пишет в	1	1
490	того кто	1	1
491	из всех	1	1
492	тут надо	1	1
493	те или	2	1
494	первую очередь	1	1
495	на почве	2	1
496	но их	1	1
497	всю свою	1	1
498	не находится	1	1
499	здесь нет	2	1
500	само собою	1	1
501	в последние	1	1
502	далеко не	3	1
503	перестает быть	1	1
504	фигурирует в	1	1
505	оно имеет	1	1
506	бы считать	1	1
507	можно считать	5	1
508	потому и	2	1
509	такой же	4	1
510	что собственно	1	1
511	но я	1	1
512	что подобное	1	1
513	и при	1	1
514	что такая	2	1
515	ничего принципиально	1	1
516	какие бы	1	1
517	можно найти	2	1
518	же это	2	1
519	просто в	1	1
520	что вся	1	1
521	место в	1	1
522	еще с	1	1
523	признать что	1	1
524	он тоже	1	1
525	не раз	1	1
526	идея как	1	1
527	в одном	5	1
528	точку зрения	1	1
529	не понимает	2	1
530	которые в	1	1
531	и термины	1	1
532	есть именно	1	1
533	имеет смысл	1	1
534	только те	1	1
535	их в	1	1
536	том и	1	1
537	с такими	1	1
538	том же	1	1
539	что этот	3	1
540	для нее	1	1
541	даже в	4	1
542	этой работы	1	1
543	а вот	2	1
544	случае мы	1	1
545	и вся	2	1
546	тому что	4	1
547	что есть	3	1
548	вещи не	2	1
549	виду что	1	1
550	но еще	2	1
551	самого начала	1	1
552	на источник	1	1
553	дело в	5	1
554	одна из	1	1
555	и вместо	1	1
556	только из	1	1
557	поскольку однако	1	1
558	до сих	1	1
559	этим словесным	1	1
560	слово по	1	1
561	для всего	1	1
562	письме к	1	1
563	которое является	1	1
564	его от	1	1
565	оно есть	6	1
566	не стоило	1	1
567	во всем	6	1
568	ему и	1	1
569	буквальном смысле	1	1
570	существу же	2	1
571	ли в	1	1
572	то этот	1	1
573	хочет быть	2	1
574	которое не	1	1
575	только с	2	1
576	раз как	1	1
577	в действительности	1	1
578	именно то	1	1
579	вот оказывается	1	1
580	нам нужно	1	1
581	статья не	1	1
582	когда мы	1	1
583	далеко за	2	1
584	которого я	1	1
585	за что	1	1
586	принципиально нового	1	1
587	указывает на	1	1
588	не есть	10	1
589	все еще	1	1
590	наконец что	1	1
591	ничего общего	5	1
592	году в	3	1
593	ни даже	1	1
594	это время	2	1
595	с ее	1	1
596	связи со	1	1
597	всего этого	1	1
598	без всякого	1	1
599	в ее	1	1
600	раз мы	1	1
601	с каким	3	1
602	и попытки	1	1
603	но уж	1	1
604	только то	2	1
605	с самого	1	1
606	то время	4	1
607	имеет никакого	1	1
608	смысле но	3	1
609	слова а	1	1
610	например о	1	1
611	то как	3	1
612	не трудно	1	1
613	не с	4	1
614	это вовсе	1	1
615	и которые	1	1
616	во многом	2	1
617	подойти к	1	1
618	это мы	1	1
619	к тем	2	1
620	собой и	1	1
621	отрицать что	1	1
622	деятельности в	1	1
623	тем чем	2	1
624	находится в	3	1
625	такого положения	1	1
626	тех кто	3	1
627	полемизировать с	1	1
628	то они	1	1
629	и самым	1	1
630	о том	11	1
631	на вопрос	1	1
632	этой статьи	1	1
633	внимание на	1	1
634	настоящее время	3	1
635	и абстрактно	1	1
636	нужно однако	1	1
637	который является	1	1
638	почему же	6	1
639	и просто	1	1
640	с того	1	1
641	в чем	3	1
642	значение имеют	1	1
643	будет очень	1	1
644	не выходит	1	1
645	или иные	2	1
646	видели выше	2	1
647	отличается тем	1	1
648	я думаю	1	1
649	а потому	1	1
650	речь шла	1	1
651	самом процессе	1	1
652	для нашего	1	1
653	отметить что	1	1
654	хотел бы	1	1
