N	2gram	Bakhtin_Fr_2	Mirosoze
1	и в	49	46
2	в нем	9	22
3	у него	2	22
4	может быть	5	21
5	в этом	15	20
6	не только	17	18
7	и не	15	18
8	никогда не	5	18
9	для него	9	18
10	есть лишь	1	17
11	но и	13	15
12	не может	7	15
13	как и	11	13
14	а не	1	13
15	не есть	1	13
16	прежде всего	19	12
17	потому что	1	12
18	и он	1	11
19	не было	4	11
20	но он	6	11
21	в ней	2	11
22	но в	4	10
23	та же	2	10
24	в себе	4	10
25	он не	1	10
26	он был	2	9
27	не в	1	9
28	и есть	1	8
29	отношение к	8	8
30	в своем	5	8
31	на земле	3	8
32	любовь к	1	8
33	так как	6	8
34	она не	1	8
35	как бы	11	8
36	но это	2	8
37	человека и	3	7
38	связана с	3	7
39	в мире	2	7
40	как в	1	7
41	и к	4	7
42	в нашем	2	7
43	в этой	10	7
44	хотя бы	1	7
45	и потому	5	7
46	и для	1	7
47	что он	3	7
48	нем есть	1	6
49	и здесь	1	6
50	в народе	1	6
51	так же	2	6
52	того что	1	6
53	и там	1	6
54	жизни и	7	6
55	по преимуществу	2	5
56	то же	7	5
57	есть не	1	5
58	я не	1	5
59	в самом	3	5
60	и вот	3	5
61	что все	1	5
62	в своей	5	5
63	в отношении	2	5
64	в конце	2	5
65	во всем	3	5
66	и его	17	5
67	к тому	1	5
68	и это	3	5
69	это не	1	5
70	один из	7	5
71	в его	18	5
72	свою свободу	1	5
73	для того	1	5
74	то что	6	5
75	и все	3	5
76	в духе	4	5
77	также и	3	4
78	к чему	1	4
79	жизни это	3	4
80	с его	5	4
81	думать что	2	4
82	в жизни	4	4
83	народа и	1	4
84	в царстве	1	4
85	том что	4	4
86	жизнь и	2	4
87	свободы и	1	4
88	того чтобы	2	4
89	они и	1	4
90	должен быть	1	4
91	так и	6	4
92	на путь	1	4
93	для этого	1	4
94	означает что	1	4
95	что и	1	4
96	в свою	1	4
97	до конца	2	4
98	со свободой	3	4
99	что в	2	4
100	все что	2	4
101	это и	2	3
102	той же	1	3
103	начала в	1	3
104	и самого	1	3
105	и на	17	3
106	в чем	1	3
107	менее всего	3	3
108	духа и	3	3
109	он в	1	3
110	и она	1	3
111	и с	6	3
112	на все	3	3
113	его в	1	3
114	ни в	3	3
115	в них	13	3
116	одна и	1	3
117	не мог	1	3
118	в такой	1	3
119	того как	2	3
120	она никогда	1	3
121	людей и	1	3
122	только с	3	3
123	себя и	1	3
124	не существует	1	3
125	в образе	1	3
126	если бы	1	3
127	с ним	4	3
128	и перед	3	3
129	о том	3	3
130	и во	4	3
131	нет у	1	3
132	что они	2	3
133	в том	3	3
134	природой и	2	3
135	только в	13	3
136	есть в	2	3
137	тем что	4	3
138	до сих	4	3
139	к которому	1	3
140	в картине	1	3
141	связано с	2	3
142	человек в	2	3
143	в творчестве	6	3
144	не знал	1	3
145	жизни в	3	3
146	сих пор	4	3
147	и от	1	3
148	лишь как	2	3
149	природа человека	1	3
150	на смену	1	3
151	сказать что	6	3
152	есть и	1	3
153	в своих	4	3
154	любовь в	1	2
155	отношения к	4	2
156	человеческая свобода	1	2
157	своего духа	1	2
158	с таким	1	2
159	и за	2	2
160	науки и	1	2
161	который был	1	2
162	но она	1	2
163	не был	3	2
164	во всех	6	2
165	по отношению	1	2
166	себе и	2	2
167	в центре	1	2
168	выйти из	1	2
169	как к	2	2
170	нельзя было	3	2
171	хотя и	2	2
172	от этого	1	2
173	в смысл	1	2
174	в которой	1	2
175	средство для	1	2
176	бы не	1	2
177	и тот	1	2
178	и те	1	2
179	этот процесс	4	2
180	на его	2	2
181	одной и	1	2
182	на этом	1	2
183	образа и	1	2
184	еще более	1	2
185	лишь в	4	2
186	еще вернемся	2	2
187	не всегда	1	2
188	народу и	1	2
189	чем в	1	2
190	в церкви	1	2
191	в этих	4	2
192	точки зрения	6	2
193	ее в	2	2
194	место в	3	2
195	и той	1	2
196	стоит в	1	2
197	тогда когда	1	2
198	правда в	1	2
199	ничего не	2	2
200	к ней	2	2
201	связи с	2	2
202	было не	1	2
203	к себе	1	2
204	всегда есть	1	2
205	оно не	1	2
206	они стали	1	2
207	был для	2	2
208	можно было	3	2
209	еще в	2	2
210	после того	1	2
211	в разных	1	2
212	всего человечества	1	2
213	и та	1	2
214	как ее	1	2
215	и глубже	1	2
216	в сущности	8	2
217	к нему	3	2
218	подобно тому	2	2
219	мы видим	1	2
220	тот же	5	2
221	направлена на	1	2
222	это означает	1	2
223	так что	1	2
224	уже в	5	2
225	ни одного	1	2
226	и других	3	2
227	себе в	2	2
228	не о	1	2
229	была еще	2	2
230	идея о	1	2
231	что человек	1	2
232	мы еще	2	2
233	что не	1	2
234	и люди	1	2
235	превращается в	3	2
236	и своего	2	2
237	вместе с	2	2
238	в человеке	1	2
239	к своему	1	2
240	что за	1	2
241	такого рода	2	2
242	тому как	2	2
243	это есть	1	2
244	да и	3	2
245	в средство	1	2
246	в более	1	2
247	сознания и	2	2
248	бы в	1	2
249	его нельзя	1	2
250	а в	4	2
251	человеческой природой	1	2
252	к самому	1	2
253	все к	1	2
254	отношению к	1	2
255	и эта	2	2
256	что наконец	1	1
257	и то	1	1
258	самом деле	1	1
259	он может	1	1
260	только потому	1	1
261	перед лицом	2	1
262	и объяснение	1	1
263	был врагом	1	1
264	проникает в	1	1
265	прошлое и	1	1
266	должна быть	1	1
267	со своей	1	1
268	к народу	1	1
269	для достижения	1	1
270	характер его	1	1
271	это совершенно	1	1
272	таковы были	1	1
273	выходит из	1	1
274	еще до	1	1
275	для раскрытия	1	1
276	образов у	1	1
277	и над	4	1
278	и ее	1	1
279	глубина в	1	1
280	на мир	2	1
281	на них	1	1
282	с традицией	1	1
283	и связь	1	1
284	форме но	1	1
285	значение и	1	1
286	только тогда	1	1
287	она оказалась	1	1
288	христа в	1	1
289	за пределы	2	1
290	народа в	1	1
291	это был	2	1
292	все остальные	1	1
293	над человеческой	1	1
294	и как	1	1
295	и чистых	1	1
296	в материал	1	1
297	и правильного	1	1
298	образа если	1	1
299	для которого	3	1
300	мою жизнь	1	1
301	в целом	1	1
302	формы в	1	1
303	все эти	7	1
304	или во	1	1
305	то я	1	1
306	раз в	3	1
307	только один	1	1
308	мира но	1	1
309	с народной	1	1
310	на то	2	1
311	времен и	1	1
312	правду они	1	1
313	уже начинает	1	1
314	и другим	1	1
315	эта формула	1	1
316	перестает быть	2	1
317	природы человека	1	1
318	в плане	3	1
319	и вечно	1	1
320	всех своих	1	1
321	но все	4	1
322	и свободу	1	1
323	царство это	1	1
324	значительной степени	2	1
325	жить в	1	1
326	сознание и	1	1
327	в другом	2	1
328	об этом	1	1
329	и менее	1	1
330	входит в	1	1
331	на протяжении	7	1
332	было бы	3	1
333	он есть	1	1
334	к миру	1	1
335	и слиянию	1	1
336	она и	1	1
337	природой человека	1	1
338	нельзя искать	1	1
339	с тем	1	1
340	эту тему	1	1
341	его отношения	1	1
342	в развитии	1	1
343	не проникает	1	1
344	и становится	2	1
345	его образ	1	1
346	но если	1	1
347	можно найти	2	1
348	и без	2	1
349	уже к	2	1
350	во времена	1	1
351	в котором	1	1
352	с точки	5	1
353	своего рода	1	1
354	должны были	1	1
355	значение для	1	1
356	и более	4	1
357	их в	3	1
358	он выступает	1	1
359	силы что	1	1
360	все три	1	1
361	вернемся к	1	1
362	иной раз	1	1
363	народа это	1	1
364	но они	3	1
365	как о	1	1
366	все мы	1	1
367	в какую-то	1	1
368	к этим	3	1
369	нас нет	1	1
370	и именно	1	1
371	лжи и	1	1
372	для всего	1	1
373	или как	1	1
374	и будущее	1	1
375	есть то	1	1
376	xix веке	3	1
377	и теперь	1	1
378	был так	1	1
379	не внешняя	1	1
380	того же	1	1
381	его природа	1	1
382	в нее	1	1
383	будущее в	1	1
384	не могут	1	1
385	и часто	1	1
386	своей книге	2	1
387	раскрывается с	1	1
388	сам был	1	1
389	но также	1	1
390	он видит	2	1
391	по сравнению	2	1
392	для себя	1	1
393	как не	1	1
394	во вселенной	1	1
395	в ее	3	1
396	к нам	1	1
397	он с	1	1
398	человеческого сознания	1	1
399	говорили что	1	1
400	в пределах	2	1
401	роль в	5	1
402	в xix	3	1
403	например о	1	1
404	и сам	1	1
405	в борьбе	1	1
406	она была	4	1
407	только над	1	1
408	была в	1	1
409	в эпоху	13	1
410	на что	1	1
411	новых и	1	1
412	в прошлое	1	1
413	связанная с	2	1
414	в самой	2	1
415	другое его	1	1
416	и который	1	1
417	можно встретить	1	1
418	в значительной	3	1
419	до известной	1	1
420	это в	2	1
421	необходимый момент	1	1
422	раньше чем	1	1
423	но нельзя	1	1
424	наконец в	3	1
425	интеллигенции и	1	1
426	к концу	1	1
427	это одна	1	1
428	происходит в	1	1
429	и культа	2	1
430	свободой духа	1	1
431	которых они	1	1
432	в какой	1	1
433	но ни	1	1
434	правда и	1	1
435	к свободе	1	1
436	всех его	1	1
437	начало в	1	1
438	дадим им	1	1
439	со всеми	2	1
440	вернемся в	1	1
441	и у	1	1
442	я имею	1	1
