N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	56
2	то есть	40	24
3	в романе	6	21
4	в его	9	18
5	таким образом	4	17
6	все эти	4	15
7	в этом	16	14
8	в том	9	13
9	так и	4	13
10	у рабле	2	13
11	в то	5	12
12	и его	6	12
13	то же	6	11
14	в них	1	11
15	в этих	4	11
16	и т.п	14	11
17	до конца	4	11
18	как бы	19	11
19	и до	3	10
20	мы уже	3	10
21	еще не	7	10
22	же время	5	10
23	в эпоху	1	10
24	в самом	9	9
25	и не	27	9
26	только в	6	9
27	рабле в	1	9
28	но и	12	9
29	в сущности	7	8
30	во всех	5	8
31	не только	14	8
32	в нем	17	8
33	и с	7	8
34	и их	3	8
35	и даже	3	8
36	до сих	8	8
37	и др	1	8
38	сих пор	8	8
39	все это	6	8
40	том что	4	8
41	и на	11	7
42	в большинстве	9	7
43	как мы	12	7
44	у него	5	7
45	в частности	1	7
46	той же	3	6
47	в ее	1	6
48	в этой	3	6
49	но в	6	6
50	на его	1	6
51	точки зрения	11	6
52	языка и	2	6
53	вовсе не	9	6
54	мы видим	1	6
55	связи с	1	6
56	большинстве случаев	8	6
57	прежде всего	9	6
58	границы между	1	6
59	в той	3	6
60	все они	1	6
61	и все	9	6
62	потому что	4	6
63	одним из	3	5
64	с ее	3	5
65	с его	5	5
66	но не	4	5
67	в пределах	10	5
68	он не	4	5
69	так сказать	5	5
70	последнее слово	1	5
71	роль в	1	5
72	такой же	3	5
73	во время	1	5
74	в отношении	3	5
75	своего рода	4	5
76	в процессе	4	5
77	никогда не	6	5
78	в области	1	5
79	один из	1	5
80	не было	2	5
81	как и	12	5
82	в условиях	3	5
83	в результате	2	5
84	что в	4	5
85	есть и	2	5
86	и другие	3	5
87	они не	2	5
88	ту же	2	4
89	например в	4	4
90	и потому	1	4
91	в ней	1	4
92	не был	1	4
93	за пределы	5	4
94	и к	9	4
95	что это	1	4
96	в себе	7	4
97	при этом	5	4
98	их в	3	4
99	что все	1	4
100	переходим к	2	4
101	хвалы и	1	4
102	даже в	1	4
103	одна из	2	4
104	того чтобы	1	4
105	по своей	3	4
106	во всем	4	4
107	и несколько	3	4
108	в духе	2	4
109	наконец в	1	4
110	времени и	2	4
111	и других	4	4
112	о том	5	4
113	же характер	1	4
114	и брань	1	4
115	язык в	1	4
116	с одной	1	4
117	конечно не	8	4
118	так как	5	4
119	его романе	1	4
120	в третьей	1	4
121	и брани	1	4
122	в своих	1	4
123	в их	4	3
124	конечно и	3	3
125	меньшей степени	2	3
126	время в	1	3
127	в своем	3	3
128	перед нами	12	3
129	кроме того	4	3
130	и наконец	4	3
131	его к	2	3
132	этот смех	2	3
133	первой части	1	3
134	характер в	1	3
135	и самый	1	3
136	слова и	7	3
137	ведь в	1	3
138	здесь нет	3	3
139	не в	10	3
140	но он	3	3
141	новое и	1	3
142	в форме	1	3
143	настоящего времени	1	3
144	хвала и	1	3
145	рядом с	5	3
146	здесь мы	1	3
147	и о	3	3
148	характер и	1	3
149	мы наблюдаем	1	3
150	в другом	2	3
151	и здесь	4	3
152	и т.д	3	3
153	все его	1	3
154	между тем	2	3
155	слов и	3	3
