N	2gram	Voloshinov_1	formyVre
1	и в	16	50
2	в этом	9	25
3	в нем	4	24
4	человека в	1	17
5	и его	8	16
6	прежде всего	9	15
7	как мы	4	14
8	и не	4	14
9	в его	4	13
10	вовсе не	1	13
11	как раз	1	13
12	так и	4	12
13	человека и	1	11
14	то же	2	11
15	мы уже	2	11
16	таким образом	9	11
17	может быть	17	11
18	и как	3	10
19	но в	4	10
20	времени и	1	10
21	с его	7	9
22	все эти	5	9
23	роль в	1	9
24	не только	7	9
25	ничего не	1	9
26	в том	3	9
27	в конце	1	9
28	и др	3	9
29	того же	2	8
30	и на	4	8
31	в самом	2	8
32	ни в	5	8
33	жизни в	1	8
34	его жизни	1	8
35	но и	4	8
36	и их	4	8
37	как и	2	8
38	жизни и	3	8
39	характер и	1	7
40	во всех	3	6
41	с этим	2	6
42	все же	1	6
43	не оставляет	1	6
44	лишь в	1	6
45	и того	1	6
46	так как	4	6
47	с ее	4	6
48	связи с	1	6
49	в жизни	2	6
50	у него	2	6
51	то что	3	6
52	в частности	2	6
53	не может	8	6
54	так же	2	6
55	и все	4	6
56	еще не	5	5
57	но не	1	5
58	отнюдь не	4	5
59	он не	2	5
60	жизни но	1	5
61	одного и	1	5
62	в основе	3	5
63	того чтобы	1	5
64	точки зрения	8	5
65	в разных	1	5
66	только и	2	5
67	могут быть	3	5
68	в пределах	2	5
69	если бы	1	5
70	для того	1	5
71	в связи	1	5
72	в основном	3	5
73	что в	3	5
74	и то	1	4
75	и это	6	4
76	мы и	1	4
77	конечно и	1	4
78	в ней	1	4
79	конечно не	6	4
80	время и	1	4
81	и с	8	4
82	в них	2	4
83	том что	3	4
84	не имеет	1	4
85	к себе	3	4
86	только в	4	4
87	и проч	9	4
88	и т.п	2	4
89	на этой	3	4
90	нет ничего	1	4
91	своей жизни	2	4
92	все это	4	4
93	между собой	2	4
94	и для	2	4
95	отношения к	3	3
96	в движение	1	3
97	не имеют	1	3
98	мы не	2	3
99	в сущности	1	3
100	в виду	1	3
101	всем этим	1	3
102	значение и	1	3
103	хотя и	1	3
104	при этом	6	3
105	вообще не	2	3
106	его в	4	3
107	входит в	1	3
108	и других	2	3
109	с другими	3	3
110	для них	1	3
111	между ними	3	3
112	в этих	3	3
113	мы говорили	1	3
114	но эта	1	3
115	что было	1	3
116	их в	3	3
117	чем не	3	3
118	этом отношении	1	3
119	не могут	2	3
120	к тому	1	3
121	формы и	1	3
122	в порядке	1	3
123	нас в	1	3
124	человек был	1	3
125	что и	2	3
126	во всей	2	3
127	один из	2	3
128	мы видим	2	3
129	поэтому и	2	3
130	и ее	4	3
131	с одной	1	3
132	со всеми	2	3
133	в качестве	1	3
134	только на	3	3
135	же в	1	3
136	в начале	2	3
137	в одном	3	3
138	до сих	3	3
139	мы еще	1	3
