N	3gram	Berdyaev_M_1	Dialekti
1	в том что	1	9
2	что иное как	1	8
3	не что иное	1	8
4	это значит что	3	7
5	не может быть	17	6
6	есть то что	1	5
7	для того чтобы	2	5
8	не в том	1	4
9	это и есть	4	4
10	выйти за пределы	1	3
11	есть прежде всего	1	3
12	свободы и необходимости	1	3
13	как и все	1	2
14	хотя бы и	2	2
15	потому что мы	1	2
16	по сравнению с	1	2
17	от того что	1	2
18	поверхности земли и	1	1
19	не может не	2	1
20	– все это	1	1
21	есть также и	1	1
22	ни с какой	1	1
23	в глубине ее	1	1
24	прежде всего в	2	1
25	а не в	4	1
26	это-то и есть	1	1
27	у достоевского в	1	1
28	он не может	2	1
29	и есть то	1	1
30	в зависимости от	1	1
31	может уже быть	1	1
32	в отличие от	1	1
33	и та же	1	1
34	не было бы	5	1
35	в себе и	1	1
36	с тем что	3	1
37	нет ничего выше	1	1
38	возможно лишь в	1	1
39	в том случае	1	1
40	– один из	3	1
41	был бы не	1	1
42	и есть подлинная	1	1
43	а не только	2	1
44	не только в	2	1
45	и по сравнению	1	1
46	в конце концов	2	1
47	он сам не	1	1
48	и есть настоящее	1	1
49	мир не имеет	1	1
50	по природе своей	1	1
51	своем отношении к	1	1
52	в этот момент	1	1
53	в нем не	2	1
54	быть выражена и	1	1
55	лишь в том	1	1
56	сам не может	1	1
57	и на этом	2	1
58	как бы в	1	1
59	одной из сторон	1	1
60	в нем нет	1	1
61	его в самом	1	1
62	это – один	1	1
63	имел в виду	1	1
64	одна и та	1	1
65	о том что	1	1
66	и вместе с	4	1
67	должна быть не	1	1
68	него не было	2	1
69	и не может	2	1
70	есть уже не	1	1
71	не может уже	1	1
72	ни с чем	1	1
73	нужно сказать что	1	1
74	но это не	1	1
75	не значит что	1	1
76	в человеке –	1	1
77	в отношении к	1	1
78	но также и	1	1
79	когда она целиком	1	1
80	все это не	1	1
81	человека в вечности	1	1
82	ничего нет кроме	1	1
83	стало быть не	1	1
84	том случае если	1	1
