N	3gram	Propp_Isto_6	Formalny
1	не может быть	3	14
2	во всяком случае	2	6
3	и т д	8	6
4	в зависимости от	1	5
5	с другой стороны	8	5
6	подобно тому как	1	4
7	и не может	1	4
8	в данном случае	3	4
9	для того чтобы	1	4
10	потому что он	2	3
11	иначе обстоит дело	1	3
12	по отношению к	2	3
13	вместе с тем	3	3
14	обстоит дело с	1	3
15	в том что	5	3
16	и те же	1	3
17	уже знаем что	2	2
18	нам кажется что	1	2
19	о том как	3	2
20	то или иное	1	2
21	только то что	2	2
22	мы видели что	3	2
23	всяком случае в	1	2
24	так и в	1	2
25	тем не менее	1	2
26	мы уже знаем	2	2
27	смысле этого слова	1	2
28	как мы видели	2	2
29	что душа или	1	1
30	но в это	1	1
31	а иногда и	1	1
32	в ней таким	1	1
33	в этом случае	6	1
34	таким образом оказывается	1	1
35	в своей работе	1	1
36	в одной из	1	1
37	на первый план	2	1
38	в чистом виде	1	1
39	друг на друга	1	1
40	с тем что	1	1
41	к тому чтобы	1	1
42	как это делают	2	1
43	здесь не в	1	1
44	то у нас	1	1
45	со всех сторон	1	1
46	с этой точки	1	1
47	до сих пор	4	1
48	и тем не	1	1
49	так как он	2	1
50	так или иначе	1	1
51	но в таком	1	1
52	от того что	1	1
53	т е в	2	1
54	так же как	1	1
55	поэтому и не	1	1
56	не потому что	1	1
57	не только в	4	1
58	с одной стороны	7	1
59	но при этом	1	1
60	и вместе с	1	1
61	мере того как	1	1
62	это не значит	1	1
63	если они не	1	1
64	в таком случае	1	1
65	но так как	3	1
66	этой точки зрения	1	1
67	о том что	4	1
68	в частности в	1	1
69	можно было бы	2	1
70	он был бы	1	1
71	ней таким образом	1	1
72	но все же	2	1
73	можно сказать что	1	1
74	мы имеем в	4	1
75	на то что	1	1
76	в этих случаях	1	1
77	т е его	1	1
78	в том числе	1	1
79	и в том	1	1
80	друг с другом	1	1
81	как и в	2	1
82	по мере того	1	1
83	что между ними	1	1
84	том числе и	1	1
