N	2gram	Tiupa_Anal_1	Istorich
1	и в	18	26
2	в сказке	1	23
3	так как	2	18
4	мы имеем	6	14
5	никогда не	2	13
6	потому что	2	13
7	и на	5	12
8	в этом	13	12
9	таким образом	3	12
10	в том	27	12
11	что в	5	12
12	может быть	29	11
13	связь с	1	11
14	и т	3	10
15	не только	15	10
16	том что	12	10
17	с другой	4	10
18	и не	21	10
19	еще не	3	9
20	а именно	3	9
21	что он	3	9
22	но и	17	9
23	все эти	2	8
24	все же	4	8
25	в нем	3	8
26	на том	1	8
27	с ним	4	8
28	вместе с	4	8
29	другой стороны	2	8
30	например в	1	7
31	но в	8	7
32	и его	5	7
33	о том	5	7
34	с одной	3	7
35	уже не	4	7
36	у него	1	7
37	превращается в	1	7
38	одной стороны	3	7
39	мы уже	1	6
40	мы не	1	6
41	как в	1	6
42	как он	3	6
43	в ином	1	6
44	и с	2	6
45	в виде	1	6
46	то что	6	6
47	ее в	1	6
48	не может	22	6
49	то же	9	5
50	в ней	1	5
51	не будет	3	5
52	как и	13	5
53	и эти	1	5
54	и что	1	5
55	в то	9	5
56	так и	4	5
57	нас к	1	5
58	в его	13	5
59	только в	6	5
60	как это	1	5
61	его в	1	5
62	как мы	2	4
63	с его	3	4
64	что оно	1	4
65	но как	1	4
66	из этих	2	4
67	имеем в	1	4
68	на его	2	4
69	и по	2	4
70	здесь мы	1	4
71	это не	6	4
72	и тем	1	4
73	с тем	1	4
74	не всегда	4	4
75	а также	3	4
76	что и	3	4
77	себе в	2	4
78	до сих	1	4
79	прежде всего	6	4
80	одну из	1	4
81	как бы	5	4
82	сих пор	1	4
83	но это	1	4
84	все что	1	4
85	и то	2	3
86	должна быть	1	3
87	на место	2	3
88	из которых	4	3
89	это еще	1	3
90	или иное	1	3
91	независимо от	1	3
92	и наконец	1	3
93	та же	1	3
94	в себе	11	3
95	если он	1	3
96	при этом	12	3
97	если бы	3	3
98	в них	1	3
99	такой же	2	3
100	в своей	6	3
101	таким же	1	3
102	и ее	1	3
103	в одном	1	3
104	не в	14	3
105	их в	1	3
106	на котором	1	3
107	к концу	1	3
108	могут быть	4	3
109	вокруг него	1	3
110	его с	1	3
111	данном случае	2	3
112	если они	1	3
113	только через	2	3
114	от него	1	3
115	один из	2	3
116	том как	1	3
117	иной мир	1	3
118	в качестве	31	3
119	не происходит	1	3
120	так что	1	3
121	при помощи	2	3
122	эти три	1	3
123	и только	1	3
124	со стороны	2	3
125	далеко не	6	3
126	не было	1	3
127	в частности	19	3
128	в него	1	3
129	к своему	1	3
130	в данном	2	3
131	как будто	3	3
132	и от	1	3
133	только одна	1	3
134	или в	1	3
135	вопрос о	2	3
136	на первый	1	3
137	а в	9	3
138	еще в	2	3
139	и эта	1	3
140	из этого	1	3
141	в своих	1	3
142	они не	1	3
143	того же	4	2
144	оно может	3	2
145	и больше	1	2
146	его что	1	2
147	то самое	1	2
148	что иное	5	2
149	что герой	1	2
150	представляет собой	16	2
151	он был	1	2
152	но не	10	2
153	то он	2	2
154	по отношению	6	2
155	тогда как	14	2
156	то или	1	2
157	что касается	1	2
158	перед нами	1	2
159	и как	5	2
160	что это	1	2
161	в этой	5	2
162	то и	1	2
163	и до	2	2
164	но он	1	2
165	быть рассмотрен	1	2
166	и те	1	2
167	он не	3	2
168	из него	1	2
169	с этой	1	2
170	но все	1	2
171	же не	1	2
172	было бы	2	2
173	смерть и	1	2
174	ни в	4	2
175	вовсе не	2	2
176	стране мертвых	1	2
177	она в	1	2
178	в которых	1	2
179	своего рода	3	2
180	которые в	2	2
181	самое время	2	2
182	силу и	1	2
183	однако в	3	2
184	даже в	3	2
185	тем самым	7	2
186	одна из	1	2
187	на него	1	2
188	не вполне	1	2
189	здесь совершенно	1	2
190	зависимости от	1	2
191	отличается от	2	2
192	об одном	1	2
193	к тому	7	2
194	от нее	1	2
195	и функционально	1	2
196	утверждать что	1	2
197	где он	1	2
198	в свое	2	2
199	но при	1	2
200	здесь не	2	2
201	на той	1	2
202	и сам	2	2
203	о котором	1	2
204	ничего не	1	2
205	эта сторона	1	2
206	сводится к	5	2
207	но мы	1	2
208	не поддается	1	2
209	можно сказать	2	2
210	эти два	1	2
211	все время	1	2
212	в лице	1	2
213	того что	4	2
214	это означает	3	2
215	не так	1	2
216	никто не	3	2
217	всяком случае	1	2
218	мы находим	1	2
219	смерти и	1	2
220	а с	3	2
221	и др	1	2
222	что не	3	2
223	не означает	1	2
224	а не	17	2
225	о чем	1	2
226	что из	2	2
227	он и	1	2
228	может иметь	2	2
229	к себе	1	2
230	что же	2	2
231	отношению к	5	2
232	что мы	3	2
233	мира и	1	2
234	или другой	1	2
235	для нас	1	2
236	мы должны	1	2
237	в этих	1	2
238	не есть	8	2
239	героя в	2	2
240	приводит нас	1	2
241	жизни и	1	2
242	также не	1	2
243	во всяком	1	2
244	речь идет	1	1
245	соответствии с	2	1
246	отношения к	2	1
247	одним из	3	1
248	также и	2	1
249	наконец четвертая	2	1
250	таком случае	3	1
251	с кем	1	1
252	он показывает	1	1
253	в связи	1	1
254	мере в	3	1
255	и есть	3	1
256	этого мира	1	1
257	между двумя	3	1
258	а от	1	1
259	в какой-то	1	1
260	все те	1	1
261	в зависимости	1	1
262	форма его	1	1
263	а как	2	1
264	именно здесь	1	1
265	есть не	8	1
