N	2gram	Bakhtin_Pr_1	Komedia
1	и в	23	22
2	и не	34	21
3	том что	9	13
4	таким образом	11	12
5	в том	11	12
6	так как	7	11
7	со стороны	2	11
8	ни в	3	10
9	потому что	12	10
10	в самом	8	9
11	до сих	2	9
12	вместе с	2	9
13	сих пор	2	9
14	в этом	25	8
15	его в	4	8
16	в своем	8	8
17	к ней	1	8
18	о том	2	8
19	если бы	10	8
20	в его	24	8
21	что и	5	8
22	что он	10	8
23	едва ли	1	7
24	то же	10	7
25	при этом	3	7
26	об этом	1	7
27	в конце	5	7
28	только что	1	7
29	а в	7	7
30	самом деле	5	6
31	еще не	5	6
32	так что	1	6
33	в то	10	6
34	и его	13	6
35	к тому	1	6
36	того чтобы	4	6
37	и что	1	6
38	для того	2	6
39	может быть	21	6
40	как раз	4	6
41	к этому	2	6
42	отношение к	1	5
43	но в	4	5
44	не только	13	5
45	он не	4	5
46	в своей	11	5
47	в которых	2	5
48	то это	1	5
49	не менее	1	5
50	же время	7	5
51	к себе	2	5
52	и сам	2	5
53	хотя и	1	5
54	с ним	6	5
55	к нему	3	5
56	что в	8	5
57	по отношению	11	5
58	из них	2	5
59	тем что	3	5
60	прежде всего	7	5
61	все это	7	5
62	он знает	3	4
63	на себя	3	4
64	в ней	1	4
65	с другой	2	4
66	нет и	1	4
67	все же	5	4
68	то что	18	4
69	в себе	5	4
70	что она	2	4
71	но все	4	4
72	и с	4	4
73	несмотря на	6	4
74	точки зрения	21	4
75	не в	6	4
76	однако в	2	4
77	в отношении	2	4
78	самого начала	3	4
79	на него	2	4
80	у него	6	4
81	и здесь	3	4
82	с самого	2	4
83	друг друга	3	4
84	так и	10	4
85	здесь нет	1	4
86	не дает	3	4
87	вовсе не	8	4
88	но и	11	4
89	до конца	5	4
90	ничем не	1	4
91	а не	20	4
92	и для	3	4
93	бы в	3	4
94	тем более	1	4
95	хотя бы	2	4
96	так же	6	4
97	идет о	3	3
98	над ней	1	3
99	который в	1	3
100	говорить о	2	3
101	с его	6	3
102	в ее	1	3
103	с этим	1	3
104	и к	4	3
105	тем же	1	3
106	и этим	2	3
107	в которой	4	3
108	в этой	4	3
109	как он	2	3
110	в нем	20	3
111	что ни	1	3
112	прежде чем	1	3
113	приводит к	3	3
114	то ни	3	3
115	было бы	6	3
116	в них	3	3
117	все равно	2	3
118	далеко не	1	3
119	как и	8	3
120	чем в	2	3
121	и еще	1	3
122	себе в	1	3
123	с точки	15	3
124	их в	2	3
125	никогда не	5	3
126	ничего не	6	3
127	же самое	1	3
128	на это	1	3
129	он так	1	3
130	с полным	1	3
131	не позволяет	2	3
132	любовь к	1	3
133	не о	1	3
134	одной из	1	3
135	нисколько не	2	3
136	в начале	1	3
137	что не	1	3
138	следует что	1	3
139	не так	1	3
140	всяком случае	3	3
141	отношению к	11	3
142	и даже	3	3
143	даже не	1	3
144	на ее	1	3
145	ему не	2	3
146	на этот	2	3
147	один из	2	3
148	не он	1	3
149	в частности	1	3
150	не может	11	3
151	конечно не	1	3
152	совсем другой	1	3
153	как бы	28	3
154	с этой	1	3
155	в целом	4	3
156	еще больше	1	3
157	бы он	1	3
158	из своего	3	3
159	не знает	1	3
160	все что	3	3
161	в какой	1	3
162	во всяком	4	3
163	отношения к	2	2
164	даже если	1	2
165	на своей	1	2
166	из его	3	2
167	его не	1	2
168	мы не	2	2
169	в сущности	5	2
170	время как	1	2
171	достаточно сравнить	1	2
172	и он	1	2
173	но при	1	2
174	и на	10	2
175	бы то	3	2
176	во всех	5	2
177	в изображении	2	2
178	он говорит	2	2
179	отличие от	2	2
180	за пределы	6	2
181	что они	1	2
182	как в	6	2
183	что касается	1	2
184	в результате	4	2
185	не приходится	1	2
186	только один	1	2
187	ни было	4	2
188	на его	2	2
