N	3gram	Losev_Vlad_1	Myslijsy
1	в том что	7	13
2	не может быть	3	9
3	там же с	10	7
4	тем не менее	2	6
5	и в этом	1	6
6	с другой стороны	3	5
7	потому что в	1	4
8	в свою очередь	1	4
9	в этом смысле	4	4
10	и т д	2	4
11	с тем что	1	3
12	и что в	1	3
13	с одной стороны	1	3
14	и той же	1	3
15	и в том	1	3
16	а в том	1	3
17	то же время	4	3
18	так и в	1	3
19	что и в	2	3
20	не только в	2	3
21	в то же	4	3
22	одной и той	1	3
23	потому что как	1	2
24	что иное как	1	2
25	дело в том	4	2
26	так как в	1	2
27	так что в	2	2
28	бы то ни	1	2
29	что не только	1	2
30	но и для	1	2
31	притом не только	1	2
32	и притом не	1	2
33	к тому что	1	2
34	и потому что	3	2
35	для того чтобы	2	2
36	не только не	1	2
37	не что иное	1	2
38	в сравнении с	1	2
39	но и все	1	1
40	в том виде	1	1
41	а следовательно и	1	1
42	он в течение	1	1
43	из всего этого	1	1
44	того что в	1	1
45	должны сказать что	1	1
46	не говоря уже	1	1
47	имеют для них	1	1
48	в ответ на	2	1
49	в разных местах	1	1
50	говоря уже о	1	1
51	физических явлений и	1	1
52	не потому что	1	1
53	не только мысли	1	1
54	только то что	1	1
55	в этом отношении	1	1
56	именно так как	1	1
57	но это не	1	1
58	виде в каком	1	1
59	в нас любовь	1	1
60	мысли и слова	1	1
61	от нее в	1	1
62	в своей дальнейшей	1	1
63	не без основания	1	1
64	именно с тем	1	1
65	всего этого видно	1	1
66	более или менее	3	1
67	то ни было	1	1
68	этого видно что	1	1
69	если бы мы	1	1
70	заключается в том	1	1
71	смысле этого слова	1	1
72	в связи с	1	1
73	человека то есть	1	1
74	указывает на то	1	1
75	уже о том	1	1
76	потому что она	1	1
77	еще и потому	2	1
78	во всяком случае	2	1
79	что касается до	1	1
80	то чего не	1	1
81	заключать в себе	1	1
82	не в одном	1	1
83	во всем своем	1	1
84	том виде в	1	1
85	в то время	2	1
86	и тем самым	1	1
87	о том что	7	1
88	и все это	1	1
89	которого он не	1	1
90	на то что	4	1
91	укажем только на	1	1
92	лицом к лицу	1	1
93	не может получить	1	1
94	т д в	1	1
95	привело к тому	1	1
