N	2gram	Medvedev_F_2	Istorich
1	и т	14	27
2	и в	38	26
3	т д	5	24
4	так же	1	18
5	т е	26	18
6	то что	6	16
7	не только	9	15
8	может быть	23	14
9	что в	7	14
10	же как	3	13
11	между двумя	2	12
12	но и	13	12
13	связь с	1	12
14	и пр	21	11
15	так и	8	10
16	таким образом	20	10
17	и его	21	10
18	что он	5	10
19	при помощи	2	10
20	все же	8	9
21	этот случай	1	9
22	его в	3	9
23	что и	8	9
24	так как	4	9
25	и не	20	9
26	то же	6	8
27	мы знаем	3	8
28	а в	6	8
29	мы имеем	1	7
30	в этом	27	7
31	он не	6	7
32	как и	9	7
33	в этих	2	7
34	знаем что	1	7
35	их в	2	7
36	как в	4	7
37	в качестве	2	7
38	превращается в	2	7
39	героя в	1	7
40	и то	2	6
41	что они	4	6
42	как он	1	6
43	мы видели	4	6
44	могут быть	6	6
45	в дальнейшем	4	6
46	к нему	3	6
47	потому что	2	6
48	а не	6	6
49	не может	14	6
50	вместе с	6	6
51	это и	5	5
52	то это	3	5
53	но не	2	5
54	и как	3	5
55	но в	4	5
56	уже не	7	5
57	и только	5	5
58	и по	2	5
59	с собой	1	5
60	но все	3	5
61	в другом	1	5
62	и с	9	5
63	это не	2	5
64	не в	15	5
65	ничего не	4	5
66	как мы	7	5
67	на нем	2	5
68	и здесь	3	5
69	в его	10	5
70	с ними	2	5
71	тем что	8	5
72	до сих	1	5
73	и др	3	5
74	в некоторых	4	5
75	сих пор	1	5
76	мы должны	1	5
77	к этому	4	5
78	вопрос о	1	4
79	не просто	2	4
80	дает нам	1	4
81	в этот	1	4
82	он в	2	4
83	но он	1	4
84	в своей	7	4
85	даже в	2	4
86	здесь не	4	4
87	так в	3	4
88	о том	1	4
89	и даже	4	4
90	вовсе не	11	4
91	с другой	3	4
92	а на	1	4
93	в тех	2	4
94	другой стороны	4	4
95	например в	3	3
96	что иное	1	3
97	и действительно	1	3
98	из этих	3	3
99	только тогда	1	3
100	к своей	1	3
101	в одной	2	3
102	перед нами	2	3
103	его к	1	3
104	все эти	6	3
105	на то	1	3
106	связанные с	1	3
107	при этом	9	3
108	он должен	1	3
109	те же	1	3
110	должен был	2	3
111	том что	2	3
112	и при	1	3
113	и более	2	3
114	как это	2	3
115	что эта	2	3
116	не имеет	2	3
117	на котором	2	3
118	на него	1	3
119	во всем	1	3
120	связи с	13	3
121	есть только	2	3
122	она не	2	3
123	данном случае	1	3
124	иное как	1	3
125	это приводит	3	3
126	в том	11	3
127	мы увидим	1	3
128	только в	6	3
129	или же	2	3
130	и других	2	3
131	а именно	2	3
132	не на	1	3
133	о чем	1	3
134	там где	4	3
135	к своему	1	3
136	в данном	1	3
137	как бы	4	3
138	по существу	7	3
139	этом случае	1	3
140	или в	3	3
141	для нас	1	3
142	но это	2	3
143	же в	1	3
144	е в	1	3
145	между ними	2	3
146	является и	1	3
147	не что	1	3
148	и другие	2	3
149	начинается с	1	2
150	эти случаи	1	2
151	и есть	1	2
152	должна быть	5	2
153	а как	3	2
154	пока только	1	2
155	связана с	1	2
156	как эта	1	2
157	общих чертах	1	2
158	они имеют	1	2
159	к ним	1	2
160	вступают в	1	2
161	отношение к	2	2
162	иногда и	1	2
163	предположение что	1	2
164	в этой	6	2
165	в истории	6	2
166	с этим	5	2
167	вот как	4	2
168	в своем	1	2
169	хотя и	3	2
170	увидим что	1	2
171	конечно не	1	2
172	что это	3	2
173	в целом	3	2
174	эти новые	1	2
175	и тот	1	2
176	в себе	1	2
177	имеем в	1	2
178	в нем	13	2
179	задний план	1	2
180	же это	2	2
181	не к	2	2
182	его от	4	2
183	на этом	2	2
184	главным образом	3	2
185	связанных с	1	2
186	лишь в	7	2
187	или просто	1	2
