N	2gram	Bakhtin_Pr_1	StatiiOP
1	и в	29	29
2	том что	7	27
3	в том	8	27
4	в этом	22	21
5	не только	15	19
6	но и	14	19
7	что в	8	19
8	о том	1	17
9	в трагедии	1	17
10	пушкиным в	1	14
11	в его	24	13
12	что он	8	13
13	в которой	2	11
14	то что	15	11
15	все это	6	11
16	таким образом	12	10
17	к тому	1	10
18	т е	21	10
19	и т	4	9
20	в своем	8	9
21	он не	5	9
22	потому что	8	9
23	так и	7	9
24	этом отношении	3	9
25	и не	31	9
26	как на	3	9
27	но в	7	8
28	как раз	6	8
29	и пр	3	8
30	я не	3	7
31	в ней	2	7
32	в самом	10	7
33	но все	5	7
34	в своей	8	7
35	в котором	2	7
36	не столько	1	7
37	тому что	3	7
38	того как	1	7
39	для того	1	7
40	в виду	1	7
41	одним из	6	6
42	вопрос о	2	6
43	и на	7	6
44	все же	9	6
45	т д	1	6
46	вовсе не	7	6
47	того чтобы	1	6
48	и его	14	6
49	об этом	1	6
50	и что	2	6
51	в одном	10	6
52	до сих	2	6
53	было бы	5	5
54	точки зрения	19	5
55	в русской	1	5
56	была бы	3	5
57	того что	1	5
58	между тем	5	5
59	в качестве	1	5
60	своего рода	1	5
61	прежде всего	7	5
62	а не	22	5
63	в той	2	5
64	как бы	19	5
65	сих пор	2	5
66	если б	2	4
67	кроме того	3	4
68	хотя и	1	4
69	и к	2	4
70	не приходится	1	4
71	в нем	19	4
72	что у	1	4
73	в другом	1	4
74	и с	4	4
75	не в	7	4
76	дело в	1	4
77	ничего не	5	4
78	трагедии в	1	4
79	и о	5	4
80	времени и	1	4
81	но с	3	4
82	связи с	2	4
83	для него	18	4
84	с другой	3	4
85	именно в	5	4
86	в частности	1	4
87	своего времени	2	4
88	а как	7	4
89	в романе	9	4
90	к этому	1	4
91	например в	3	3
92	же как	1	3
93	самом деле	6	3
94	на самом	5	3
95	идет о	4	3
96	в их	3	3
97	его не	1	3
98	хотя бы	2	3
99	и он	1	3
100	но не	9	3
101	не то	1	3
102	которые не	1	3
103	как в	6	3
104	с этим	2	3
105	не было	4	3
106	что это	1	3
107	в известном	1	3
108	вообще не	1	3
109	в начале	1	3
110	в россии	2	3
111	из них	1	3
112	ни в	3	3
113	одном из	1	3
114	но он	2	3
115	по себе	8	3
116	самого начала	2	3
117	одной из	1	3
118	иметь в	1	3
119	не могло	1	3
120	никогда не	3	3
121	на себя	2	3
122	и по	1	3
123	это слово	1	3
124	тем что	4	3
125	у нас	1	3
126	у меня	1	3
127	и именно	1	3
128	оно не	3	3
129	с самого	1	3
130	он писал	2	3
131	и здесь	3	3
132	на вопрос	2	3
133	как у	1	3
134	наконец в	2	3
135	но это	4	3
136	мне кажется	1	3
137	вот что	1	3
138	так что	2	3
139	с нею	1	3
140	ни одного	2	3
141	кажется что	2	3
142	всяком случае	3	3
143	т п	3	3
144	из нее	1	3
145	и даже	2	3
146	а с	1	3
147	до конца	8	3
148	сколько в	2	3
149	так же	6	3
150	другой стороны	3	3
151	отношении к	3	3
152	во всяком	5	3
153	до него	1	2
154	тем же	1	2
155	из его	2	2
156	то же	14	2
157	для своего	2	2
158	на первом	1	2
159	в полной	1	2
160	бы то	2	2
161	с его	9	2
162	тогда как	1	2
163	нет и	1	2
164	что они	1	2
165	были не	1	2
166	к сожалению	1	2
167	там где	10	2
168	в истории	2	2
169	в одной	6	2
170	он по	1	2
171	и как	7	2
