N	3gram	Tiupa_Lite_1	Komedia
1	до сих пор	1	9
2	в том что	11	9
3	в самом деле	1	6
4	в свою очередь	1	6
5	в то же	5	4
6	о том что	2	4
7	то же время	5	4
8	с самого начала	1	4
9	к тому же	1	4
10	по отношению к	2	3
11	с точки зрения	2	3
12	в связи с	4	3
13	во всяком случае	2	3
14	до тех пор	1	3
15	с одной стороны	2	3
16	тем не менее	2	3
17	состоит в том	5	2
18	так или иначе	8	2
19	бы то ни	1	2
20	в этом отношении	2	2
21	в этой связи	1	2
22	то ни было	1	2
23	по отношению ко	1	2
24	с другой стороны	1	2
25	в конечном счете	4	2
26	но все же	1	2
27	в чем он	1	1
28	не в состоянии	1	1
29	все тот же	1	1
30	к другому а	1	1
31	как уже говорилось	1	1
32	чуть ли не	2	1
33	и как раз	1	1
34	не говоря уже	2	1
35	прежде всего это	1	1
36	подобно тому как	2	1
37	в том числе	1	1
38	х годов в	1	1
39	в ответ на	1	1
40	в соответствии с	1	1
41	так и не	1	1
42	тому же пути	1	1
43	как это было	1	1
44	говоря уже о	1	1
45	в зависимости от	1	1
46	в отличие от	5	1
47	по тому же	1	1
48	на то что	1	1
49	том что его	2	1
50	с этой точки	3	1
51	по крайней мере	1	1
52	и в частности	1	1
53	на мой взгляд	1	1
54	едва ли не	1	1
55	далеко не всегда	1	1
56	не сводится к	3	1
57	к себе в	1	1
58	но при этом	2	1
59	как раз с	1	1
60	которая никогда не	1	1
61	этой точки зрения	3	1
62	более чем за	1	1
63	ничего общего с	1	1
64	и тем более	1	1
65	если говорить о	1	1
66	никогда не любил	1	1
67	был уверен что	1	1
68	как мы знаем	1	1
69	по этому поводу	1	1
70	на одном из	1	1
71	в отношении к	1	1
72	и в этом	1	1
73	не нуждается в	1	1
74	в том же	3	1
