N	3gram	Losev_Prob_3	Istorich
1	и т д	13	18
2	с другой стороны	5	8
3	в этом случае	5	7
4	с одной стороны	1	7
5	в этих случаях	1	6
6	о том что	3	4
7	в связи с	7	4
8	тем не менее	10	4
9	так же как	1	3
10	не может быть	5	3
11	для того чтобы	1	3
12	делает вид что	1	3
13	это уже не	2	2
14	потому что он	4	2
15	если не считать	1	2
16	имеется и в	1	2
17	о том как	2	2
18	же как и	2	2
19	до сих пор	2	2
20	мы не будем	2	2
21	в таких случаях	2	2
22	в данном случае	7	2
23	в том чтобы	1	2
24	если бы мы	1	2
25	не только в	2	2
26	но и в	2	2
27	то же в	1	2
28	это значит что	2	2
29	но это не	1	2
30	тем что он	1	2
31	в том что	9	2
32	на то что	1	2
33	как и в	1	2
34	что и в	3	2
35	он состоит из	1	1
36	по себе не	1	1
37	но это уже	1	1
38	иметь в виду	1	1
39	а не в	1	1
40	это означает что	1	1
41	это было бы	1	1
42	из того что	1	1
43	как таковое ясно	1	1
44	на самом деле	2	1
45	себя в нем	1	1
46	никак не может	2	1
47	он не только	1	1
48	другими словами мы	1	1
49	не имеют никакого	2	1
50	с точки зрения	2	1
51	и не только	1	1
52	только в том	1	1
53	что здесь мы	1	1
54	сам по себе	6	1
55	и тем что	1	1
56	превращается только в	1	1
57	что он не	1	1
58	в отличие от	2	1
59	по своему содержанию	2	1
60	может быть в	1	1
61	и тем не	3	1
62	что не только	1	1
63	с тем что	1	1
64	мы до сих	1	1
65	точно так же	3	1
66	только тем что	1	1
67	что он отражает	1	1
68	с этой точки	1	1
69	только для того	1	1
70	указывает на то	1	1
71	дело не в	2	1
72	то время как	4	1
73	то что у	3	1
74	может быть не	1	1
75	еще не был	1	1
76	которых идет речь	1	1
77	только в виде	1	1
78	и потому что	1	1
79	но в ней	1	1
80	во всех этих	1	1
81	то в данном	1	1
82	как и вообще	1	1
83	однако сказать что	1	1
84	в одном случае	1	1
85	еще и потому	1	1
86	т д все	1	1
87	во всяком случае	6	1
88	мы уже видели	1	1
89	этой точки зрения	2	1
90	и в таком	1	1
91	остается на месте	1	1
92	то что здесь	1	1
93	таким образом в	1	1
94	но и тем	1	1
95	прежде всего мы	1	1
96	д и т	4	1
97	так как иначе	4	1
98	то обстоятельство что	1	1
99	в то время	4	1
100	на деревьях или	1	1
101	само по себе	3	1
102	и тем самым	2	1
103	едва ли можно	2	1
104	нет например в	1	1
105	нет необходимости приводить	1	1
106	в самом деле	1	1
107	или в виде	1	1
108	можно сказать что	2	1
109	уже никто не	1	1
110	по себе но	1	1
111	в то же	4	1
112	так что он	2	1
113	в том смысле	3	1
114	то же что	1	1
115	до некоторой степени	1	1
116	ни на какие	1	1
117	гл мы читаем	1	1
118	или как в	1	1
119	когда во время	1	1
120	только тогда когда	1	1
121	т д и	4	1
122	как мы видели	2	1
123	мы еще не	1	1
