N	2gram	Bakhtin_Fr_7	Formalny
1	и не	7	30
2	вовсе не	7	28
3	и в	41	27
4	может быть	4	25
5	не может	3	24
6	так и	10	21
7	и его	9	19
8	в этом	15	18
9	таким образом	19	18
10	а не	2	17
11	самом деле	1	16
12	точки зрения	5	16
13	то же	13	15
14	в нем	7	15
15	в процессе	2	15
16	между ними	1	15
17	на самом	2	14
18	как и	14	14
19	с точки	3	14
20	не в	9	12
21	в самом	1	11
22	в жизни	1	11
23	и от	8	11
24	не могут	1	10
25	место в	4	10
26	но и	9	10
27	не только	5	9
28	как его	1	9
29	так как	3	9
30	так же	5	9
31	с помощью	6	8
32	как бы	7	8
33	при этом	3	8
34	ни в	6	8
35	как мы	11	8
36	только в	6	8
37	то что	8	8
38	и все	14	8
39	что в	9	8
40	с тем	1	7
41	же время	9	7
42	потому что	5	7
43	его в	3	7
44	между тем	1	7
45	в его	12	7
46	в том	11	7
47	для них	1	7
48	если мы	1	7
49	все это	10	7
50	в то	10	7
51	здесь и	2	6
52	еще не	2	6
53	но в	8	6
54	все эти	13	6
55	в своей	3	6
56	и ее	2	6
57	всяком случае	1	6
58	все время	2	6
59	было бы	4	6
60	в литературе	2	6
61	что он	3	6
62	более того	1	6
63	вместе с	5	6
64	в данном	2	6
65	все же	1	6
66	и для	5	6
67	бы в	2	6
68	в своих	1	6
69	во всяком	2	6
70	совсем не	3	5
71	но не	1	5
72	в истории	1	5
73	в одной	2	5
74	что именно	1	5
75	так сказать	3	5
76	в каждом	1	5
77	ни было	2	5
78	в ней	5	5
79	что они	1	5
80	в дальнейшем	1	5
81	никогда не	2	5
82	в литературу	1	5
83	связи с	1	5
84	большинстве случаев	2	5
85	и их	3	5
86	тем что	3	5
87	и потому	3	5
88	в реальном	2	5
89	и формы	1	5
90	в результате	2	5
91	не есть	2	4
92	произведения но	1	4
93	мы не	2	4
94	он был	3	4
95	менее всего	1	4
96	как в	5	4
97	и как	2	4
98	и те	3	4
99	бы ни	1	4
100	в корне	1	4
101	данном случае	1	4
102	в ее	1	4
103	в слове	1	4
104	том что	4	4
105	по себе	1	4
106	она не	1	4
107	к тому	2	4
108	роль в	2	4
109	следовательно и	2	4
110	о том	6	4
111	слов и	4	4
112	уже в	5	4
113	в большинстве	2	4
114	только на	2	4
115	прежде всего	11	4
116	до конца	2	4
117	в связи	2	4
118	мы видели	5	4
119	как это	1	4
120	слова и	1	4
121	в романе	7	4
122	от всех	1	4
123	из этого	1	4
124	жизни и	3	4
125	они не	1	4
126	одним из	1	3
127	функции в	1	3
128	того же	3	3
129	эпоху и	1	3
130	должна быть	1	3
131	мы уже	12	3
132	той же	3	3
133	в виду	4	3
134	и на	4	3
135	в которых	2	3
136	время в	2	3
137	во всех	3	3
138	то мы	1	3
139	что это	4	3
140	в себе	11	3
141	сливаются в	1	3
142	вследствие этого	1	3
143	и с	4	3
144	материала и	1	3
145	это не	6	3
146	действительности в	1	3
147	этом романе	1	3
148	и тем	1	3
149	ее в	1	3
150	он и	1	3
151	в этих	2	3
152	никаких оснований	1	3
153	как от	1	3
154	по отношению	2	3
155	одной плоскости	1	3
156	в основе	1	3
157	этом отношении	2	3
158	же самое	1	3
159	они и	2	3
160	оно не	2	3
161	жизнь и	2	3
162	в эпоху	7	3
163	и что	1	3
164	их в	2	3
165	в них	7	3
166	в него	1	3
167	дело с	1	3
168	уже не	2	3
169	его и	1	3
170	в конце	8	3
171	у нас	1	3
172	не на	3	3
173	на фоне	1	3
174	к его	1	3
175	может стать	2	3
176	в той	3	3
177	того что	2	3
178	отношению к	2	3
179	формы его	1	3
180	является для	1	3
181	произведения на	1	3
182	о нем	3	3
183	лишь как	1	3
184	может и	1	3
185	сказать что	1	3
186	всех других	1	3
187	героя в	1	3
188	и эта	3	3
189	этого романа	1	2
190	ту же	2	2
191	отношения к	1	2
192	он считает	1	2
193	человека и	1	2
194	в такой	1	2
195	а иногда	1	2
196	он может	3	2
197	это и	1	2
198	прием и	1	2
199	к другому	1	2
200	в котором	1	2
201	с таким	1	2
202	в сущности	4	2
203	так чтобы	1	2
204	эпохи в	1	2
205	и со	2	2
206	же что	2	2
207	всех сторон	1	2
208	проявляется в	3	2
209	с его	2	2
210	жизни с	1	2
211	отличие от	1	2
212	за пределы	1	2
213	чем же	1	2
214	вот как	1	2
215	в своем	9	2
216	не являются	1	2
217	увидим что	1	2
218	от этого	3	2
219	учение о	2	2
220	в этой	13	2
221	говорят о	1	2
222	как он	2	2
223	жизнью и	1	2
224	не как	1	2
225	на земле	4	2
226	его от	1	2
227	на этом	5	2
228	именно это	1	2
229	в основу	1	2
230	человека в	2	2
231	в чисто	1	2
232	же а	1	2
233	ни взяли	1	2
234	от одного	1	2
235	уже знаем	1	2
236	этом смысле	1	2
237	не понимают	1	2
238	такой же	3	2
239	том как	2	2
240	таким же	3	2
241	знаем что	1	2
242	в основном	1	2
243	где она	2	2
244	но эта	1	2
245	где нет	1	2
246	даже в	1	2
247	сам он	3	2
248	беседовал с	1	2
249	в отношении	3	2
250	как о	3	2
251	дело не	2	2
252	правда в	1	2
253	дело в	2	2
254	одна из	4	2
255	весь этот	2	2
256	и снова	1	2
257	в каком	1	2
258	из одного	4	2
259	и это	5	2
260	с ее	3	2
261	здесь не	1	2
262	так в	1	2
263	и необходимости	1	2
264	поэтому в	1	2
265	ничего не	4	2
266	на все	1	2
267	притом в	1	2
268	последнем счете	1	2
269	даль и	1	2
270	и во	2	2
271	переходит в	1	2
272	что и	5	2
273	и знаменитое	1	2
274	может иметь	2	2
275	в каждую	1	2
276	в формах	3	2
277	мы увидим	1	2
278	должен быть	2	2
279	поэтому и	3	2
280	из них	3	2
281	превращаются в	2	2
282	характерно что	2	2
283	очень характерно	1	2
284	свое выражение	1	2
285	же деле	1	2
286	и даже	1	2
287	в области	2	2
288	и из	1	2
289	связаны с	2	2
290	к которому	1	2
291	мы еще	1	2
292	и др	2	2
293	связано с	2	2
294	превращается в	1	2
295	самом же	1	2
296	а на	2	2
297	и самый	1	2
298	нет никаких	1	2
299	но оно	1	2
300	но уже	1	2
301	без труда	2	2
302	с такой	1	2
303	но это	3	2
304	ни для	1	2
305	в следующей	1	2
