N	2gram	Vygotskiy__2	Marksizm
1	может быть	18	28
2	и в	32	19
3	как бы	6	19
4	и не	10	19
5	в процессе	2	18
6	не может	17	18
7	точки зрения	17	17
8	то же	13	16
9	и его	7	16
10	как мы	1	15
11	в этом	13	15
12	в сущности	7	14
13	таким образом	21	14
14	не только	12	13
15	с точки	10	13
16	связи с	1	13
17	речи и	1	13
18	в нем	4	11
19	если бы	6	11
20	вовсе не	2	11
21	не в	8	10
22	так и	3	10
23	но и	10	10
24	том что	21	10
25	самом деле	16	9
26	при этом	13	9
27	как и	10	9
28	для него	1	9
29	в основе	11	9
30	а не	7	9
31	на почве	1	9
32	с его	2	8
33	в то	5	8
34	же время	2	8
35	только в	7	8
36	слова в	2	8
37	отнюдь не	5	8
38	на самом	5	7
39	его в	1	7
40	и более	4	7
41	одна из	1	7
42	никогда не	9	7
43	в том	37	7
44	в языке	4	7
45	прежде всего	1	7
46	в связи	1	7
47	и для	4	7
48	но в	3	7
49	в таком	2	7
50	и значение	1	6
51	во всех	3	6
52	и как	7	6
53	в самом	12	6
54	если мы	12	6
55	ни в	2	6
56	в смысле	3	6
57	того чтобы	14	6
58	к тому	7	6
59	для того	13	6
60	же самое	6	6
61	и следовательно	2	6
62	между тем	4	6
63	мы можем	3	6
64	с помощью	1	6
65	и все	4	6
66	хотя бы	3	6
67	ни было	1	6
68	в свою	3	6
69	смысле слова	1	5
70	того же	2	5
71	к другому	1	5
72	и на	5	5
73	все же	4	5
74	то ни	2	5
75	в данном	4	5
76	в их	3	5
77	самого начала	1	5
78	свою очередь	2	5
79	с самого	1	5
80	и здесь	2	5
81	к нему	2	5
82	в его	2	5
83	в большинстве	1	5
84	отношении к	3	5
85	в той	1	5
86	этого слова	1	5
87	и того	1	5
88	тем более	2	5
89	совершенно не	4	5
90	к этому	1	5
91	так же	18	5
92	тем же	1	4
93	все те	2	4
94	а как	1	4
95	и ее	3	4
96	бы то	2	4
97	как если	1	4
98	переживания и	1	4
99	конечно не	1	4
100	только на	5	4
101	в себе	2	4
102	на то	11	4
103	значение в	2	4
104	это не	2	4
105	было бы	11	4
106	и тем	4	4
107	мы видели	1	4
108	одного и	2	4
109	тому что	4	4
110	в отношении	3	4
111	ничего не	4	4
112	русском языке	1	4
113	и т.д	1	4
114	для себя	1	4
115	в русском	2	4
116	того что	8	4
117	с ними	1	4
118	что он	13	4
119	и их	3	4
120	как раз	5	4
121	бы в	1	4
122	то что	21	4
123	сказать что	7	4
124	таком случае	1	3
125	основная тенденция	1	3
126	и то	3	3
127	в котором	1	3
128	и до	4	3
129	исходит из	5	3
130	не имеют	2	3
131	высшей степени	1	3
132	одного слова	1	3
133	в ней	5	3
134	еще не	2	3
135	столь же	4	3
136	в ее	2	3
137	для других	1	3
138	иногда и	1	3
139	отличие от	2	3
140	за пределы	1	3
141	относится к	3	3
142	чем же	1	3
143	в истории	1	3
144	с этим	4	3
145	все эти	7	3
146	в этой	6	3
147	нами в	1	3
148	но ведь	1	3
149	слово в	1	3
150	он не	6	3
151	не к	3	3
152	не как	3	3
153	одно и	1	3
154	здесь мы	2	3
155	не будет	1	3
156	в другом	1	3
157	той же	8	3
158	с другими	2	3
159	от одного	1	3
160	форму и	2	3
161	по себе	12	3
162	в этих	2	3
163	в своей	3	3
164	в отличие	1	3
165	в устах	1	3
166	не имеет	4	3
167	каждый раз	1	3
168	в каком	3	3
169	могут быть	4	3
170	не есть	1	3
171	и это	4	3
172	о том	6	3
173	что и	17	3
174	в двух	1	3
175	в какой	2	3
176	с одной	1	3
177	в качестве	1	3
178	его и	1	3
179	так как	12	3
180	в высшей	1	3
181	до сих	5	3
182	с другой	3	3
183	к которым	3	3
184	связано с	1	3
185	не было	2	3
186	методы и	1	3
187	одной стороны	1	3
188	она является	2	3
189	для понимания	1	3
190	должно быть	1	3
191	и формы	1	3
192	всякое слово	1	3
193	и от	2	3
194	сих пор	5	3
195	не существует	2	3
196	что оно	2	3
197	только что	1	3
198	а в	4	3
199	всецело определяется	1	3
200	во всяком	2	3
201	отношения к	1	2
202	одним из	1	2
203	совершенно справедливо	6	2
204	риторике и	1	2
205	в зависимости	1	2
206	от своего	1	2
207	из всего	1	2
208	почти исключительно	1	2
209	зависимости от	1	2
210	и он	3	2
211	иное как	1	2
212	но как	3	2
213	значение и	2	2
214	ответ на	2	2
215	что они	7	2
216	в собственном	1	2
217	независимо от	1	2
218	это одно	1	2
219	более и	2	2
220	в противном	1	2
221	его к	1	2
222	более или	1	2
223	что это	8	2
224	в нашем	1	2
225	бы не	2	2
226	в тех	1	2
227	свет на	1	2
228	тому же	1	2
229	не следует	1	2
230	в узком	2	2
231	подход к	2	2
232	различие между	1	2
233	и с	4	2
234	оно становится	1	2
235	на все	5	2
236	то есть	21	2
237	это было	3	2
238	в жизни	4	2
239	всем этим	1	2
240	далеко не	5	2
241	всегда и	1	2
242	он и	1	2
243	мы не	3	2
244	и всюду	1	2
245	и тогда	1	2
246	или менее	1	2
247	нас не	1	2
248	является для	1	2
249	место в	2	2
250	является в	1	2
251	является только	1	2
252	по крайней	1	2
253	к системе	1	2
254	и является	1	2
255	только с	1	2
256	форма является	1	2
257	ли это	2	2
258	мы возьмем	1	2
259	лежит в	1	2
260	должны быть	3	2
261	если же	4	2
262	должен быть	1	2
263	и о	1	2
264	формы и	6	2
265	приводит к	1	2
266	не с	1	2
267	здесь как	1	2
268	все то	1	2
269	в немецком	1	2
270	и даже	5	2
271	сводится к	2	2
272	из условий	1	2
273	все его	1	2
274	той социальной	1	2
275	ее от	1	2
276	крайней мере	1	2
277	всяком случае	2	2
278	все время	6	2
279	в самый	1	2
280	эти последние	1	2
281	но не	2	2
282	мы увидим	1	2
283	которой мы	2	2
284	или же	3	2
285	и у	2	2
286	в виде	1	2
287	свидетельствует о	1	2
288	на самую	2	2
289	мы знаем	7	2
290	не так	2	2
291	ведь это	1	2
292	убедимся что	1	2
293	но что	2	2
294	тем что	9	2
295	бы это	1	2
296	в особенности	2	2
297	этом как	2	2
298	именно в	1	2
299	мы никогда	1	2
300	и прежде	1	2
301	а с	2	2
302	что не	3	2
303	противном случае	1	2
304	они не	1	2
305	до конца	3	2
306	не на	2	2
307	так называемой	1	2
308	они-то и	1	2
309	все более	2	2
310	вместе с	2	2
311	прямо сказать	1	2
312	ко всем	1	2
313	высказываний и	1	2
314	там где	2	2
315	и философии	1	2
316	того или	3	2
317	в более	1	2
318	или в	1	2
319	имеет дело	3	2
320	узком смысле	1	2
321	от него	1	2
322	еще более	3	2
323	между ними	1	2
324	или иного	2	2
325	жизни и	4	2
326	что в	20	2
327	и эта	1	2
328	как на	5	2
329	этом совершенно	1	1
330	как известно	1	1
331	речь идет	1	1
332	также и	2	1
333	например в	3	1
334	для построения	1	1
335	предполагает что	1	1
336	человека и	1	1
337	сам по	4	1
338	социальных функций	1	1
339	словами и	1	1
340	то в	1	1
341	попадаем в	1	1
342	что тема	1	1
343	а об	1	1
344	уже указывали	1	1
345	с темой	1	1
346	входящих в	2	1
347	и за	1	1
348	обойтись без	1	1
349	его не	1	1
350	именно при	1	1
351	на тех	3	1
352	это совершенно	2	1
353	не приходится	1	1
354	сами же	2	1
355	что уже	1	1
356	именно к	1	1
357	имеет свою	1	1
358	почти все	1	1
359	что иное	1	1
360	как во	2	1
361	форму как	1	1
362	из того	2	1
363	что вопрос	1	1
364	мы и	1	1
365	то это	3	1
366	для нашей	1	1
367	самый материал	1	1
368	и со	1	1
369	которое в	1	1
370	какого бы	1	1
371	из ее	1	1
372	состоят из	1	1
373	но при	1	1
374	не найдем	1	1
375	время в	1	1
376	которых может	2	1
377	что его	5	1
378	нему и	1	1
379	в риторике	1	1
380	совершенно прав	1	1
381	из этих	1	1
382	же поступает	1	1
383	очень важным	1	1
384	же на	1	1
385	а только	3	1
386	точка зрения	2	1
387	к которой	2	1
388	только при	1	1
389	только тогда	1	1
390	друг от	1	1
391	или иное	1	1
392	помощью которых	1	1
393	и процессы	2	1
394	его на	1	1
395	как в	9	1
396	что именно	3	1
397	поскольку они	1	1
398	данный момент	1	1
399	в художественном	6	1
400	и нет	1	1
401	художественным творчеством	1	1
402	кроме того	1	1
403	и где	1	1
404	когда он	10	1
405	могли бы	2	1
406	в круг	1	1
407	и наконец	1	1
408	из определенного	1	1
409	показали что	2	1
410	поколения в	1	1
411	мир и	1	1
412	себе не	1	1
413	следующим образом	1	1
414	увидим что	2	1
415	ясно и	1	1
416	искусство и	1	1
417	где все	1	1
418	в которой	2	1
419	как это	4	1
420	формы в	3	1
421	бы с	2	1
422	у каждого	1	1
423	этого совершенно	1	1
424	речи но	1	1
425	всем его	1	1
426	формы не	2	1
427	как он	2	1
428	не могла	1	1
429	этот процесс	1	1
430	и если	1	1
431	вообще не	1	1
432	случае все	1	1
433	чем сильнее	1	1
