N	2gram	Tiupa_Teor_1	Myshleni
1	и в	18	28
2	в том	16	28
3	то что	3	28
4	в этом	8	27
5	того что	4	24
6	потому что	3	22
7	том что	9	19
8	не может	4	19
9	таким образом	3	18
10	что он	1	18
11	только в	6	18
12	в силу	1	17
13	что в	9	17
14	не только	16	16
15	так же	2	15
16	к объекту	1	14
17	точки зрения	9	13
18	может быть	17	13
19	с помощью	1	13
20	сказать что	3	13
21	тому что	2	11
22	и не	13	11
23	как бы	5	11
24	но не	9	10
25	по отношению	4	10
26	отношений между	1	10
27	с точки	3	10
28	в отношении	3	10
29	того чтобы	1	10
30	к тому	2	10
31	как мы	1	10
32	так как	1	10
33	но и	9	10
34	отношению к	4	10
35	могли бы	2	9
36	было бы	1	9
37	между собой	3	9
38	в самом	4	8
39	тем самым	4	8
40	никогда не	4	8
41	тем что	1	8
42	для того	1	8
43	еще не	4	8
44	того же	3	7
45	то же	7	7
46	в сущности	1	7
47	отношение к	5	7
48	в своем	4	7
49	в которой	2	7
50	он не	3	7
51	в нем	4	7
52	заключается в	2	7
53	можно было	1	7
54	если бы	3	7
55	мы видим	1	7
56	мышления и	2	7
57	вместе с	2	7
58	между ними	4	7
59	же как	1	6
60	связи между	1	6
61	в чем	1	6
62	и как	2	6
63	и к	3	6
64	как и	4	6
65	для него	2	6
66	же самое	1	6
67	то время	1	6
68	приводит к	5	6
69	так и	10	6
70	и что	3	6
71	можно сказать	3	6
72	его в	2	6
73	так что	1	6
74	как раз	2	6
75	в области	4	6
76	в то	6	6
77	том же	1	5
78	вопрос о	1	5
79	из того	1	5
80	и на	1	5
81	но в	9	5
82	то в	2	5
83	в этой	3	5
84	что все	1	5
85	и тем	3	5
86	с тем	1	5
87	не могли	1	5
88	не могут	2	5
89	могут быть	4	5
90	в пределах	5	5
91	это не	2	5
92	и развитием	1	5
93	речи и	2	5
94	например в	1	4
95	и то	2	4
96	в первом	2	4
97	к другому	1	4
98	той же	1	4
99	мы имеем	7	4
100	совпадает с	3	4
101	я не	2	4
102	в каждой	1	4
103	во всех	1	4
104	в одной	1	4
105	в той	2	4
106	целый ряд	1	4
107	самом начале	2	4
108	в себе	9	4
109	в нашем	4	4
