N	3gram	Voloshinov_1	Russkaja
1	друг с другом	1	14
2	с точки зрения	6	9
3	в том что	1	7
4	на самом деле	4	6
5	во всяком случае	3	6
6	для того чтобы	1	6
7	до сих пор	3	5
8	бы то ни	1	4
9	не может быть	3	4
10	вместе с тем	1	3
11	можно было бы	1	3
12	в данном случае	1	3
13	той или иной	1	3
14	жизни и деятельности	1	2
15	о том что	2	2
16	в большинстве случаев	3	2
17	даже тогда когда	1	1
18	и того же	1	1
19	уже знаем что	1	1
20	прежде всего на	1	1
21	зависит от того	1	1
22	дело в том	1	1
23	знаем что и	1	1
24	в самом деле	2	1
25	но даже и	1	1
26	в одно прекрасное	1	1
27	во всем мире	1	1
28	то же самое	1	1
29	мы уже знаем	1	1
30	конечно не может	1	1
31	не может иметь	1	1
32	это именно так	1	1
33	в этом отношении	1	1
34	но мы знаем	1	1
35	по крайней мере	3	1
36	только для того	1	1
37	во всех областях	1	1
38	в применении к	1	1
39	никакому сомнению что	1	1
40	то ни было	1	1
41	одно прекрасное утро	1	1
42	хотя бы ценою	1	1
43	и в этом	2	1
44	всяком случае не	1	1
45	с нею и	1	1
46	в связи с	1	1
47	для достижения этой	1	1
48	того же положения	1	1
49	не будет как	1	1
50	в его целом	2	1
51	так же как	2	1
52	одну и ту	1	1
53	и таким образом	1	1
54	к себе но	1	1
55	в любви к	1	1
56	говорить о том	1	1
57	в этом и	1	1
58	это и есть	1	1
59	с самого начала	4	1
60	альфой и омегой	1	1
61	одного и того	1	1
62	и ту же	1	1
63	но мы уже	1	1
64	во многих случаях	1	1
65	и прежде всего	1	1
66	быть не может	1	1
67	нечего и говорить	2	1
68	достижения этой цели	1	1
69	на первый взгляд	1	1
