N	2gram	Voloshinov_1	DiskursI
1	в качестве	1	34
2	не только	7	28
3	в том	3	23
4	а не	1	22
5	том что	3	19
6	может быть	17	17
7	как и	2	16
8	и в	16	16
9	в этом	9	15
10	еще не	5	14
11	но и	4	14
12	при этом	6	13
13	и т.п	2	12
14	но не	1	11
15	прежде всего	9	11
16	и не	4	11
17	с другой	1	10
18	в нем	4	9
19	не может	8	9
20	с одной	1	9
21	одной стороны	1	9
22	в частности	2	9
23	отнюдь не	4	8
24	но в	4	8
25	о том	2	8
26	так и	4	8
27	то же	2	7
28	в основе	3	7
29	роль в	1	7
30	со стороны	1	7
31	в его	4	7
32	только в	4	7
33	и как	3	6
34	и на	4	5
35	во всех	3	5
36	в рамках	1	5
37	в себя	1	5
38	сводится к	2	5
39	в эпоху	1	5
40	или иной	1	5
41	можно сказать	4	5
42	а с	1	5
43	в данном	1	5
44	как бы	5	5
45	к тому	1	5
46	а в	3	5
47	то что	3	5
48	в своей	2	5
49	и о	2	4
50	с его	7	4
51	отношение к	5	4
52	и к	6	4
53	уже не	1	4
54	на его	1	4
55	лишь в	1	4
56	в них	2	4
57	могут быть	3	4
58	и т.д	1	4
59	внимание на	1	4
60	что он	2	4
61	для него	6	4
62	что не	2	4
63	связи с	1	4
64	что в	3	4
65	того же	2	3
66	и потому	3	3
67	столь же	1	3
68	той или	1	3
69	с этим	2	3
70	в самом	2	3
71	и того	1	3
72	точки зрения	8	3
73	в своих	1	3
74	однако в	1	3
75	таким образом	9	3
76	должны быть	1	3
77	как не	2	3
78	времени и	1	3
79	еще в	1	3
80	и даже	4	3
81	что и	2	3
82	хотя бы	4	3
83	к ним	2	3
84	при всей	2	3
85	по своему	2	3
86	тому как	1	3
87	один из	2	3
88	все же	1	3
89	в свою	1	3
90	сказать что	7	3
91	отношения к	3	2
92	и есть	3	2
93	определить как	2	2
94	едва ли	3	2
95	в году	1	2
96	мы имеем	1	2
97	в сущности	1	2
98	в виду	1	2
99	первого и	1	2
100	между собой	2	2
101	влияния на	1	2
102	но как	2	2
103	за пределы	2	2
104	себя в	1	2
105	хотя и	1	2
106	когда он	1	2
107	в этой	4	2
108	можно определить	2	2
109	всей его	1	2
110	не следует	1	2
111	что представляет	1	2
112	подобно тому	1	2
113	и по	2	2
114	на этом	3	2
115	человека в	1	2
116	различие между	1	2
117	не всегда	1	2
118	одного и	1	2
119	своем качестве	1	2
120	мысли и	4	2
121	по крайней	3	2
122	не менее	2	2
123	в науке	2	2
124	имеем дело	1	2
125	и его	8	2
126	в момент	1	2
127	крайней мере	3	2
128	к себе	3	2
129	отличается от	1	2
130	же самое	1	2
131	не есть	2	2
132	оно не	2	2
133	как мы	4	2
134	с ее	4	2
135	говорит и	1	2
136	данном случае	1	2
137	характер и	1	2
138	в пределах	2	2
139	приводит к	1	2
140	но зато	2	2
141	в другом	1	2
142	и вообще	2	2
143	но отнюдь	2	2
144	о нем	1	2
145	во всяком	3	2
146	и что	1	2
147	это было	1	2
148	на протяжении	2	2
149	дело с	1	2
150	и ее	4	2
151	современной культуры	1	2
152	есть в	2	2
153	уже в	1	2
154	в одном	3	2
155	как его	1	2
156	заметить что	1	2
157	никогда не	2	2
158	на ее	1	2
159	здесь в	1	2
160	и др	3	2
161	зависит от	1	2
162	что же	1	2
163	жизни в	1	2
164	на ранних	2	2
165	этом своем	1	2
166	в культуре	1	2
167	в особом	1	2
168	в начале	2	2
169	представляет себе	1	2
170	к другим	2	2
171	известной степени	1	2
172	особого рода	1	2
173	и все	4	2
174	не более	1	2
175	хотя в	1	2
176	это в	1	2
177	они не	2	2
178	к этому	2	2
179	как известно	1	1
180	нем нет	2	1
181	и то	1	1
182	самом деле	6	1
183	на самом	4	1
184	историю не	1	1
185	науки о	1	1
186	это и	1	1
187	смерть в	1	1
188	той же	1	1
189	к предмету	1	1
190	теоретического познания	1	1
191	вторая часть	1	1
192	говорить о	2	1
193	я не	1	1
194	из того	1	1
195	мы и	1	1
196	на них	2	1
197	оно в	1	1
198	конечном счете	2	1
199	иногда и	1	1
200	нет и	2	1
201	что они	1	1
202	же с	1	1
203	с их	3	1
204	и художественного	3	1
205	всего как	1	1
206	что это	2	1
207	образом и	1	1
208	не был	1	1
209	в нашем	1	1
210	из этих	2	1
211	право на	1	1
212	учение о	3	1
213	всего к	1	1
214	значение так	1	1
215	сознания с	1	1
216	жизнь как	1	1
217	человек не	1	1
218	быть только	1	1
219	что она	1	1
220	этом пути	1	1
221	время и	1	1
222	он не	2	1
223	с ней	1	1
224	войти в	2	1
225	нашего времени	2	1
226	чрезвычайно сложный	1	1
227	свое время	1	1
228	не будет	2	1
229	и может	4	1
230	в мире	1	1
231	на все	1	1
232	всех областях	1	1
233	и других	2	1
234	с другими	3	1
235	искусства в	1	1
236	может стать	1	1
237	на почве	1	1
238	этом смысле	3	1
239	от остальной	1	1
240	в жизни	2	1
241	для них	1	1
242	с этой	2	1
243	с тем	1	1
244	мы не	2	1
245	потому и	2	1
