N	4gram	Voloshinov_1	Formalny
1	в то же время	1	5
2	не может быть и	1	3
3	может быть и речи	1	3
4	и не может быть	1	2
5	в своей статье о	1	2
6	но тем не менее	1	1
7	отметить еще одну особенность	1	1
8	лишь в процессе взаимодействия	1	1
9	по себе а лишь	1	1
10	чем иным как попыткой	1	1
11	не что иное как	2	1
12	становится чуть ли не	1	1
13	только в связи с	1	1
14	то же время в	1	1
15	иметь в виду что	1	1
16	один и тот же	1	1
17	поставить вопрос отвечают ли	1	1
18	не чем иным как	2	1
19	но в то же	1	1
20	есть не что иное	2	1
21	является не чем иным	1	1
