N	2gram	Bakhtin_sl_2	Psycholo
1	то что	2	37
2	и в	39	30
3	в том	5	27
4	что в	3	24
5	и что	1	23
6	том что	5	21
7	того чтобы	2	20
8	таким образом	8	20
9	все время	1	20
10	для того	2	20
11	как бы	7	19
12	на то	1	17
13	что он	2	17
14	не только	24	16
15	в этом	16	14
16	в самом	1	14
17	то есть	26	13
18	в нас	1	13
19	как раз	1	13
20	в сущности	6	12
21	с одной	5	12
22	одной стороны	5	12
23	вместе с	2	12
24	может быть	37	11
25	о том	2	10
26	никогда не	7	9
27	увидим что	1	9
28	так как	4	9
29	с другой	5	9
30	для этого	4	9
31	не может	20	9
32	сказать что	3	9
33	мы увидим	2	9
34	при этом	7	8
35	не в	9	8
36	и это	1	8
37	того что	1	8
38	а не	14	8
39	могут быть	7	8
40	и т	35	7
41	то же	4	7
42	зависимости от	4	7
43	но не	6	7
44	все же	6	7
45	и как	3	7
46	в нем	19	7
47	точки зрения	8	7
48	по себе	5	7
49	в основе	4	7
50	мы можем	1	7
51	действующих лиц	2	7
52	героя и	5	7
53	как это	3	7
54	в зависимости	4	6
55	мы уже	2	6
56	в своем	6	6
57	что она	1	6
58	на этом	3	6
59	факт что	2	6
60	как и	6	6
61	никак не	1	6
62	и его	33	6
63	или в	2	6
64	и здесь	2	6
65	и тем	1	6
66	уже в	2	6
67	тем что	1	6
68	но и	21	6
69	именно в	2	6
70	кажется нам	2	6
71	и не	22	6
72	и для	5	6
73	что оно	4	6
74	жизни и	6	6
75	и есть	1	5
76	еще не	7	5
77	в себе	2	5
78	в целом	1	5
79	в этой	1	5
80	материала и	3	5
81	рядом с	3	5
82	несмотря на	1	5
83	сих пор	2	5
84	только не	1	5
85	как мы	7	5
86	но в	6	5
87	один из	5	5
88	в двух	1	5
89	дело с	4	5
90	только в	5	5
91	именно на	2	5
92	до сих	2	5
93	и потому	7	5
94	другой стороны	1	5
95	в своих	1	5
96	как только	1	4
97	в виду	1	4
98	в ней	3	4
99	друг к	1	4
100	стороны и	3	4
101	могли бы	1	4
102	и к	6	4
103	сил в	1	4
104	мы говорили	1	4
105	к другу	1	4
106	есть не	1	4
107	в них	6	4
108	в своей	1	4
109	в его	7	4
110	в него	7	4
111	не можем	1	4
112	только на	1	4
113	в конце	1	4
114	должен был	1	4
115	говорит о	1	4
116	прежде всего	8	4
117	которых мы	2	4
118	как ни	1	4
119	там где	6	4
120	в частности	1	4
121	тот факт	2	4
122	имеет дело	2	4
123	в результате	2	4
124	от него	5	4
125	и все	5	4
126	а в	4	4
127	в их	2	3
128	той же	3	3
129	мы не	2	3
130	и о	1	3
131	и на	4	3
132	первый план	1	3
133	он говорит	1	3
134	как в	13	3
135	и наконец	5	3
136	для ее	1	3
137	на его	2	3
138	он не	2	3
139	одно и	1	3
140	человека в	5	3
141	в другом	2	3
142	об этом	1	3
143	это не	5	3
144	т д	2	3
145	ни в	4	3
146	очень легко	2	3
147	и уже	1	3
148	двух планах	1	3
149	в этих	7	3
150	но он	2	3
151	и вся	1	3
152	вовсе не	10	3
153	самого начала	1	3
154	одна из	4	3
155	иметь в	1	3
156	этом отношении	3	3
157	не могут	5	3
158	что при	1	3
159	и говорит	1	3
160	с самого	1	3
161	так в	2	3
162	так и	15	3
163	в состав	3	3
164	что и	3	3
165	и только	1	3
166	чем это	1	3
167	для него	7	3
168	т п	33	3
169	у него	3	3
170	и между	2	3
171	когда она	1	3
172	с которым	2	3
173	в данном	2	3
174	в той	4	3
175	героя в	3	3
176	лучшем случае	1	3
177	заставляет нас	1	3
178	дело и	1	3
179	для нас	5	3
180	целый ряд	1	3
181	хотя бы	3	3
182	обстоит дело	2	3
183	этим он	1	3
184	в свою	3	3
185	в лучшем	1	3
186	и другие	2	3
187	к этому	1	3
188	в таком	4	3
189	от этой	1	2
190	ту же	3	2
191	того же	1	2
192	это и	2	2
193	из самых	1	2
194	по преимуществу	1	2
195	и до	1	2
196	должна быть	3	2
197	с таким	2	2
198	отношения к	4	2
199	а как	1	2
200	он как	1	2
201	но она	2	2
202	между собой	1	2
203	с его	7	2
204	во всех	12	2
205	различия между	1	2
206	совсем не	1	2
207	по отношению	4	2
208	отличие от	13	2
209	в одной	1	2
210	его на	1	2
211	с этим	2	2
212	перед нами	3	2
213	вносит в	1	2
214	он в	1	2
215	все эти	6	2
216	в нашем	2	2
217	к самому	1	2
218	но его	1	2
219	как он	2	2
220	по самому	1	2
221	оно в	1	2
222	в нее	2	2
223	и следовательно	1	2
224	но все	5	2
225	в каждом	1	2
226	как они	1	2
227	и дальше	3	2
228	и с	9	2
229	материал для	2	2
230	только о	2	2
231	он является	1	2
232	о которых	1	2
233	все равно	1	2
234	чем в	2	2
235	должно быть	1	2
236	одного и	1	2
237	на первый	1	2
238	и при	2	2
239	этого необходимо	1	2
240	с точки	3	2
241	в отличие	12	2
242	сами по	1	2
243	влечет за	1	2
244	в отношении	4	2
245	с которой	1	2
246	от нас	2	2
247	в то	4	2
248	дело в	2	2
249	того как	2	2
250	во всякой	1	2
251	чем не	2	2
252	во всем	4	2
253	со своим	9	2
254	эти три	1	2
255	входят в	2	2
256	в образах	1	2
257	все то	1	2
258	нет ни	1	2
259	отличается от	2	2
260	если же	1	2
261	должен быть	2	2
262	татьяны и	1	2
263	в себя	2	2
264	приводит к	1	2
265	на том	1	2
266	и другими	1	2
267	не с	3	2
268	мог бы	1	2
269	еще в	1	2
270	и даже	7	2
271	ничего не	1	2
272	или иной	5	2
273	нас и	1	2
274	и герой	1	2
275	но мы	2	2
276	или на	2	2
277	можно сказать	1	2
278	это второе	1	2
279	это может	1	2
280	но во	1	2
281	в форме	2	2
282	слов и	3	2
283	как например	2	2
284	быть и	3	2
285	это очень	2	2
286	их не	1	2
287	два типа	1	2
288	в качестве	1	2
289	связи с	3	2
290	представить себе	1	2
291	мы находим	1	2
292	в одном	2	2
293	даже и	4	2
294	с той	1	2
295	себя и	4	2
296	романа которые	1	2
297	до конца	17	2
298	и самый	1	2
299	или с	1	2
300	с помощью	4	2
301	в эпосе	4	2
302	как вещь	2	2
303	чтобы увидеть	1	2
304	этом случае	6	2
305	все это	16	2
306	и таким	1	2
307	не является	1	2
308	той или	5	2
309	и ни	2	2
310	к внешнему	1	2
311	же в	1	2
312	в романе	46	2
313	не знает	2	2
314	гораздо более	1	2
315	смысле слова	1	1
316	речь идет	1	1
317	одним из	2	1
318	например в	5	1
319	в сфере	2	1
320	в такой	1	1
321	языку и	4	1
322	проблемы в	1	1
323	он может	1	1
324	силы и	1	1
325	идет о	1	1
326	нем нет	1	1
327	все те	1	1
328	шире и	1	1
329	и за	1	1
330	и могут	1	1
331	героя но	1	1
332	почти все	2	1
333	для раскрытия	1	1
334	но такое	1	1
335	роман в	3	1
336	своему герою	1	1
337	и такой	1	1
338	этой задаче	1	1
339	в составе	1	1
340	конечно и	2	1
341	а путем	1	1
342	для наших	1	1
343	так называемые	1	1
344	видели из	1	1
345	и говорить	1	1
346	характеризуется именно	1	1
347	линия романа	2	1
348	на них	2	1
349	это возможно	2	1
350	в чем	3	1
351	конечно это	1	1
352	как таковая	1	1
353	то мы	1	1
354	видели что	1	1
355	противопоставляет себя	2	1
356	но как	2	1
357	точка зрения	2	1
358	к которой	1	1
359	связано с	3	1
360	что язык	2	1
361	роман он	1	1
362	которую она	1	1
363	не все	2	1
364	души и	1	1
365	вступают в	1	1
366	иметь дело	2	1
367	отношение к	4	1
368	не просто	1	1
369	из важнейших	2	1
370	евгений онегин	1	1
371	наших целей	1	1
372	материала так	1	1
373	к сожалению	1	1
374	от содержания	1	1
375	и нет	2	1
376	и различные	2	1
377	образом с	1	1
378	хотя и	2	1
379	как всякая	1	1
380	более или	2	1
381	материалом и	2	1
382	этой цели	1	1
383	с усилением	1	1
384	что слово	1	1
385	за собой	1	1
386	себе как	2	1
387	та же	1	1
388	исключительно на	1	1
389	на роман	5	1
390	совершается не	1	1
391	что так	1	1
392	стремящиеся к	2	1
393	романа но	2	1
394	нами в	1	1
395	всем его	2	1
396	романы и	1	1
397	так сказать	6	1
398	этот процесс	1	1
399	именно этим	1	1
400	не завершается	1	1
401	больше всего	1	1
402	сказать в	1	1
403	время и	1	1
404	но именно	1	1
405	собственном смысле	3	1
406	которая является	1	1
407	действии и	1	1
408	далека от	1	1
409	романа где	1	1
410	романа все	1	1
411	его сознание	1	1
412	характер в	1	1
413	языком и	7	1
414	его от	3	1
415	и отдельные	1	1
416	с собой	1	1
417	поскольку она	1	1
418	подход к	1	1
419	или так	1	1
420	смысле в	1	1
421	в героя	1	1
422	борьбы и	1	1
423	и может	1	1
424	сознание и	3	1
425	самого автора	2	1
426	на этой	1	1
427	для своей	1	1
428	того или	1	1
429	на протяжении	2	1
430	все происходящие	1	1
431	не соответствует	1	1
432	но уже	1	1
433	этого слова	1	1
434	далеко не	2	1
435	романа роман	1	1
436	в научном	1	1
437	и вне	2	1
438	же два	1	1
439	за ним	1	1
440	его слова	7	1
441	проявляется в	1	1
442	в один	1	1
443	или менее	2	1
444	в эту	1	1
445	передается и	1	1
446	нет с	1	1
447	слов так	1	1
448	мысль и	1	1
449	что такое	1	1
450	она в	1	1
451	самого героя	1	1
452	мы теперь	1	1
453	не менее	4	1
454	в корне	1	1
455	где она	1	1
456	но эта	2	1
457	точку зрения	3	1
458	где герой	1	1
459	которые в	2	1
460	речи в	1	1
461	уже сказали	1	1
462	бы быть	1	1
463	даже в	2	1
464	форму в	1	1
465	него те	1	1
466	до известной	1	1
467	она не	6	1
468	на котором	2	1
469	тогда когда	2	1
470	ее с	1	1
471	на него	2	1
472	у пушкина	1	1
473	в процессе	13	1
474	и два	1	1
475	которого он	2	1
476	которые оно	1	1
477	героев и	1	1
478	и отдельных	1	1
479	этому слову	1	1
480	на самый	1	1
481	лицо на	1	1
482	к такому	1	1
483	такое смешение	1	1
484	карамазова и	1	1
485	смысл его	2	1
486	заключены в	1	1
487	тона и	1	1
488	суждения и	1	1
489	действительности но	1	1
490	очень мало	1	1
491	в русском	1	1
492	к ней	2	1
493	х годов	2	1
494	и свою	1	1
495	только с	2	1
496	в области	2	1
497	происходящие в	1	1
498	есть к	1	1
499	герой с	1	1
500	и оно	2	1
501	к себе	1	1
502	конструкции и	1	1
503	его нужно	2	1
504	лежит в	1	1
505	в других	1	1
506	элемент в	1	1
507	содержанием и	1	1
508	одну и	1	1
509	русском языке	1	1
510	и материала	2	1
511	он никогда	1	1
512	смысл с	1	1
513	всегда в	1	1
514	в применении	1	1
515	мы слышим	1	1
516	оно может	2	1
517	с ее	2	1
518	это единство	1	1
519	как не	1	1
520	свою очередь	2	1
521	в некоторых	3	1
522	как один	1	1
523	здесь не	4	1
524	без всякого	2	1
525	лиц и	1	1
526	героя романа	1	1
527	он просто	1	1
528	и от	3	1
529	в собственном	3	1
530	как по	1	1
531	за пределами	1	1
532	и этим	1	1
533	она может	2	1
534	дано в	1	1
535	ленского в	1	1
536	значение в	2	1
537	если они	1	1
538	и себе	1	1
539	и которые	1	1
540	здесь нет	1	1
541	как свои	1	1
542	в последней	1	1
543	во-первых все	1	1
544	действительность и	1	1
545	дальнейшего развития	1	1
546	мы всегда	1	1
547	о нем	2	1
548	романа так	1	1
549	говорить не	1	1
550	другими словами	1	1
551	выражением с	1	1
552	ответы на	1	1
553	в значительной	6	1
554	из различных	1	1
555	к художественной	1	1
556	в евгении	1	1
557	нас в	1	1
558	к нему	3	1
