N	3gram	Bakhtin_Pr_5	Literetu
1	то же время	10	9
2	в то же	10	9
3	не может быть	3	7
4	в том что	2	5
5	с другой стороны	3	4
6	с точки зрения	2	3
7	в этом отношении	1	3
8	в данном случае	1	3
9	по отношению к	6	3
10	о том что	1	2
11	в него не	1	2
12	подобно тому как	2	2
13	в этом случае	1	2
14	за то что	1	2
15	по крайней мере	1	2
16	одно и то	3	2
17	и то же	3	2
18	в свое время	1	2
19	тем не менее	1	2
20	но и не	1	1
21	становится для него	1	1
22	и наконец в	2	1
23	же время он	1	1
24	но даже и	1	1
25	какого бы то	1	1
26	то же самое	1	1
27	что же касается	1	1
28	он не может	3	1
29	обойтись без другого	1	1
30	и не может	2	1
31	вместе с тем	1	1
32	что он не	1	1
33	в отличие от	2	1
34	бы то ни	3	1
35	же время не	3	1
36	а так как	1	1
37	говорит о себе	1	1
38	и т.д и	1	1
39	в третьем лице	1	1
40	можно было бы	2	1
41	во всей своей	1	1
42	у него нет	1	1
43	и то что	1	1
44	и в то	2	1
45	свое собственное слово	1	1
46	все выше и	1	1
47	мы с тобою	1	1
48	для него как	1	1
49	себя и других	1	1
50	в конце концов	3	1
51	в такой же	2	1
52	прежде всего в	1	1
53	как и само	1	1
54	я не могу	1	1
55	с обратным знаком	1	1
56	о себе не	1	1
57	имел в виду	1	1
58	что может быть	1	1
59	в свою очередь	1	1
60	на самом деле	9	1
61	теперь же он	1	1
62	себе и т.д	1	1
63	никогда не бывает	1	1
64	не только не	1	1
65	о мире и	2	1
66	и прежде всего	4	1
67	той или иной	4	1
68	то ни было	3	1
69	к тому что	1	1
70	для того чтобы	1	1
71	всей своей полноте	1	1
72	для него в	1	1
73	для этого необходимо	2	1
74	как мы видели	1	1
