N	3gram	Tiupa_Anal_3	KulturaY
1	в том что	7	10
2	с точки зрения	2	8
3	для того чтобы	1	8
4	в самом деле	1	7
5	с другой стороны	5	7
6	по крайней мере	4	6
7	в этом смысле	1	5
8	во всяком случае	2	5
9	само по себе	1	5
10	тем не менее	2	5
11	в зависимости от	1	4
12	не только в	1	4
13	не может быть	1	4
14	уже не может	1	3
15	в этом отношении	3	3
16	в связи с	1	3
17	то же время	3	3
18	в то же	3	3
19	не говоря уже	1	2
20	на самом деле	1	2
21	в этом случае	1	2
22	говоря уже о	1	2
23	хотя бы и	1	2
24	на этот вопрос	1	2
25	дело не в	1	2
26	же в сущности	1	2
27	в отличие от	2	2
28	в свое время	2	2
29	в свою очередь	4	2
30	того или иного	1	2
31	в конечном счете	2	2
32	можно сказать что	2	2
33	в особенности же	1	2
34	так или иначе	1	2
35	к этому же	1	1
36	мы будем иметь	1	1
37	тех пор как	1	1
38	хотя и не	1	1
39	он так и	1	1
40	а не с	1	1
41	дело в том	2	1
42	таким же образом	1	1
43	как раз не	1	1
44	в частности и	1	1
45	может и не	1	1
46	до сих пор	1	1
47	тот или иной	2	1
48	сам по себе	1	1
49	этого слова не	1	1
50	что он не	1	1
51	лучше было бы	1	1
52	и далее в	1	1
53	в соответствии со	2	1
54	состоит не в	1	1
55	есть одна из	1	1
56	с тех пор	1	1
57	и той же	2	1
58	из уст в	1	1
59	в значительной степени	2	1
60	том что мы	1	1
61	в данном случае	3	1
62	здесь сводится к	1	1
63	с одной стороны	2	1
64	это все же	1	1
65	и здесь мы	1	1
66	не более чем	2	1
67	в известном смысле	1	1
68	не могут быть	1	1
69	я не мог	1	1
70	и в этой	1	1
71	по природе своей	1	1
72	едва ли не	2	1
73	не в том	1	1
74	не должно быть	1	1
75	уст в уста	1	1
76	тем или иным	2	1
77	есть не что	1	1
78	до тех пор	1	1
79	но с другой	1	1
80	заключается в том	1	1
81	в том чтобы	1	1
82	как и в	4	1
83	лишь в том	1	1
84	о том что	5	1
85	в сущности не	1	1
86	в связь с	1	1
87	и прежде всего	2	1
88	что иное как	1	1
89	речь идет о	1	1
90	в большинстве случаев	1	1
91	было бы сказать	1	1
92	одной и той	2	1
93	не что иное	1	1
94	сама по себе	2	1
95	таким образом в	1	1
96	к тому же	3	1
97	не нуждается в	1	1
