N	3gram	Tiupa_Anal_2	Psycholo
1	в том что	6	12
2	о том что	6	10
3	в самом деле	1	7
4	то же самое	1	6
5	на то что	2	6
6	к тому что	1	5
7	так же точно	1	5
8	с точки зрения	2	4
9	можно было бы	2	4
10	друг с другом	1	4
11	сами по себе	1	3
12	точно так же	1	3
13	одна из них	1	3
14	и в этом	4	3
15	заключается в том	1	3
16	с одной стороны	4	3
17	сама по себе	1	3
18	сказать что в	1	2
19	никак не может	1	2
20	внимание на то	1	2
21	во всех этих	1	2
22	мы узнаем о	1	2
23	же самое что	1	2
24	в мире в	1	2
25	с другой стороны	2	2
26	не только не	2	2
27	и в самом	2	2
28	речь идет о	1	2
29	но если бы	1	2
30	к тому же	4	2
31	те же самые	1	2
32	что иное как	1	1
33	по отношению к	4	1
34	на этом фоне	1	1
35	подобно тому как	3	1
36	в своем составе	3	1
37	в один голос	2	1
38	а не все	1	1
39	как говорит сам	1	1
40	начала и конца	1	1
41	самом деле не	1	1
42	в таком случае	2	1
43	в третий раз	1	1
44	только то что	1	1
45	что она не	1	1
46	до некоторой степени	1	1
47	то же время	2	1
48	все той же	2	1
49	в воображении читателя	1	1
50	на этот вопрос	1	1
51	со всех сторон	1	1
52	с этой точки	1	1
53	что все три	1	1
54	в том или	2	1
55	человек и в	1	1
56	как и всякий	1	1
57	в противоречие с	1	1
58	всего романа в	1	1
59	то что она	1	1
60	во второй раз	1	1
61	романа в целом	3	1
62	это не так	1	1
63	как и на	1	1
64	в свою очередь	1	1
65	то что все	1	1
66	из них не	1	1
67	а не только	2	1
68	в целом ряде	1	1
69	и если он	1	1
70	а то что	1	1
71	не может быть	1	1
72	не что иное	1	1
73	которая сама по	1	1
74	бы это было	1	1
75	как нельзя лучше	1	1
76	то есть в	2	1
77	и если бы	1	1
78	этой точки зрения	1	1
79	с равным правом	1	1
80	ни одна из	1	1
81	не только в	2	1
82	в конечном счете	2	1
83	то что автор	1	1
84	можно сказать что	1	1
85	в этом смысле	2	1
86	только с одним	1	1
87	в то же	2	1
88	том или ином	2	1
89	так или иначе	1	1
90	дело только с	1	1
