N	3gram	Losev_Dial_1	Hudozhes
1	в том что	7	11
2	о том что	2	7
3	то же время	4	4
4	в то же	4	4
5	к тому что	2	4
6	а между тем	1	3
7	в самом деле	1	3
8	не может быть	3	3
9	ни о чем	2	3
10	с одной стороны	2	3
11	для того чтобы	1	3
12	тем не менее	1	3
13	и об этом	1	2
14	и в этом	3	2
15	с точки зрения	12	2
16	только в том	1	2
17	до сих пор	2	2
18	и в то	2	2
19	и т п	2	2
20	можно было бы	4	2
21	то же самое	1	2
22	в этом и	1	2
23	не зная что	2	2
24	к тому же	1	2
25	и т д	19	2
26	это уже не	1	1
27	ни с какой	4	1
28	то что я	2	1
29	той или иной	3	1
30	что если бы	1	1
31	дело в том	1	1
32	это было бы	1	1
33	как раз и	1	1
34	как например в	1	1
35	самом деле не	1	1
36	для нее самой	1	1
37	и то и	2	1
38	именно то что	1	1
39	то что человек	1	1
40	однако это не	1	1
41	что он не	2	1
42	начинает говорить о	1	1
43	в этом отношении	2	1
44	самим по себе	1	1
45	точно так же	2	1
46	то или иное	2	1
47	то и другое	2	1
48	в них нет	1	1
49	так а не	1	1
50	что это за	1	1
51	то что она	1	1
52	между тем в	1	1
53	то время как	1	1
54	так или иначе	1	1
55	и дело не	1	1
56	этом и заключается	1	1
57	я не могу	1	1
58	с другой стороны	4	1
59	бы не было	1	1
60	содержит в себе	3	1
61	и начинает говорить	1	1
62	а в том	1	1
63	нельзя сказать что	1	1
64	никогда и не	1	1
65	они были бы	1	1
66	в то время	1	1
67	та или иная	3	1
68	с самого начала	1	1
69	то как мы	1	1
70	и не то	1	1
71	но все же	1	1
72	можно сказать что	3	1
73	не было ни	1	1
74	друг от друга	1	1
75	если бы не	1	1
76	по преимуществу к	1	1
77	в себе самом	2	1
78	мы имеем дело	1	1
79	не нуждается в	3	1
