N	2gram	Vinokur_St_2	KulturaY
1	т е	10	38
2	и т	9	33
3	в том	27	30
4	и в	29	24
5	потому что	9	23
6	том что	27	21
7	т п	3	18
8	что в	19	17
9	того чтобы	6	17
10	для того	7	16
11	было бы	5	15
12	и пр	8	15
13	в этом	21	14
14	т д	6	14
15	точки зрения	5	14
16	может быть	2	13
17	все же	6	12
18	таким образом	10	12
19	языка в	2	12
20	и не	9	12
21	в его	13	12
22	не в	4	11
23	только в	2	11
24	хотя бы	3	10
25	в самом	7	10
26	не только	19	10
27	у нас	3	10
28	вовсе не	6	10
29	самом деле	3	9
30	русского языка	3	9
31	с точки	2	9
32	так как	2	9
33	если бы	2	9
34	о том	17	9
35	того что	5	9
36	отношению к	1	9
37	прежде всего	5	9
38	то что	11	9
39	по отношению	1	8
40	то обстоятельство	4	8
41	то же	2	8
42	о языке	1	8
43	том чтобы	1	8
44	обстоятельство что	4	8
45	в языке	5	8
46	тем что	3	8
47	как раз	8	8
48	а не	5	8
49	не может	2	7
50	что язык	1	7
51	не трудно	1	7
52	в них	2	7
53	не менее	3	7
54	связи с	4	7
55	в области	2	7
56	так и	9	7
57	бы в	1	7
58	в качестве	5	7
59	с другой	4	7
60	как бы	5	7
61	вместе с	7	7
62	только потому	2	6
63	мере в	2	6
64	зависимости от	1	6
65	в ней	7	6
66	в которой	11	6
67	все эти	2	6
68	при этом	2	6
69	не случайно	1	6
70	можно было	1	6
71	что он	13	6
72	в какой	2	6
73	но и	19	6
74	именно в	4	6
75	что же	1	6
76	все это	11	6
77	этого рода	1	6
78	другой стороны	3	6
79	что такое	2	6
80	например в	3	5
81	в зависимости	1	5
82	еще не	1	5
83	xix века	3	5
84	но не	3	5
85	не просто	1	5
86	собственно язык	1	5
87	что это	3	5
88	и с	4	5
89	но уже	1	5
90	с тем	7	5
91	и его	6	5
92	не потому	2	5
93	к тому	10	5
94	в виду	7	5
95	к языку	1	5
96	и что	6	5
97	между тем	5	5
98	язык в	1	5
99	еще и	3	5
100	всяком случае	3	5
101	языка как	1	5
102	в той	5	5
103	той мере	2	5
104	в результате	2	5
105	целый ряд	1	5
106	этом отношении	9	5
107	а в	1	5
108	во всяком	3	5
109	того же	2	4
110	это и	1	4
111	и на	6	4
112	с его	2	4
113	что они	2	4
114	как в	3	4
115	из этих	1	4
116	роль в	1	4
117	на то	2	4
118	в нем	4	4
119	в первую	1	4
120	русском языке	1	4
121	же касается	1	4
122	в данном	2	4
123	тем не	2	4
124	в таких	1	4
125	того как	7	4
126	в пределах	1	4
127	не на	2	4
128	внимание на	4	4
129	что и	2	4
130	с ними	1	4
131	так что	3	4
132	речь в	1	4
133	из них	3	4
134	со стороны	2	4
135	до сих	6	4
136	там где	2	4
137	в частности	4	4
138	и потому	2	4
139	с этим	3	4
140	в тех	2	4
141	по существу	2	4
142	сих пор	5	4
143	один из	1	4
144	же в	1	4
145	в этих	3	4
146	так же	3	4
147	и то	1	3
148	в первом	1	3
149	в котором	7	3
150	той же	1	3
151	в сущности	1	3
152	на себя	3	3
153	и он	3	3
154	в общем	3	3
155	очевидно что	2	3
156	в истории	2	3
157	в связи	1	3
158	в своем	9	3
159	хотя и	4	3
160	когда он	1	3
161	более или	2	3
162	что слово	1	3
163	в этой	2	3
164	с их	1	3
165	в себе	2	3
166	и если	1	3
167	на его	2	3
168	не имеют	1	3
169	через посредство	1	3
170	на том	1	3
171	что она	1	3
172	а это	1	3
173	несмотря на	2	3
174	нисколько не	1	3
175	или менее	2	3
176	в г	7	3
177	в их	3	3
178	представление о	1	3
179	и эти	1	3
180	даже в	2	3
181	тому что	7	3
182	это слово	3	3
183	в духе	2	3
184	что оно	1	3
185	оно не	3	3
186	свою очередь	1	3
187	здесь не	1	3
188	не с	1	3
