N	2gram	Losev_Dial_3	Istorich
1	и т	24	27
2	и в	24	26
3	т д	23	24
4	так же	4	18
5	т е	48	18
6	то что	14	16
7	не только	23	15
8	может быть	13	14
9	что в	7	14
10	же как	2	13
11	но и	9	12
12	связь с	1	12
13	и пр	6	11
14	так и	5	10
15	таким образом	13	10
16	показывает что	2	10
17	и его	5	10
18	что он	13	10
19	при помощи	3	10
20	все же	3	9
21	его в	1	9
22	что и	6	9
23	так как	6	9
24	и не	27	9
25	то же	6	8
26	мы знаем	3	8
27	а в	2	8
28	мы имеем	1	7
29	в этом	8	7
30	он не	5	7
31	об этом	6	7
32	как и	7	7
33	в этих	1	7
34	во время	1	7
35	на небо	2	7
36	их в	2	7
37	нас к	2	7
38	в качестве	1	7
39	превращается в	6	7
40	и то	4	6
41	еще не	2	6
42	иной мир	1	6
43	не всегда	1	6
44	мы можем	1	6
45	могут быть	2	6
46	к нему	3	6
47	потому что	7	6
48	а не	26	6
49	не может	19	6
50	вместе с	1	6
51	это и	7	5
52	мы уже	3	5
53	то это	9	5
54	но не	2	5
55	и как	8	5
56	но в	2	5
57	уже не	5	5
58	и только	6	5
59	в силу	3	5
60	и по	2	5
61	но все	1	5
62	и с	6	5
63	это не	4	5
64	не в	3	5
65	точно так	2	5
66	ничего не	17	5
67	и у	2	5
68	как мы	2	5
69	на нем	1	5
70	и здесь	2	5
71	и что	15	5
72	в его	2	5
73	в одном	1	5
74	у него	2	5
75	тем что	3	5
76	до сих	1	5
77	в некоторых	1	5
78	из которых	3	5
79	сих пор	1	5
80	вопрос о	5	4
81	на себя	3	4
82	тогда как	1	4
83	не просто	18	4
84	его на	2	4
85	в этот	1	4
86	но он	1	4
87	что этот	2	4
88	даже в	1	4
89	того как	1	4
90	же он	2	4
91	здесь не	1	4
92	так в	2	4
93	о том	6	4
94	и даже	13	4
95	вовсе не	13	4
96	с другой	4	4
97	такое же	1	4
98	все что	3	4
99	другой стороны	2	4
100	например в	2	3
101	что иное	6	3
102	из этих	2	3
103	только тогда	3	3
104	в одной	3	3
105	перед нами	3	3
106	все эти	3	3
107	на то	3	3
108	и если	2	3
109	что она	9	3
110	при этом	2	3
111	он должен	3	3
112	что у	2	3
113	что ни	1	3
114	не мог	1	3
115	том что	8	3
116	от своего	2	3
117	и при	1	3
118	и более	1	3
119	как это	5	3
120	что эта	1	3
121	не имеет	11	3
122	на котором	2	3
123	на него	1	3
124	во всем	3	3
125	представление об	1	3
126	связи с	1	3
127	есть только	12	3
128	все еще	2	3
129	и он	2	3
130	она не	3	3
131	данном случае	1	3
132	на вопрос	1	3
133	иное как	6	3
134	о природе	1	3
135	в другой	1	3
136	представления о	1	3
137	в том	5	3
138	только в	5	3
139	как нечто	1	3
140	или же	3	3
141	а именно	2	3
142	не на	6	3
143	о чем	1	3
144	что мы	8	3
145	в данном	2	3
146	как бы	3	3
147	по существу	2	3
148	указать на	1	3
149	или в	2	3
150	для нас	2	3
151	из своего	1	3
152	всякого рода	1	3
153	но это	5	3
154	только что	4	3
155	же в	2	3
156	е в	4	3
157	между ними	1	3
158	или он	1	3
159	не что	6	3
160	он всегда	1	3
161	к этой	2	3
162	начинается с	1	2
163	живое существо	2	2
164	он может	1	2
165	и есть	16	2
166	имеем и	1	2
167	должна быть	6	2
168	и за	1	2
169	по его	1	2
170	а как	1	2
171	пока только	1	2
172	то мы	1	2
173	они имеют	1	2
174	к ним	1	2
175	иногда и	1	2
176	тут же	1	2
177	в истории	4	2
178	с этим	3	2
179	в своем	3	2
180	этой стороны	1	2
181	хотя и	5	2
182	конечно не	4	2
183	что это	12	2
184	право на	1	2
185	в себе	2	2
186	имеем в	1	2
187	в нем	3	2
188	же это	1	2
189	не к	1	2
190	содержит в	1	2
191	его от	1	2
192	на этом	2	2
193	связанных с	1	2
194	с целью	1	2
195	или просто	1	2
196	хотя бы	4	2
197	было бы	5	2
