N	3gram	Bakhtin_sl_2	Myshleni
1	с точки зрения	3	21
2	для того чтобы	2	18
3	в этом случае	6	14
4	в том что	4	13
5	не только не	1	9
6	между словом и	3	8
7	с самого начала	1	7
8	мышления и речи	2	6
9	по отношению к	4	5
10	свое выражение в	1	5
11	с одной стороны	5	5
12	не может быть	15	4
13	о том что	1	4
14	на то что	1	4
15	одной стороны и	3	3
16	до сих пор	2	3
17	в этом отношении	3	3
18	в собственном смысле	3	3
19	мы не можем	1	3
20	тем не менее	1	3
21	как и в	1	3
22	как мы видели	1	3
23	том что в	1	2
24	том что она	1	2
25	которых мы говорили	1	2
26	в какой мере	1	2
27	словом и его	1	2
28	том что он	1	2
29	в лучшем случае	1	2
30	в той же	1	2
31	в отличие от	12	2
32	в большинстве случаев	5	2
33	чем перейти к	1	2
34	и речи в	1	2
35	прежде чем перейти	1	2
36	о которых мы	1	2
37	не до конца	1	2
38	в свою очередь	2	2
39	таким образом в	1	2
40	не может ни	1	1
41	а следовательно и	1	1
42	имеет дело с	1	1
43	не только о	2	1
44	в том числе	1	1
45	также и в	1	1
46	и до конца	1	1
47	и не может	1	1
48	в зависимости от	4	1
49	что он не	1	1
50	никогда не могут	1	1
51	в слове в	1	1
52	то все эти	1	1
53	том числе и	1	1
54	как мы уже	2	1
55	она не является	1	1
56	все это остается	1	1
57	больший удельный вес	1	1
58	с ним его	1	1
59	не только в	2	1
60	тот факт что	2	1
61	сама по себе	3	1
62	в письменной речи	1	1
63	таким образом на	1	1
64	во всех этих	1	1
65	до некоторой степени	1	1
66	никогда не может	2	1
67	с другой стороны	1	1
68	тогда когда это	1	1
69	не могут быть	2	1
70	но именно в	1	1
71	мы уже говорили	1	1
72	в этом направлении	1	1
73	той же задаче	1	1
74	во всяком случае	2	1
75	слова во всех	1	1
76	по ту сторону	1	1
77	его принципиальном значении	1	1
78	друг к другу	1	1
79	может и не	1	1
80	так и в	3	1
81	для нас и	1	1
82	включает в себя	2	1
83	той или иной	5	1
84	она не может	1	1
85	и ту же	1	1
86	только в процессе	1	1
87	конечно не только	1	1
88	этот как и	1	1
89	но все же	4	1
90	в то же	4	1
91	таким образом даже	1	1
92	во всем его	1	1
93	одну и ту	1	1
94	всем его принципиальном	1	1
95	и с другой	1	1
