N	2gram	Voloshinov_1	Myshleni
1	точки зрения	1	24
2	и в	3	20
3	то же	1	16
4	не только	1	15
5	может быть	1	12
6	в его	1	11
7	с точки	1	11
8	мы видим	1	10
9	но и	1	9
10	и не	1	8
11	а не	1	7
12	к тому	1	6
13	не может	4	6
14	и на	1	6
15	и тому	1	5
16	если бы	1	5
17	в школе	1	4
18	тому что	1	4
19	бы в	1	3
20	связи с	1	3
21	не менее	1	3
22	один из	2	3
23	может не	1	2
24	в ней	1	2
25	анализа и	1	2
26	в каждом	1	2
27	ничего кроме	1	2
28	для него	1	2
29	из этих	1	2
30	при анализе	1	2
31	в языке	1	2
32	влияния на	1	2
33	по своим	1	1
34	исходя из	1	1
35	этой проблемы	1	1
36	ситуации и	1	1
37	и больше	1	1
38	становится особенно	1	1
39	с другими	1	1
40	если в	2	1
41	его основе	1	1
42	именно с	1	1
43	в то	1	1
44	нуждаются в	1	1
45	тех же	1	1
46	впадает в	1	1
47	лежащие в	1	1
48	не из	1	1
49	эта вторая	1	1
