N	3gram	Bakhtin_Pr_1	Istorich
1	и т д	1	15
2	с другой стороны	4	7
3	до сих пор	1	5
4	в том что	3	5
5	тем не менее	3	5
6	что иное как	1	3
7	в данном случае	4	3
8	в некоторых случаях	1	3
9	в связи с	1	3
10	не что иное	1	3
11	еще не вполне	1	2
12	по отношению к	19	2
13	и в других	1	2
14	на нее и	1	2
15	что и здесь	1	2
16	таким образом и	1	2
17	с одной стороны	3	2
18	то время как	1	2
19	в то время	1	2
20	как и в	1	2
21	но она может	1	1
22	хотя и не	1	1
23	мы имеем дело	2	1
24	тесно связан с	1	1
25	подобно тому как	1	1
26	мы ничего не	1	1
27	не могла бы	1	1
28	с точки зрения	6	1
29	здесь не можем	1	1
30	но далеко не	1	1
31	сами по себе	1	1
32	а в этом	1	1
33	но и в	2	1
34	как мы увидим	3	1
35	на самом же	1	1
36	что в некоторых	1	1
37	с тем что	1	1
38	можно было бы	3	1
39	данном случае к	1	1
40	не есть ли	1	1
41	она не могла	1	1
42	может быть и	1	1
43	в том смысле	1	1
44	не только в	2	1
45	большинстве случаев он	1	1
46	смысле этого слова	1	1
47	имеем дело с	1	1
48	дело конечно не	1	1
49	мы здесь не	2	1
50	и в том	1	1
51	есть не что	1	1
52	свою связь с	1	1
53	в свою очередь	1	1
54	это и есть	1	1
55	и прежде всего	5	1
56	на самом деле	3	1
57	а не с	1	1
58	одна из сторон	1	1
59	существенно отличается от	1	1
60	равно как и	1	1
61	не может быть	11	1
62	можно сказать что	2	1
63	у нас в	1	1
64	также и в	1	1
65	на то что	1	1
66	в его работе	1	1
67	в большинстве случаев	5	1
68	самом же деле	1	1
69	там где на	2	1
70	на этот вопрос	1	1
71	она не может	1	1
72	мы будем рассматривать	1	1
