N	2gram	Potebnia_M_1	Hudozhes
1	и в	39	28
2	том что	16	19
3	в ее	1	18
4	и не	18	18
5	в том	26	15
6	а не	21	14
7	в этом	15	13
8	не в	15	13
9	о том	2	12
10	перед нами	1	11
11	не только	21	11
12	при этом	6	11
13	как и	9	11
14	в его	5	11
15	уже не	2	10
16	в себе	13	9
17	но и	20	9
18	так и	13	8
19	между тем	5	8
20	что он	1	8
21	себя в	1	8
22	в жизни	3	8
23	в душе	11	8
24	может быть	27	8
25	по отношению	13	7
26	тогда как	2	7
27	что она	1	7
28	в мире	3	7
29	к тому	4	7
30	и все	3	7
31	с ним	3	7
32	отношению к	13	7
33	в котором	1	6
34	то же	6	6
35	не было	4	6
36	и с	3	6
37	в глазах	3	6
38	в своей	3	6
39	в то	4	6
40	тем что	9	6
41	для себя	3	6
42	если бы	14	6
43	это не	7	6
44	человеческой жизни	1	6
45	а в	5	6
46	то что	10	6
47	жизни и	2	6
48	жизни как	1	5
49	с его	1	5
50	в этой	3	5
51	как в	10	5
52	в самом	3	5
53	что это	3	5
54	не могла	2	5
55	рядом с	1	5
56	в своем	3	5
57	не менее	6	5
58	у него	1	5
59	никогда не	4	5
60	ничего не	1	5
61	и его	5	5
62	она не	3	5
63	только на	3	5
64	одно из	3	5
65	для него	4	5
66	как бы	6	5
67	да и	1	5
68	с ее	2	5
69	что в	22	5
70	и другие	1	5
71	а между	3	4
72	и т	6	4
73	но не	8	4
74	своей жизни	1	4
75	то в	5	4
76	подобно тому	3	4
77	он не	3	4
78	и уже	1	4
79	в других	2	4
80	тем не	6	4
81	для нее	2	4
82	тому что	3	4
83	же время	4	4
84	как будто	2	4
85	и о	2	4
86	того чтобы	2	4
87	вслед за	1	4
88	что они	1	4
89	только в	25	4
90	что и	6	4
91	для того	3	4
92	превращается в	1	4
93	то и	7	4
94	не может	22	4
95	тому как	4	4
96	была бы	2	3
97	чтобы не	2	3
98	человека и	1	3
99	едва ли	1	3
100	по его	7	3
101	на себя	1	3
102	в ней	7	3
103	но при	3	3
104	еще не	6	3
105	и на	1	3
106	столь же	3	3
107	в ответ	1	3
108	для других	1	3
109	не все	2	3
110	со стороны	8	3
111	следующим образом	1	3
112	бы не	6	3
113	как он	1	3
114	в нем	20	3
115	можно было	1	3
116	что все	3	3
117	с другими	1	3
118	было бы	12	3
119	в них	3	3
120	несмотря на	5	3
121	в этих	7	3
122	любви и	1	3
123	на него	3	3
124	как только	1	3
125	в человеке	10	3
126	и это	3	3
127	что у	1	3
128	когда в	3	3
129	внимание на	1	3
130	все его	1	3
131	это была	1	3
132	к нему	1	3
133	с ними	1	3
134	и ее	1	3
135	с одной	3	3
136	для нас	9	3
137	с нею	4	3
138	в одном	8	3
139	что на	6	3
140	с другой	7	3
141	прежде всего	4	3
142	человек в	1	3
143	так же	5	3
144	одной стороны	3	3
145	в состоянии	3	3
146	все это	1	3
147	ли в	2	3
148	или в	2	3
149	будто бы	1	3
150	все они	2	3
151	в памяти	1	3
152	по поводу	3	3
153	самом деле	1	3
154	все что	2	3
155	же как	1	2
156	и то	3	2
157	но тем	3	2
158	в первом	5	2
159	той же	3	2
160	а как	2	2
161	не во	1	2
162	они были	1	2
163	одного слова	1	2
164	тем как	3	2
165	если в	1	2
166	ответ на	1	2
167	тоже не	1	2
168	тесный круг	1	2
169	представляется в	1	2
170	более чем	1	2
171	в мыслях	1	2
172	все же	6	2
173	но в	9	2
174	та же	1	2
175	бы с	1	2
176	в нашем	1	2
177	из этих	4	2
178	не более	4	2
179	о ее	1	2
180	чего не	1	2
181	мысли и	9	2
182	т д	4	2
183	не как	1	2
184	между внешним	1	2
185	чувства в	1	2
186	на этом	1	2
187	прежде чем	3	2
188	оно не	3	2
189	однако в	4	2
190	могла бы	2	2
191	не будет	2	2
192	же не	1	2
193	зрения на	1	2
194	не с	1	2
195	лишь в	1	2
196	его в	1	2
197	это было	1	2
198	от которого	1	2
199	о которых	2	2
200	обратимся к	1	2
201	только тем	2	2
202	в г	2	2
203	от своего	1	2
204	внешним и	2	2
205	с точки	3	2
206	не столько	1	2
207	что я	1	2
208	начнем с	3	2
209	вместе со	1	2
210	жизни то	1	2
211	того как	6	2
212	не по	4	2
213	только не	2	2
214	и внутренним	1	2
215	к ней	2	2
216	ему в	1	2
217	мысли о	4	2
218	как мы	2	2
219	людей в	1	2
220	на другой	1	2
221	мысль о	2	2
222	она может	3	2
223	приводит к	1	2
224	роль в	1	2
225	те же	1	2
226	и опять	1	2
227	до сих	1	2
228	том как	3	2
229	о нем	1	2
