N	2gram	Losev_Prob_2	Problemy
1	и в	35	34
2	и не	37	29
3	как бы	4	27
4	что он	4	23
5	в его	7	22
6	к другому	1	20
7	в нем	1	19
8	может быть	18	19
9	не может	13	19
10	и все	5	19
11	как и	5	18
12	в этом	17	16
13	но в	6	16
14	и его	1	16
15	все это	4	16
16	он не	2	15
17	и с	10	15
18	прежде всего	11	15
19	то же	5	14
20	с самим	3	14
21	к нему	2	14
22	самом деле	4	13
23	и к	3	12
24	в то	6	12
25	потому что	13	12
26	но и	16	12
27	т е	1	12
28	на самом	4	11
29	вовсе не	37	11
30	с другим	1	11
31	то что	38	11
32	не только	24	10
33	слова и	4	10
34	самим собою	1	9
35	не в	2	9
36	в отношении	4	9
37	а не	10	9
38	и т	6	8
39	с самого	3	8
40	самого начала	2	8
41	никогда не	1	8
42	с ним	1	8
43	в другом	1	8
44	в самом	5	8
45	себя и	1	8
46	так же	5	8
47	что же	9	8
48	и для	6	8
49	точки зрения	2	8
50	я не	1	7
51	на него	2	7
52	как будто	6	7
53	как мы	5	7
54	слова в	1	7
55	и даже	11	7
56	что не	5	7
57	все же	8	7
58	что в	11	7
59	мы уже	3	6
60	и на	5	6
61	с его	1	6
62	отношение к	1	6
63	что они	3	6
64	в пределах	1	6
65	что у	1	6
66	в плане	2	6
67	для себя	9	6
68	так и	7	6
69	в себе	5	6
70	только в	14	6
71	не знает	3	6
72	на них	1	5
73	он сам	3	5
74	и наконец	3	5
75	что это	1	5
76	в целом	3	5
77	но все	2	5
78	лишь в	3	5
79	с тем	3	5
80	в слове	3	5
81	не мог	1	5
82	в конце	7	5
83	даже в	2	5
84	это слово	1	5
85	таким образом	4	5
86	к тому	3	5
87	и сам	2	5
88	и что	13	5
89	что и	2	5
90	это не	1	5
91	все время	1	5
92	того что	12	5
93	и так	1	5
94	так что	11	5
95	всяком случае	10	5
96	в одном	1	5
97	себе и	2	5
98	к своему	1	5
99	и от	3	5
100	мы должны	3	5
101	хотя бы	12	5
102	а в	4	5
103	во всяком	13	5
104	с таким	1	4
105	еще не	10	4
106	бы то	2	4
107	но не	4	4
108	но как	6	4
109	как в	1	4
110	бы и	7	4
111	все эти	7	4
112	при этом	3	4
113	на этом	1	4
114	то ни	3	4
115	что все	6	4
116	его в	3	4
117	с другими	5	4
118	этом смысле	5	4
119	ни в	6	4
120	и вы	2	4
121	все равно	3	4
122	все и	1	4
123	но это	6	4
124	ничего не	10	4
125	как раз	8	4
126	его внутренней	1	4
127	и это	5	4
128	дурной бесконечности	1	4
129	если бы	4	4
130	тотчас же	2	4
131	и прежде	2	4
132	только на	9	4
133	в виде	6	4
