N	3gram	Medvedev_F_3	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	в том что	3	6
4	той или иной	1	5
5	до сих пор	1	4
6	в отличие от	2	4
7	с точки зрения	14	3
8	на самом же	2	3
9	в этом отношении	3	3
10	так и не	1	3
11	самом же деле	2	3
12	выходит за пределы	1	3
13	в самой литературе	2	2
14	дело в том	2	2
15	на самом деле	12	2
16	и в других	1	2
17	в это время	1	2
18	с одной стороны	1	2
19	вовсе не является	3	2
20	и в том	1	2
21	вовсе не в	2	2
22	в значительной степени	1	2
23	так и в	2	2
24	как бы ни	2	2
25	но все же	1	2
26	и в литературе	1	2
27	в большинстве случаев	4	2
28	можно сказать что	1	1
29	и понимания жизни	1	1
30	потому что он	3	1
31	и в общем	1	1
32	нет и не	2	1
33	точки зрения на	1	1
34	сводится к тому	1	1
35	говорит об этом	1	1
36	могут быть определены	1	1
37	очень остро и	1	1
38	это можно выразить	1	1
39	они никогда не	1	1
40	тело и не	1	1
41	по отношению к	3	1
42	имеем в виду	1	1
43	в самом деле	4	1
44	в настоящее время	1	1
45	перестал бы быть	1	1
46	так и его	1	1
47	на первый план	1	1
48	но для нас	1	1
49	идет не о	1	1
50	явления лежащие в	1	1
51	и не может	4	1
52	видения и понимания	4	1
53	сами по себе	2	1
54	можно говорить о	1	1
55	сих пор недостаточно	1	1
56	мере и в	1	1
57	можно только в	2	1
58	в собственном смысле	1	1
59	дистанция между ними	1	1
60	к тому чтобы	1	1
61	от всех тех	1	1
62	и в словесных	1	1
63	может быть только	2	1
64	то или иное	2	1
65	так сказать в	1	1
66	во всех областях	2	1
67	так как он	1	1
68	направлен не на	1	1
69	до известной степени	2	1
70	чтобы убедиться в	1	1
71	в эпоху господства	1	1
72	он перестал бы	1	1
73	тех или иных	1	1
74	не потому что	1	1
75	лежит в основе	1	1
76	можно говорить как	1	1
77	бы ни были	1	1
78	место в жизни	2	1
79	но при этом	1	1
80	правильная постановка проблемы	1	1
81	пр и пр	1	1
82	так и с	1	1
83	в последнее время	1	1
84	в ней и	1	1
85	в связи с	4	1
86	в жизнь и	1	1
87	все более и	1	1
88	в наши задачи	1	1
89	и превращаются в	1	1
90	во всяком случае	6	1
91	до настоящего времени	1	1
92	и в романе	1	1
93	с другой стороны	5	1
94	в его целом	1	1
95	самом деле все	1	1
96	не может быть	14	1
97	произведения но и	1	1
98	ясное и отчетливое	1	1
99	убедиться в этом	1	1
100	в данную эпоху	1	1
101	то же время	7	1
102	в нем нет	1	1
103	и пр в	1	1
104	и пр и	1	1
105	никогда не может	1	1
106	более и более	1	1
107	именно потому что	2	1
108	поставлена и разрешена	1	1
109	мы имеем в	1	1
110	для того чтобы	4	1
111	это в большинстве	1	1
112	в искусстве и	1	1
113	в то же	7	1
114	его от всех	1	1
115	в этом достаточно	1	1
116	это не просто	1	1
117	мы уже указывали	1	1
118	в отношении к	1	1
119	поэтому они и	1	1
120	друг с другом	1	1
121	и в нем	1	1
122	не только в	1	1
123	все то что	1	1
124	в условиях нового	1	1
125	и в искусстве	1	1
126	и его формы	1	1
127	не может стать	2	1
