N	3gram	Tiupa_Narr_1	FransuaR
1	то же время	4	10
2	в то же	4	10
3	до сих пор	2	8
4	в том что	5	6
5	и в то	1	5
6	сих пор еще	1	4
7	как и в	1	4
8	большей или меньшей	1	3
9	в том числе	1	3
10	не подлежит сомнению	1	3
11	в той же	1	3
12	в большей или	1	3
13	в связи с	2	3
14	более или менее	1	2
15	с точки зрения	1	2
16	бы то ни	1	2
17	том числе и	1	2
18	как мы видели	1	2
19	в данном случае	8	2
20	с одной стороны	1	2
21	дело в том	2	2
22	вовсе еще не	1	2
23	и т.п в	1	2
24	свое отражение в	1	2
25	о том что	2	2
26	можно сказать что	2	2
27	с другой стороны	1	2
28	существенную роль в	1	2
29	для того чтобы	3	2
30	не может быть	4	2
31	это уже не	1	1
32	потому что в	1	1
33	и является в	1	1
34	какой бы то	1	1
35	по отношению к	3	1
36	как один из	1	1
37	на самом деле	1	1
38	то что обычно	1	1
39	в самом деле	2	1
40	подобно тому как	3	1
41	начала и конца	3	1
42	до известной степени	1	1
43	в частности язык	1	1
44	в отличие от	2	1
45	жизни и смерти	1	1
46	но и в	2	1
47	в этом отношении	3	1
48	или иной степени	1	1
49	потому что на	1	1
50	в той или	1	1
51	может быть и	1	1
52	мы еще вернемся	1	1
53	и то что	1	1
54	что это за	1	1
55	в самом начале	1	1
56	то ни было	1	1
57	речи и мышления	1	1
58	одна из этих	1	1
59	состоит в том	2	1
60	говорили что на	1	1
61	но при этом	1	1
62	в известном смысле	2	1
63	как правило не	1	1
64	а с другой	1	1
65	из которых он	1	1
66	тем или иным	2	1
67	прошлого и будущего	1	1
68	только то что	1	1
69	в частности в	1	1
70	мы не можем	1	1
71	и как бы	1	1
72	они и не	2	1
73	той или другой	1	1
74	сказать и о	1	1
75	на протяжении всего	1	1
76	и в самом	1	1
77	речь идет о	3	1
78	более глубокий и	1	1
79	оно и не	1	1
80	друг с другом	1	1
81	к тому же	5	1
82	то же самое	2	1
83	той или иной	4	1
