N	3gram	Losev_Dial_2	StatiiOP
1	в том что	6	11
2	и т п	2	6
3	не может быть	3	5
4	в этом смысле	1	4
5	по крайней мере	9	4
6	с точки зрения	8	4
7	в этом отношении	1	4
8	то время как	3	4
9	во всяком случае	2	4
10	с другой стороны	4	4
11	о том что	4	4
12	в то время	3	4
13	в конце концов	1	3
14	не в том	1	3
15	в связи с	4	3
16	то же время	4	3
17	не только в	2	3
18	в то же	3	3
19	но это не	2	3
20	а потому что	1	2
21	потому что он	2	2
22	что в общем	1	2
23	но и в	1	2
24	до сих пор	2	2
25	что это за	2	2
26	с одной стороны	1	2
27	и в этом	1	2
28	все более и	1	2
29	на тему о	1	2
30	нельзя сказать что	2	2
31	и пр в	1	2
32	заключается в том	1	2
33	с самого начала	2	2
34	более и более	1	2
35	но все же	1	2
36	только тогда когда	4	2
37	в каком смысле	1	2
38	к тому что	1	2
39	в том смысле	4	2
40	тем не менее	2	2
41	независимо от того	1	2
42	и т д	15	2
43	можно сказать что	3	1
44	и может быть	3	1
45	сопоставить ее с	1	1
46	не может не	3	1
47	одних и тех	1	1
48	это не может	1	1
49	сказать что он	1	1
50	в одних и	1	1
51	я думаю что	1	1
52	время как в	1	1
53	иметь в виду	2	1
54	есть и такие	1	1
55	только что в	1	1
56	более или менее	2	1
57	на самом деле	1	1
58	в самом деле	3	1
59	каждой из них	1	1
60	того или другого	1	1
61	то же самое	2	1
62	принять во внимание	3	1
63	не было и	1	1
64	то что эти	1	1
65	том что он	1	1
66	говоря уже о	2	1
67	сам по себе	3	1
68	вместе с тем	1	1
69	время во всяком	1	1
70	том что именно	1	1
71	связи с этим	1	1
72	сказать несколько слов	1	1
73	и тех же	1	1
74	ни в какой	2	1
75	отличается тем что	1	1
76	и в частности	2	1
77	но и это	1	1
78	как раз в	1	1
79	не потому что	6	1
80	сих пор мы	1	1
81	крайней мере три	1	1
82	если принять во	2	1
83	того что в	1	1
84	была бы совершенно	1	1
85	в некоторых случаях	1	1
86	как и вообще	1	1
87	так или иначе	2	1
88	приводит к тому	1	1
89	связанные с этим	1	1
90	с первого взгляда	2	1
91	в той или	2	1
92	ни на что	1	1
93	одно из многих	1	1
94	в том отношении	1	1
95	т е как	1	1
96	в свое время	1	1
97	что несмотря на	1	1
98	то как они	1	1
99	что это было	1	1
100	от того что	2	1
101	том смысле что	3	1
102	и что такое	1	1
103	на эти вопросы	1	1
104	той или иной	1	1
105	речь идет о	1	1
106	не менее в	1	1
107	том отношении что	1	1
108	собственно говоря даже	1	1
109	вопрос о том	1	1
110	в другом случае	1	1
111	это вполне понятно	1	1
112	об этом мы	1	1
113	на то как	1	1
114	ведет нас к	1	1
115	все эти качества	1	1
116	дело не в	1	1
117	не говоря уже	2	1
118	борис годунов и	1	1
119	и в другом	1	1
