N	3gram	Tiupa_Narr_1	Problemy
1	то же время	3	10
2	в то же	3	10
3	на самом деле	1	9
4	по отношению к	6	6
5	о себе самом	1	5
6	в той или	2	4
7	на протяжении всего	1	4
8	и прежде всего	1	4
9	той или иной	4	4
10	друг с другом	1	4
11	в этом смысле	1	3
12	он не может	1	3
13	бы то ни	3	3
14	то ни было	3	3
15	с другой стороны	4	3
16	не может быть	5	3
17	к тому же	4	3
18	с точки зрения	2	2
19	и в то	1	2
20	сам по себе	1	2
21	в отличие от	5	2
22	к тому чтобы	1	2
23	можно было бы	2	2
24	ни одного слова	1	2
25	или иной степени	1	2
26	и не в	4	2
27	оно стремится к	1	2
28	или иной форме	1	2
29	так и в	1	2
30	подобно тому как	2	2
31	но все же	4	2
32	как мы уже	1	2
33	в том что	8	2
34	или хотя бы	1	1
35	и другого в	1	1
36	с таким же	1	1
37	и столь же	1	1
38	каков бы он	1	1
39	он думает и	1	1
40	дело в том	1	1
41	с его собственным	1	1
42	в самом деле	1	1
43	и в особенности	1	1
44	том что он	1	1
45	в том же	1	1
46	может и не	1	1
47	так и не	2	1
48	самом деле не	1	1
49	до сих пор	1	1
50	их друг с	1	1
51	не входит в	1	1
52	в другом и	1	1
53	том или ином	2	1
54	он ни был	1	1
55	он не мог	1	1
56	по крайней мере	1	1
57	и то что	1	1
58	может быть и	1	1
59	человека с его	1	1
60	из уст в	1	1
61	в значительной степени	2	1
62	в том или	2	1
63	в данном случае	4	1
64	героя в мире	1	1
65	двух сознаний в	1	1
66	не в чем	1	1
67	всех без исключения	1	1
68	все без исключения	1	1
69	и как бы	1	1
70	к одному из	1	1
71	в нем не	1	1
72	так и для	1	1
73	прежде всего в	1	1
74	немногочисленных случаях когда	1	1
75	то что он	1	1
76	уст в уста	1	1
77	в свое время	1	1
78	как бы не	1	1
79	к своему герою	1	1
80	как и в	1	1
81	отношению к самому	1	1
82	в свою очередь	3	1
83	и того же	1	1
84	о том что	6	1
85	никогда не бывает	1	1
86	героя в этом	1	1
87	можно сказать что	4	1
88	что каждый из	1	1
89	которая может быть	1	1
90	одного и того	1	1
91	бы он ни	1	1
92	друг от друга	1	1
93	на всем протяжении	1	1
94	тем не менее	3	1
95	мог бы быть	2	1
96	как мы видели	1	1
97	то что они	1	1
98	но не может	1	1
99	никогда и не	1	1
100	и как будто	1	1
101	а не в	2	1
102	то же самое	1	1
103	в этом отношении	3	1
