1	то же время	5	9
2	и т п	2	8
3	как мы уже	1	8
4	в то же	5	6
5	для того чтобы	3	5
6	и в других	1	4
7	с нашей точки	1	3
8	до сих пор	3	3
9	одно и то	5	3
10	по отношению к	5	3
11	в то время	4	3
12	не может быть	3	3
13	может быть только	3	3
14	в этом отношении	2	3
15	и то же	5	3
16	но и в	4	2
17	не только в	4	2
18	одной стороны и	1	2
19	это то есть	1	2
20	понятно что в	1	2
21	в строгом смысле	1	2
22	в чем не	1	2
23	то время как	1	2
24	то есть не	4	2
25	к тому же	1	2
26	в том что	16	2
27	мы уже сказали	1	2
28	равно как и	1	2
29	в буквальном смысле	2	2
30	с одной стороны	3	2
31	как и в	2	2
32	же что и	1	2
33	вместе с тем	4	2
34	все то что	1	2
35	но вместе с	2	1
36	в себе не	2	1
37	с этим в	1	1
38	для нас не	1	1
39	друг другу но	1	1
40	он не знает	1	1
41	можно бы было	1	1
42	таким образом и	1	1
43	есть одно из	2	1
44	не могут быть	2	1
45	так и в	2	1
46	но все это	1	1
47	бросается в глаза	1	1
48	для себя и	1	1
49	то время когда	1	1
50	здесь как и	1	1
51	и в словах	1	1
52	сами по себе	1	1
53	что и при	1	1
54	этот образ и	1	1
55	человеческой жизни не	2	1
56	и человеческой жизни	1	1
57	друг с другом	1	1
58	время в его	1	1
59	сама по себе	2	1
60	то увидим что	1	1
61	и может быть	2	1
62	что происходит в	1	1
63	в первый раз	1	1
64	то время в	1	1
65	то должны будем	1	1
66	смысле этого слова	7	1
67	те же что	1	1
68	что касается до	1	1
69	со всех сторон	1	1
70	сказанного ясно что	1	1
71	читать про себя	1	1
72	из сказанного ясно	1	1
73	она входит в	1	1
74	если бы эти	1	1
75	было бы не	1	1
76	в данном случае	1	1
77	в самом деле	1	1
78	в свою очередь	3	1
79	потому что не	3	1
80	так же мало	1	1
81	и в том	2	1
82	и совсем не	1	1
83	здесь не только	1	1
84	и в самом	2	1
85	то есть к	3	1
86	с тем и	2	1
87	о том что	1	1
88	здесь только на	1	1
89	в том же	2	1
90	в том самом	1	1
91	как в самом	1	1
92	если бы например	2	1
