N	2gram	Bakhtin_KF_1	Istorich
1	и в	24	28
2	может быть	45	25
3	а не	17	15
4	не может	27	15
5	никогда не	5	14
6	мы имеем	5	13
7	мы должны	1	13
8	для нас	4	13
9	то же	5	12
10	не только	5	12
11	что в	4	12
12	мы видим	1	11
13	только в	16	11
14	мы не	3	10
15	все же	5	10
16	что он	2	10
17	но и	9	10
18	прежде всего	2	10
19	не в	12	9
20	так и	2	9
21	о том	3	9
22	то что	7	9
23	в том	6	9
24	и не	26	9
25	в этом	14	8
26	но в	5	8
27	что это	3	8
28	если бы	8	8
29	в ней	3	7
30	здесь мы	4	7
31	это не	10	7
32	еще не	4	7
33	и здесь	7	7
34	и др	1	7
35	что мы	1	7
36	том что	4	7
37	было бы	8	7
38	в этих	1	7
39	а в	4	7
40	в этой	2	6
41	ни один	1	6
42	его в	5	6
43	тем не	2	6
44	не менее	3	6
45	к тому	1	6
46	что и	7	6
47	так как	1	6
48	вместе с	1	6
49	когда он	1	6
50	должна быть	4	5
51	вопрос о	2	5
52	мы будем	1	5
53	в своем	16	5
54	что она	1	5
55	их в	1	5
56	не будем	1	5
57	дело не	2	5
58	на основе	7	5
59	в его	40	5
60	но не	12	5
61	в качестве	2	5
62	в одном	4	5
63	или в	1	5
64	не должен	3	5
65	не знает	5	5
66	ее в	1	5
67	и даже	1	4
68	и для	9	4
69	и на	3	4
70	с этим	1	4
71	все эти	10	4
72	на то	1	4
73	но все	5	4
74	об этом	1	4
75	и с	1	4
76	с тем	2	4
77	как и	5	4
78	в основе	5	4
79	иногда не	1	4
80	должны быть	1	4
81	здесь не	3	4
82	другими словами	1	4
83	того что	3	4
84	потому что	2	4
85	в большинстве	1	4
86	большинстве случаев	1	4
87	к ним	4	4
88	а именно	1	4
89	и пр	3	4
90	превращается в	1	4
91	один из	2	4
92	связь с	1	4
93	в иной	1	4
94	могут быть	3	4
95	там где	5	4
96	ссылки на	1	4
97	все это	10	4
98	хотя бы	4	4
99	но это	6	4
100	но оно	1	4
101	они не	1	4
102	также и	1	3
103	чтобы не	2	3
104	мы здесь	2	3
105	исходит из	1	3
106	и должен	2	3
107	я не	6	3
108	ему в	2	3
109	и он	1	3
110	по отношению	26	3
111	не просто	1	3
112	к чему	3	3
113	при этом	4	3
114	не как	4	3
115	и по	1	3
116	на этом	1	3
117	же не	1	3
118	в другом	3	3
119	не с	1	3
120	в котором	24	3
121	в их	8	3
122	и эти	2	3
123	это дело	1	3
124	бы быть	5	3
125	по себе	2	3
126	раз и	2	3
127	эта мысль	1	3
128	в то	3	3
129	дело в	2	3
130	у меня	1	3
131	есть только	1	3
132	же самое	1	3
133	утверждать что	1	3
134	должен быть	7	3
135	иной мир	1	3
136	только через	1	3
137	для этого	2	3
138	и должно	1	3
139	связь между	1	3
140	в современной	3	3
141	в какой	1	3
142	во всем	7	3
143	в стороне	1	3
144	должен был	1	3
145	и его	17	3
146	уже не	7	3
147	не можем	1	3
148	если мы	1	3
149	и их	6	3
150	которые могут	1	3
151	тем что	3	3
152	именно в	5	3
153	как это	1	3
154	из которых	2	3
155	не непосредственно	1	3
156	отношению к	22	3
157	как себя	1	3
158	отношения к	1	2
159	и потому	2	2
160	оно может	1	2
161	в зависимости	1	2
162	из всех	1	2
163	а для	2	2
164	в некотором	3	2
165	когда мы	1	2
166	зависимости от	1	2
167	стороны его	1	2
168	столь же	1	2
169	бы то	2	2
170	во всех	11	2
171	как таковая	1	2
172	а только	1	2
173	относится к	1	2
174	как в	2	2
175	и как	2	2
176	в действительности	1	2
177	от этого	2	2
178	за собой	1	2
179	поэтому он	1	2
180	в целом	10	2
181	не более	1	2
182	и тот	1	2
183	в себе	21	2
184	его но	1	2
185	вследствие этого	2	2
186	как оно	2	2
187	в нем	28	2
188	он не	6	2
189	безотносительно к	1	2
190	всех этих	3	2
191	он должен	1	2
192	мы получим	2	2
193	то ни	2	2
194	а затем	1	2
195	а по	2	2
196	предположение что	1	2
197	и мы	2	2
198	и тем	3	2
199	смерть и	1	2
200	но уже	1	2
201	нет в	4	2
202	это положение	1	2
203	должно быть	6	2
204	для него	8	2
205	только для	1	2
206	есть еще	1	2
207	что этот	3	2
208	как о	1	2
209	тогда когда	3	2
210	одна из	1	2
211	так чтобы	1	2
212	по своей	1	2
213	не по	4	2
214	только с	3	2
215	всего в	1	2
216	в области	2	2
217	не есть	20	2
218	отказаться от	2	2
219	в ее	16	2
220	мысль о	1	2
221	и этим	3	2
222	приводит к	1	2
223	и когда	2	2
224	должен знать	1	2
225	ясно что	3	2
226	живет в	1	2
227	пройти мимо	2	2
228	поэтому в	1	2
229	с ним	5	2
230	ничего не	3	2
231	о нем	4	2
232	но мы	1	2
233	не содержит	1	2
234	этой мысли	1	2
235	не выходит	1	2
236	между тем	4	2
237	этот момент	6	2
238	в конечном	1	2
239	во всей	4	2
240	и только	6	2
241	здесь в	1	2
242	в ту	2	2
243	и она	2	2
244	это приводит	1	2
245	тот же	1	2
246	одной из	1	2
247	дело с	2	2
248	их не	1	2
249	именно на	2	2
250	себя в	8	2
251	ни было	4	2
252	здесь же	1	2
253	в данной	1	2
254	его и	2	2
255	был бы	3	2
256	никто не	1	2
257	вовсе не	7	2
258	само по	1	2
259	как раз	1	2
260	были бы	2	2
261	со стороны	7	2
262	с ней	1	2
263	а с	2	2
264	один и	1	2
265	что не	3	2
266	зависит от	1	2
267	его как	5	2
268	меня есть	1	2
269	вступает в	3	2
270	разве не	2	2
271	конечно не	7	2
272	этих случаях	1	2
273	как бы	9	2
274	ко мне	6	2
275	нисколько не	4	2
276	лучше всего	1	2
277	не существует	1	2
278	и от	1	2
279	ни к	2	2
280	не дает	3	2
281	между ними	1	2
282	была бы	1	2
283	самое что	1	2
284	в виде	2	2
285	это было	2	2
286	к этому	2	2
287	не зависит	1	1
288	можно говорить	1	1
289	ценное для	1	1
290	не остается	2	1
291	все остальное	2	1
292	и то	2	1
293	сомнения что	1	1
294	не делает	1	1
295	на самом	3	1
296	он может	2	1
297	это и	2	1
298	жили и	1	1
299	в средние	1	1
300	и есть	9	1
301	он находится	1	1
302	тем же	1	1
303	в первом	1	1
304	ту же	1	1
305	нем но	1	1
306	из его	3	1
307	имеем и	1	1
308	противном случае	1	1
309	ведь и	1	1
310	между ним	1	1
311	едва ли	2	1
312	и этот	3	1
313	мы уже	1	1
314	его не	1	1
315	а как	2	1
316	себе как	2	1
317	та же	2	1
318	что уже	1	1
319	он как	1	1
320	говорить о	2	1
321	этот факт	2	1
322	и иначе	1	1
323	не найдем	1	1
324	утверждение что	1	1
325	мной в	1	1
326	как если	1	1
327	я становлюсь	2	1
328	значило бы	2	1
329	совсем не	2	1
330	но как	5	1
331	только тогда	1	1
332	а он	1	1
333	таком положении	1	1
334	исторический факт	1	1
335	к телу	1	1
336	или иное	2	1
337	и берутся	1	1
338	отнюдь не	6	1
339	и я	5	1
340	в истории	1	1
341	себя за	2	1
342	независимо от	3	1
343	что именно	1	1
344	выйти из	1	1
345	как начало	1	1
346	что ее	1	1
347	помнить что	1	1
348	в противном	1	1
349	это отнюдь	1	1
350	и к	1	1
351	в этот	1	1
352	здесь возникает	1	1
353	в которой	1	1
354	образом и	1	1
355	во главе	2	1
356	знать и	1	1
357	в нашем	1	1
358	бы не	3	1
359	одном случае	1	1
360	действительности а	1	1
361	он начинает	1	1
362	должны видеть	1	1
363	вообще а	1	1
364	но он	1	1
365	но его	1	1
366	ее как	2	1
367	но ведь	5	1
368	научных и	1	1
369	их развития	1	1
370	и пространство	4	1
371	жизни вообще	1	1
372	а просто	1	1
373	содержит в	1	1
374	его от	1	1
375	и говорить	1	1
376	и будет	1	1
377	все с	1	1
378	значительной степени	1	1
379	могла бы	4	1
380	главным образом	1	1
381	том случае	1	1
382	связанных с	1	1
383	формальной а	1	1
384	времени и	4	1
385	с целью	1	1
386	того или	3	1
387	что историческое	1	1
388	ответственность за	2	1
389	действительности в	2	1
390	дело здесь	2	1
391	этом смысле	3	1
392	ее действительно	1	1
393	в жизни	2	1
394	кажется что	2	1
395	соответствии с	2	1
396	этого не	1	1
397	и уже	1	1
398	которой он	2	1
399	чем в	1	1
400	из проявлений	1	1
401	возникнуть и	1	1
402	не мог	1	1
403	не значит	6	1
404	в эту	1	1
405	в своей	10	1
406	еще менее	1	1
407	лежат в	1	1
408	она в	1	1
409	себе а	2	1
410	от себя	10	1
411	от его	5	1
412	никого и	1	1
413	а есть	1	1
414	быть правильно	1	1
415	совершенно иной	1	1
416	войти в	2	1
417	влечет за	1	1
418	быть не	2	1
419	условия и	1	1
420	случае мы	2	1
421	тому что	2	1
422	каждое движение	1	1
423	себя от	1	1
424	в отношении	1	1
425	можно ли	1	1
426	нечто вроде	2	1
427	не раз	1	1
428	и развивается	2	1
429	дело когда	2	1
430	что эта	2	1
431	с которой	1	1
432	она не	1	1
433	к другим	1	1
434	того чтобы	2	1
435	всей его	2	1
436	вытекает из	2	1
437	вне его	1	1
438	к ней	1	1
439	я буду	3	1
440	уходят в	1	1
441	другого но	1	1
442	есть исторически	1	1
443	в каком	4	1
444	например что	1	1
445	относиться к	1	1
446	оно именно	1	1
447	герой и	1	1
448	конца в	1	1
449	всего что	1	1
450	бы он	2	1
451	так она	1	1
452	день и	1	1
453	оно не	2	1
454	данной области	1	1
455	и это	12	1
456	где этот	2	1
457	быть рассмотрена	1	1
458	нас от	1	1
459	в виду	3	1
460	человеку в	1	1
461	меня в	3	1
462	только со	1	1
463	можно установить	1	1
464	в себя	7	1
465	как с	1	1
466	на том	1	1
467	вышла из	1	1
468	поэтому мы	1	1
469	с собой	1	1
470	здесь как	1	1
471	в весьма	1	1
472	можно только	1	1
473	пространство в	2	1
474	в последней	1	1
475	и социальные	1	1
476	основана на	1	1
477	собой и	1	1
478	мы живем	1	1
479	образом в	1	1
480	но здесь	3	1
481	все дело	1	1
482	сводится к	2	1
483	но фактически	1	1
484	и та	2	1
485	может не	2	1
486	в значительной	1	1
487	трудная задача	1	1
488	все в	1	1
489	в действительность	1	1
490	один момент	1	1
491	которой мы	1	1
492	тем или	1	1
493	и требует	1	1
494	что теория	1	1
495	причем они	1	1
496	ним и	3	1
497	и другую	1	1
498	значит что	1	1
499	как из	1	1
500	содержится в	1	1
501	но с	1	1
502	и вопрос	1	1
503	такая же	1	1
504	что конечно	1	1
505	до ее	1	1
506	не само	1	1
507	и так	1	1
508	и ее	2	1
509	так по	1	1
510	и жизни	4	1
511	к которой	2	1
512	на своем	3	1
513	только этот	1	1
514	же и	1	1
515	действие также	1	1
516	только на	1	1
517	ее а	1	1
518	всем его	3	1
519	не из	2	1
520	все названные	1	1
521	мышления и	2	1
522	факт но	1	1
523	связь но	1	1
524	одно из	1	1
525	слова в	2	1
526	случае когда	1	1
527	друг друга	1	1
528	мы можем	1	1
529	это значило	2	1
530	как его	4	1
531	в соответствии	2	1
532	жизни что	1	1
533	они будут	1	1
534	но из	1	1
535	для того	3	1
536	момент в	7	1
537	этой задачи	1	1
538	это будет	1	1
539	от акта	1	1
540	не теряя	1	1
541	этом пути	1	1
542	приводит и	1	1
543	но нельзя	1	1
544	он живет	1	1
545	мы никогда	1	1
546	было и	2	1
547	однако что	2	1
548	и затем	1	1
549	но есть	2	1
550	точке зрения	1	1
551	только по	2	1
552	не было	8	1
553	не решает	1	1
554	быть только	8	1
555	ничем не	1	1
556	нем и	3	1
557	всего мы	1	1
558	для этой	3	1
559	если это	1	1
560	что эти	1	1
561	может иметь	2	1
562	уже давно	1	1
563	мы дадим	1	1
564	есть общая	1	1
565	и живет	1	1
566	как одно	1	1
567	книге о	1	1
568	этих предметов	2	1
569	он будет	1	1
570	не существенно	1	1
571	смысле этого	1	1
572	или иного	3	1
573	и всей	1	1
574	шире и	1	1
575	бы его	1	1
576	я с	1	1
577	в это	2	1
578	и всех	1	1
579	этого слова	2	1
580	же мысль	1	1
581	ней в	1	1
582	принципиально иначе	1	1
583	нет ничего	1	1
584	к двум	1	1
585	в один	1	1
586	миров в	1	1
587	к пониманию	1	1
588	в единый	1	1
589	при таком	1	1
590	где и	1	1
591	она может	1	1
592	имеет какую-то	1	1
593	котором он	3	1
594	это можно	2	1
595	в результате	1	1
596	что сто	1	1
597	а все	3	1
598	он за	1	1
599	хотя и	1	1
