N	2gram	Bakhtin_Pr_3	Problemy
1	и не	29	34
2	как бы	27	28
3	в этом	16	25
4	то есть	1	24
5	у достоевского	13	24
6	в его	22	24
7	и в	34	23
8	точки зрения	8	21
9	может быть	19	21
10	в нем	19	20
11	а не	9	20
12	достоевского в	3	19
13	то что	11	18
14	с точки	4	15
15	для него	13	15
16	не только	10	13
17	рядом с	4	13
18	и его	16	13
19	не как	3	12
20	достоевского как	1	12
21	достоевского и	3	12
22	потому что	12	12
23	по отношению	5	11
24	таким образом	5	11
25	из подполья	36	11
26	о нем	2	11
27	в том	3	11
28	не может	19	11
29	в романе	1	11
30	в своей	3	11
31	отношению к	6	11
32	но и	12	11
33	то же	14	10
34	и на	6	10
35	это не	5	10
36	в то	12	10
37	так и	6	10
38	что он	23	10
39	если бы	4	10
40	это и	2	9
41	в пределах	6	9
42	последнее слово	4	9
43	этом смысле	4	9
44	том что	3	9
45	в одном	5	9
46	о себе	18	9
47	одним из	1	8
48	на мир	1	8
49	все эти	4	8
50	и как	3	8
51	в самом	8	8
52	в каждом	3	8
53	зрения на	1	8
54	как и	18	8
55	самого героя	3	8
56	говорит он	3	8
57	только в	6	8
58	уже не	2	8
59	вовсе не	11	8
60	в своем	2	8
61	но не	4	8
62	что в	7	8
63	в мире	4	7
64	с другими	4	7
65	по себе	3	7
66	же время	12	7
67	творчества достоевского	1	7
68	так как	4	7
69	прежде всего	15	7
70	достоевского с	1	7
71	в романах	3	7
72	все это	16	7
73	его творчества	1	7
74	а в	5	7
75	той же	2	6
76	а как	2	6
77	с его	6	6
78	за пределы	2	6
79	в кругозор	2	6
80	как в	4	6
81	романах достоевского	3	6
82	было бы	2	6
83	в жизни	2	6
84	несмотря на	1	6
85	не в	9	6
86	с ним	8	6
87	у него	4	6
88	героев и	1	6
89	ничего не	4	6
90	себе самом	5	6
91	самого достоевского	1	6
92	все в	1	6
93	в форме	2	6
94	слово героя	4	6
95	так же	8	6
96	там где	7	6
97	в человеке	2	6
98	не могут	1	6
99	в той	2	6
100	дело идет	5	6
101	для достоевского	4	6
102	жизни и	3	6
103	себя как	2	5
104	самом деле	13	5
105	ивана карамазова	3	5
106	самосознание героя	1	5
107	как мы	7	5
108	в сущности	11	5
109	еще не	4	5
110	во всех	2	5
111	с их	1	5
112	все же	7	5
113	и наконец	5	5
114	в себе	6	5
115	уже в	3	5
116	в плане	6	5
117	человека в	1	5
118	он и	5	5
119	произведениях достоевского	2	5
120	художественного мира	1	5
121	его целом	2	5
122	она не	1	5
123	между тем	3	5
124	достоевский не	1	5
125	в основе	1	5
126	никогда не	8	5
127	или как	2	5
128	этом отношении	1	5
129	и это	4	5
130	достоевского к	1	5
131	в построении	1	5
132	мире достоевского	3	5
133	героя не	1	5
134	и других	1	5
135	был бы	2	5
136	творчестве достоевского	5	5
137	в конце	5	5
138	что и	5	5
139	до конца	3	5
140	в творчестве	3	5
141	но это	4	5
142	лишь как	1	5
143	героя и	9	5
144	сказать что	2	5
145	на самом	11	4
146	нам кажется	1	4
147	вопрос о	2	4
148	достоевского мы	1	4
149	мира достоевского	1	4
150	конечно и	1	4
151	и самого	1	4
152	тем как	1	4
153	эта особенность	2	4
154	менее всего	1	4
155	в одной	3	4
156	перед нами	1	4
157	его к	3	4
158	и к	12	4
159	но в	16	4
160	но эта	1	4
161	в которой	2	4
162	бы и	4	4
163	в целом	5	4
164	является лишь	1	4
165	в этой	1	4
166	он не	15	4
167	его в	4	4
168	но именно	2	4
169	в процессе	1	4
170	того чтобы	1	4
171	но все	5	4
172	как не	1	4
173	и с	15	4
174	из одного	1	4
175	ним и	1	4
176	человека из	13	4
177	образ героя	1	4
178	одного сознания	1	4
179	и у	5	4
180	ни было	4	4
181	как раз	4	4
182	были бы	2	4
183	должна была	2	4
184	другого человека	5	4
185	себя самого	11	4
186	конце концов	3	4
187	не у	1	4
188	героя в	5	4
189	во всяком	5	4
190	например в	2	3
191	он может	2	3
192	идет о	1	3
193	это очень	1	3
194	по преимуществу	1	3
195	из его	4	3
196	он знает	2	3
197	на себя	1	3
198	я не	7	3
199	зависимости от	1	3
200	кругозор самого	1	3
201	он сам	5	3
202	бы то	4	3
203	то он	1	3
204	но как	4	3
205	себе и	5	3
206	могли бы	1	3
207	как другой	4	3
208	героев достоевского	4	3
209	стиля и	1	3
210	так сказать	2	3
211	всех этих	2	3
212	друг с	2	3
213	подобно тому	2	3
214	и тона	1	3
215	можно было	1	3
216	то ни	4	3
217	что все	4	3
218	сознание и	1	3
219	при этом	4	3
220	лишь в	5	3
221	он есть	2	3
222	кажется что	2	3
223	в них	2	3
224	достоевского нет	3	3
225	голосов в	3	3
226	в их	1	3
227	не столько	1	3
228	они уже	1	3
229	раз и	3	3
230	герои достоевского	1	3
231	самого начала	8	3
232	как будто	7	3
233	с другом	2	3
234	записок из	3	3
235	для его	2	3
236	и был	1	3
237	сочетается с	1	3
238	него самого	1	3
239	в себя	1	3
240	приводит к	1	3
241	его романов	1	3
242	а его	1	3
243	к нему	14	3
244	в другой	2	3
245	всяком случае	5	3
246	здесь с	1	3
247	себя в	1	3
248	со своим	1	3
249	его сознания	1	3
250	ни в	4	3
251	вопрос кто	1	3
252	друг друга	2	3
253	тем что	4	3
254	и даже	7	3
255	точек зрения	2	3
256	не было	2	3
257	более того	2	3
258	сознанию героя	1	3
259	образа героя	3	3
260	мы остановимся	4	3
261	этот принцип	1	3
262	и потому	2	3
263	тому как	2	3
264	со всею	2	3
265	в мир	1	3
266	в вас	1	3
267	и о	1	3
268	и для	8	3
269	сознания и	3	3
270	и все	19	3
271	из своего	4	3
272	бы в	3	3
273	человек из	7	3
274	самосознание и	1	3
275	себе самому	18	3
276	можно говорить	1	2
277	последним словом	2	2
278	отношения к	1	2
279	отношении к	7	2
280	для себя	6	2
281	вас нет	1	2
282	в первом	1	2
283	к другому	20	2
284	и самое	1	2
285	в обычном	2	2
286	мы уже	6	2
287	бы уже	3	2
288	ни того	1	2
289	совпадает с	2	2
290	говорить о	3	2
291	социальной действительности	1	2
292	степени как	1	2
293	он строит	1	2
294	для других	3	2
295	отличие от	2	2
296	герой как	1	2
297	его романа	1	2
298	в произведениях	2	2
299	мы должны	5	2
300	как нам	1	2
301	диалог в	2	2
302	делая его	1	2
303	в этот	2	2
304	сливается с	3	2
305	ни один	1	2
306	он в	4	2
307	романа но	1	2
308	роль в	1	2
309	достоевского по	2	2
310	ее как	3	2
311	друг другу	4	2
312	на его	4	2
313	как он	3	2
314	дано в	1	2
315	он все	3	2
316	и вот	5	2
317	и по	1	2
318	однако в	2	2
319	себя сам	1	2
320	здесь мы	1	2
321	авторского замысла	1	2
322	входит в	2	2
323	из них	5	2
324	ни одной	1	2
325	все равно	4	2
326	и тон	3	2
327	в точку	1	2
328	в один	1	2
329	остается в	2	2
330	ибо не	1	2
331	в этих	1	2
332	он понимает	1	2
333	и их	1	2
334	благодаря этому	2	2
335	в отношении	9	2
336	в котором	3	2
337	в отличие	2	2
338	в которых	2	2
339	нему и	5	2
340	что имеет	1	2
341	поэтому в	1	2
342	идея как	1	2
343	но он	3	2
344	по крайней	3	2
345	их в	3	2
346	сочетания голосов	1	2
347	даже в	5	2
348	заставляет его	1	2
349	тому что	2	2
350	да ведь	2	2
351	с миром	3	2
352	как можно	3	2
353	мысли в	1	2
354	на котором	1	2
355	одна из	1	2
356	его о	1	2
357	в вечность	1	2
358	какой бы	1	2
359	идей мыслей	1	2
360	на него	7	2
361	слова его	2	2
362	входят в	2	2
363	только с	3	2
364	именно потому	2	2
365	нет ни	2	2
366	чужому сознанию	3	2
367	и свое	1	2
368	для героя	1	2
369	оно не	1	2
370	в каждой	1	2
371	говорит сам	1	2
372	с ее	3	2
373	данном случае	1	2
374	самим собою	9	2
375	с самого	8	2
376	голоса в	2	2
377	и сам	5	2
378	слово о	7	2
379	что может	1	2
380	чужого сознания	3	2
381	он остается	1	2
382	о том	2	2
383	на вопрос	4	2
384	никак не	1	2
385	до сих	1	2
386	можно сказать	1	2
387	и во	3	2
388	во всей	1	2
389	крайней мере	3	2
390	наконец в	3	2
391	подполья и	1	2
392	для самого	1	2
393	как например	1	2
394	один из	2	2
395	тот же	2	2
396	достоевского его	1	2
397	лишь на	2	2
398	хотя бы	5	2
399	поэтому и	1	2
400	сколько в	1	2
401	в большинстве	2	2
402	ни одного	5	2
403	героя с	1	2
404	слов героя	1	2
405	большинстве случаев	3	2
406	за ним	2	2
407	ведь это	1	2
408	и навсегда	1	2
409	с собою	6	2
410	автора а	1	2
411	его произведениях	1	2
412	к той	1	2
413	достоевский и	1	2
414	для того	1	2
415	того что	5	2
416	выходит за	2	2
417	с другой	4	2
418	себя и	8	2
419	к человеку	1	2
420	на этот	1	2
421	слову героя	2	2
422	него не	1	2
423	ни на	1	2
424	вместе с	4	2
425	к себе	17	2
426	из которых	1	2
427	самом построении	1	2
428	в изображении	1	2
429	это в	2	2
430	в данном	1	2
431	выйти за	1	2
432	да и	4	2
433	у ивана	1	2
434	этого слова	7	2
435	него в	1	2
436	сих пор	1	2
437	в основном	1	2
438	отличается от	2	2
439	у вас	2	2
440	романа впервые	1	2
441	но для	3	2
442	кто он?	1	2
443	нисколько не	2	2
444	мире а	2	2
445	и самостоятельности	1	2
446	такой образ	1	2
447	слова но	1	2
448	великого инквизитора	2	2
449	и само	1	2
450	его творчестве	1	2
451	человек и	2	2
452	но у	1	2
453	слово в	2	2
454	достоевский заставляет	2	2
455	между ними	1	2
456	из тех	1	2
457	другой стороны	3	2
458	время не	2	2
459	таким же	1	2
460	в своих	1	2
461	как на	2	2
462	от этой	2	1
463	если б	2	1
464	в применении	1	1
465	мы замечаем	1	1
466	и действительно	1	1
467	тон рассказа	1	1
468	завершить его	1	1
469	самим по	1	1
470	характер или	1	1
471	о сочетании	1	1
472	принципы построения	1	1
473	ее до	1	1
474	он хотел	1	1
475	его жизненного	1	1
476	с голосами	1	1
477	в житии	1	1
478	оно может	1	1
479	и больше	1	1
480	собою в	1	1
481	мышкиным и	1	1
482	самом рассказе	1	1
483	из всех	1	1
484	со всех	1	1
485	на первом	1	1
486	что если	1	1
487	и тут	2	1
488	концу даже	1	1
489	которой достоевский	1	1
490	и идеологической	1	1
491	он как	4	1
492	есть нечто	1	1
493	в каждый	1	1
494	время как	1	1
495	то новое	1	1
496	и завершающей	1	1
497	слова о	4	1
498	но даже	1	1
499	и со	2	1
500	по замыслу	12	1
501	тон в	1	1
502	внутрь в	1	1
503	в письме	1	1
504	хотя конечно	1	1
505	как впрочем	1	1
506	авторское слово	2	1
507	и он	2	1
508	в ней	3	1
509	себе значит	1	1
510	и происходит	2	1
511	в монологическом	1	1
512	в чем	5	1
513	начала все	1	1
514	не довлеет	1	1
515	в двойнике	8	1
516	отдельных героев	1	1
517	как если	1	1
518	друг к	1	1
519	его стиля	2	1
520	совсем не	3	1
521	и открыто	2	1
522	к которой	1	1
523	макара долгорукого	1	1
524	не входит	2	1
525	в план	1	1
526	к слову	2	1
527	ответ на	1	1
528	а и	1	1
529	вступают в	1	1
530	отношение к	6	1
531	можно прямо	1	1
532	нет и	3	1
533	да так	1	1
534	что они	6	1
535	диалога и	2	1
536	чем же	1	1
537	с этим	2	1
538	вот как	3	1
539	есть они	1	1
540	как последняя	1	1
541	что касается	1	1
542	может найти	1	1
543	в полном	1	1
544	еще больше	1	1
545	своему предмету	6	1
546	хотя и	3	1
547	отношении друг	1	1
548	и внутреннюю	2	1
549	это многообразие	1	1
550	и каждое	1	1
551	не являются	1	1
552	уже совсем	1	1
553	ясно и	1	1
554	и отчасти	1	1
555	тон и	2	1
556	художественный замысел	1	1
557	то в	2	1
558	за собой	3	1
559	и диалектический	1	1
560	себе как	2	1
561	что это	5	1
562	всего романа	2	1
563	бы сказать	1	1
564	еще далеко	2	1
565	чем бы	1	1
566	ему никаких	1	1
567	свои мысли	1	1
568	беспорядочным началом	1	1
569	в рассказах	1	1
570	сердце ваше	1	1
571	бы только	1	1
572	и до	1	1
573	чем его	1	1
574	но ведь	1	1
575	в братьях	3	1
576	но на	4	1
577	достоевского вовсе	1	1
578	героя к	2	1
579	исповеди с	2	1
580	вследствие этого	2	1
581	а вовсе	2	1
582	зрения его	1	1
583	этот процесс	1	1
584	вообще не	2	1
585	вас и	2	1
586	больше всего	1	1
587	в первых	2	1
588	он ни	3	1
589	к миру	1	1
590	возвышает его	1	1
591	к герою	7	1
592	высшей степени	3	1
593	обнаженной форме	1	1
594	он должен	2	1
595	же это	1	1
596	к одному	3	1
597	и более	1	1
598	ни были	1	1
599	характер в	1	1
600	не разрешает	1	1
601	он старается	4	1
602	всего то	1	1
603	плана и	1	1
604	входящих в	1	1
605	о мире	8	1
606	одно и	1	1
607	ни был	4	1
608	они согласны	1	1
609	значительной степени	1	1
610	от какой	1	1
611	что почти	1	1
612	же не	2	1
613	значение в	1	1
614	об этом	1	1
615	и внутренняя	1	1
616	те же	2	1
617	к другу	1	1
618	них не	1	1
619	все голоса	1	1
620	знает что	3	1
621	другому моменту	1	1
622	и сердце	1	1
623	приходит в	1	1
624	делает его	1	1
625	была быть	1	1
626	был очень	1	1
627	его ум	1	1
628	и примирения	1	1
629	дурную бесконечность	1	1
630	последние слова	1	1
631	тех которые	1	1
632	в высшей	3	1
633	другу как	1	1
634	далеко не	3	1
635	в главе	1	1
636	а прежде	2	1
637	личности не	1	1
638	достоевского вот	1	1
639	нами особенность	1	1
640	построения как	1	1
641	и вне	1	1
642	что весь	1	1
643	меня но	1	1
644	его слово	4	1
645	литературных произведений	1	1
646	даже там	1	1
647	структурными элементами	1	1
648	должно быть	3	1
649	его слова	3	1
650	как таковой	1	1
651	сознанию и	1	1
652	я ты	1	1
653	достоевского что	2	1
654	себе все	1	1
655	их на	1	1
656	в эту	1	1
657	другом как	1	1
658	идеологической позиции	1	1
659	изменяется сравнительно	1	1
660	нет этих	1	1
661	места в	1	1
662	к правде	2	1
663	во взаимодействии	1	1
664	этот замысел	1	1
665	и при	1	1
666	если и	2	1
667	человеку как	1	1
668	сказать так	1	1
669	что такое	2	1
670	преломления в	1	1
671	можно найти	1	1
672	замыслу достоевского	7	1
673	в бедных	1	1
674	о герое	1	1
675	сам и	2	1
676	в рассказ	3	1
677	знает и	7	1
678	несколько дальше	2	1
679	является поэтому	1	1
680	определение человека	1	1
681	от себя	6	1
682	каждого голоса	1	1
683	своего рода	2	1
684	признать что	2	1
685	знает сам	1	1
686	и другого	3	1
687	не менее	3	1
688	дан в	1	1
689	героя у	1	1
690	теми же	1	1
