N	3gram	Propp_Isto_5	Hudozhes
1	в том что	2	11
2	по отношению к	2	7
3	о том что	4	7
4	подобно тому как	1	4
5	то же время	1	4
6	в то же	1	4
7	в самом деле	1	3
8	не может быть	3	3
9	как и в	2	3
10	с одной стороны	7	3
11	для того чтобы	3	3
12	тем не менее	4	3
13	в соответствии с	1	3
14	состоит в том	1	2
15	а не в	1	2
16	о том как	2	2
17	с точки зрения	1	2
18	только в том	1	2
19	до сих пор	2	2
20	только тем что	1	2
21	но тем не	1	2
22	так же как	3	2
23	в данном случае	2	2
24	все они были	1	2
25	не только в	2	2
26	на другой день	1	2
27	и т д	18	2
28	в тот момент	1	1
29	а не человека	1	1
30	не мешает ему	1	1
31	это уже не	2	1
32	на том что	2	1
33	с ним о	1	1
34	не человека в	1	1
35	об этом говорит	1	1
36	это было бы	1	1
37	но то что	1	1
38	же как и	2	1
39	что он уже	1	1
40	здесь и кроется	1	1
41	и в других	1	1
42	что он не	1	1
43	связывает его с	1	1
44	что не только	1	1
45	том числе и	1	1
46	точно так же	1	1
47	а иногда и	1	1
48	только для того	1	1
49	в это время	2	1
50	мы знаем что	4	1
51	тем что он	2	1
52	сказывается и в	1	1
53	он возвращается в	1	1
54	на этом свете	1	1
55	то время как	1	1
56	не только для	1	1
57	и потому не	1	1
58	с другой стороны	8	1
59	на наших глазах	1	1
60	в то время	1	1
61	в этом случае	7	1
62	еще не совсем	3	1
63	но и для	1	1
64	с самого начала	1	1
65	но все же	4	1
66	можно сказать что	1	1
67	не было ни	1	1
68	тот момент когда	1	1
69	как мы знаем	1	1
70	после того как	3	1
71	в том числе	1	1
72	момент когда он	1	1
73	но как только	1	1
74	говорит о нем	1	1
75	что и в	2	1
76	в пределах одного	1	1
