N	3gram	Vygotskiy__2	Komedia
1	к тому же	1	10
2	в том что	21	5
3	за то что	1	4
4	на этот раз	1	4
5	о том что	4	4
6	для того чтобы	10	4
7	по отношению к	5	3
8	в том числе	3	3
9	ли можно сомневаться	2	3
10	в связи с	6	3
11	едва ли можно	2	3
12	сомневаться в том	1	2
13	в силу этого	1	2
14	в этом смысле	2	2
15	можно сомневаться в	1	2
16	в частности в	1	2
17	до сих пор	1	2
18	в отличие от	3	2
19	бы то ни	1	2
20	было бы ожидать	1	2
21	то ни было	1	2
22	с одной стороны	7	2
23	то что он	2	2
24	во всяком случае	6	2
25	после того как	1	2
26	можно было бы	5	2
27	друг с другом	2	2
28	речь идет о	2	2
29	должны были бы	2	1
30	других человеческих типов	1	1
31	между небом и	1	1
32	сводится к тому	1	1
33	один ряд с	1	1
34	и к тому	1	1
35	как и во	1	1
36	в самом деле	4	1
37	в том же	2	1
38	вытекает из того	1	1
39	с точки зрения	18	1
40	на первый план	1	1
41	нечто подобное происходит	1	1
42	только в том	1	1
43	имеет в виду	1	1
44	небом и землей	1	1
45	том случае если	1	1
46	с самого начала	1	1
47	наряду с этим	1	1
48	мы находим в	1	1
49	то что в	1	1
50	том числе и	3	1
51	ни у кого	1	1
52	не последнюю роль	1	1
53	точно так же	1	1
54	могла бы быть	1	1
55	и вовсе не	1	1
56	в том случае	1	1
57	а вместе с	1	1
58	так как он	1	1
59	они говорят и	1	1
60	того чтобы дать	1	1
61	представление о том	1	1
62	той или иной	1	1
63	по этому вопросу	1	1
64	в один ряд	1	1
65	по сравнению с	5	1
66	втором году жизни	1	1
67	благодаря тому что	1	1
68	само по себе	2	1
69	с другой стороны	1	1
70	таким образом и	1	1
71	вместо того чтобы	1	1
72	не может быть	6	1
73	среди других человеческих	1	1
74	более или менее	2	1
75	у него в	1	1
76	у кого не	1	1
77	что он не	2	1
78	то обстоятельство что	1	1
79	последнюю роль играет	1	1
80	уже в самом	1	1
81	чтобы с помощью	1	1
82	связи с этим	1	1
83	на протяжении всего	2	1
84	в пользу такого	1	1
85	и в самом	2	1
86	друг от друга	2	1
87	насколько мы знаем	1	1
88	независимо друг от	2	1
89	к выводу что	1	1
90	независимо от его	1	1
91	как мы видели	1	1
