N	3gram	Bakhtin_Pr_4	Hudozhes
1	в том что	2	11
2	по отношению к	5	7
3	о том что	2	7
4	то же время	5	4
5	в то же	5	4
6	к тому что	1	4
7	а между тем	1	3
8	в самом деле	4	3
9	но при этом	1	3
10	не может быть	8	3
11	как и в	3	3
12	с одной стороны	1	3
13	однако в этом	1	2
14	с точки зрения	9	2
15	рядом с собой	2	2
16	до сих пор	8	2
17	и в то	1	2
18	хотя бы и	1	2
19	можно было бы	2	2
20	так же как	1	2
21	в данном случае	1	2
22	не только в	1	2
23	к тому же	1	2
24	более глубокое и	1	1
25	на чужое слово	11	1
26	обойтись без другого	1	1
27	нет и не	2	1
28	с чужого голоса	1	1
29	той или иной	2	1
30	дело в том	2	1
31	себе и к	1	1
32	в котором он	1	1
33	отношению к этой	1	1
34	же как и	1	1
35	как раз и	3	1
36	которое могло бы	1	1
37	и в других	2	1
38	между тем как	1	1
39	в этом произведении	1	1
40	том числе и	3	1
41	с самим собою	3	1
42	с самим собой	2	1
43	жизни но именно	1	1
44	на старости лет	1	1
45	к себе и	1	1
46	в значительной степени	1	1
47	у него в	1	1
48	перед нами в	1	1
49	а не как	1	1
50	так или иначе	1	1
51	все же не	1	1
52	он уже не	1	1
53	на фоне его	1	1
54	отношению к чужому	2	1
55	и в жизни	1	1
56	во втором эпизоде	1	1
57	с другой стороны	3	1
58	и т.п в	1	1
59	бы не было	1	1
60	внешней и внутренней	1	1
61	не могло быть	1	1
62	в этом случае	1	1
63	берет на себя	1	1
64	с самого начала	1	1
65	к чужому слову	5	1
66	но все же	1	1
67	можно сказать что	2	1
68	как мы знаем	1	1
69	друг от друга	1	1
70	в жизни и	1	1
71	если бы не	1	1
72	как бы в	3	1
73	после того как	1	1
74	у нее нет	1	1
75	в одном из	2	1
76	в художественном мире	1	1
77	на пороге его	1	1
78	в том числе	4	1
79	если бы оно	1	1
80	в себе самом	2	1
81	о нем он	1	1
82	и все что	1	1
83	о том же	2	1
84	в своей жизни	1	1
85	в пределах одного	6	1
