N	2gram	Medvedev_F_3	Problemy
1	и не	30	31
2	и в	27	29
3	в его	7	24
4	может быть	25	24
5	в этом	18	22
6	а не	17	22
7	т е	32	21
8	в нем	15	19
9	точки зрения	16	19
10	как бы	8	19
11	для него	1	18
12	у достоевского	1	16
13	не только	9	15
14	то что	8	15
15	то же	15	14
16	не как	2	14
17	и его	19	14
18	но и	10	14
19	в пределах	8	13
20	с точки	14	13
21	уже не	3	13
22	таким образом	18	12
23	как и	14	12
24	не может	24	12
25	в самом	11	10
26	этом смысле	2	10
27	в то	7	10
28	только в	8	10
29	в одном	1	10
30	там где	7	10
31	видения и	4	10
32	героя и	2	10
33	все эти	6	9
34	с его	2	9
35	все же	6	9
36	это не	3	9
37	если бы	12	9
38	в единство	2	9
39	же время	7	9
40	о нем	3	9
41	одного сознания	1	9
42	но не	5	9
43	в романе	4	9
44	по отношению	3	8
45	что в	8	8
46	по себе	4	8
47	в каждом	5	8
48	как не	2	8
49	в том	7	8
50	что он	6	8
51	потому что	7	8
52	до конца	4	8
53	в своем	2	8
54	в своей	6	8
55	отношению к	3	8
56	и на	3	7
57	за пределы	2	7
58	и как	4	7
59	но в	6	7
60	в себе	3	7
61	зрения на	1	7
62	входит в	8	7
63	с другими	1	7
64	том что	4	7
65	не в	12	7
66	вовсе не	28	7
67	она не	4	7
68	так и	21	7
69	лишь как	3	7
70	в форме	1	7
71	прежде всего	4	7
72	мира и	1	7
73	а в	1	7
74	одним из	3	6
75	самом деле	16	6
76	так же	9	6
77	менее всего	4	6
78	в кругозор	2	6
79	в одной	5	6
80	как в	4	6
81	в целом	4	6
82	выражение в	1	6
83	что она	2	6
84	в мире	1	6
85	его в	7	6
86	его целом	1	6
87	в самой	2	6
88	могут быть	4	6
89	говорит он	5	6
90	в единстве	5	6
91	был бы	2	6
92	в конце	3	6
93	так как	9	6
94	как раз	8	6
95	и потому	5	6
96	не могут	10	6
97	все это	7	6
98	на самом	14	5
99	это и	2	5
100	должна быть	3	5
101	в зависимости	5	5
102	той же	3	5
103	литературы о	1	5
104	же что	2	5
105	зависимости от	5	5
106	с их	1	5
107	он не	1	5
108	но все	1	5
109	было бы	6	5
110	он и	3	5
111	автора и	1	5
112	построения романа	2	5
113	одной плоскости	3	5
114	в сущности	2	5
115	и это	2	5
116	и о	1	5
117	еще не	6	5
118	с ним	1	5
119	ничего не	2	5
120	между тем	7	5
121	именно в	1	5
122	и др	2	5
123	более того	6	5
124	мира в	1	5
125	в творчестве	1	5
126	дело идет	3	5
127	сознания и	2	5
128	конце концов	2	5
129	во всяком	6	5
130	и т	11	4
131	поэтому и	2	4
132	так чтобы	2	4
133	тем как	1	4
134	стиля и	1	4
135	бы и	3	4
136	является лишь	4	4
137	в этой	2	4
138	так сказать	5	4
139	перестает быть	2	4
140	не значит	2	4
141	человека в	2	4
142	должно быть	1	4
143	но эта	2	4
144	их в	3	4
145	даже в	2	4
146	раз и	3	4
147	как мы	8	4
148	в процессе	15	4
149	в основе	3	4
150	от того	2	4
151	все то	1	4
152	в произведении	3	4
153	в плоскости	5	4
154	и с	3	4
155	из одного	2	4
156	в построении	1	4
157	и следовательно	3	4
158	в литературе	6	4
159	тем что	5	4
160	что и	2	4
161	превращается в	2	4
162	не было	1	4
163	не на	3	4
164	что же	5	4
165	другого человека	1	4
166	но это	2	4
167	и для	6	4
168	в результате	5	4
169	героя в	3	4
170	они не	4	4
171	отношения к	2	3
172	отношении к	1	3
173	он может	2	3
174	и самое	1	3
175	до простой	1	3
176	от характера	1	3
177	не входит	1	3
178	себе и	1	3
179	плоскости с	1	3
180	в художественном	5	3
