N	2gram	Bakhtin_fo_2	slovoVRo
1	и в	46	41
2	в нем	5	30
3	и т	14	28
4	то есть	10	26
5	т п	11	23
6	в романе	13	21
7	в роман	2	19
8	могут быть	2	19
9	во всех	11	17
10	не только	11	16
11	и не	9	16
12	точки зрения	10	16
13	но и	9	16
14	а не	4	15
15	то же	8	14
16	и на	7	14
17	в то	5	14
18	и его	12	14
19	в пределах	5	14
20	может быть	7	14
21	и др	5	14
22	не может	2	14
23	слова и	3	13
24	в сущности	2	13
25	в его	8	13
26	в этом	22	12
27	до конца	2	12
28	же время	4	12
29	как бы	10	12
30	так и	7	11
31	в большинстве	3	10
32	в той	2	10
33	себя в	1	9
34	все эти	5	9
35	таким образом	3	9
36	той или	1	9
37	или иной	2	9
38	точка зрения	3	8
39	как в	4	8
40	но в	10	8
41	на его	1	8
42	с точки	8	8
43	как мы	6	8
44	в особенности	6	8
45	может не	1	8
46	прежде всего	14	8
47	отношение к	3	7
48	все же	6	7
49	в своей	1	7
50	не в	9	7
51	вовсе не	13	7
52	с ним	4	7
53	и следовательно	1	7
54	всех его	1	7
55	романного жанра	1	7
56	все они	3	7
57	во всяком	2	7
58	того же	3	6
59	при этом	6	6
60	это не	2	6
61	в них	7	6
62	в отношении	2	6
63	слова как	1	6
64	оно не	1	6
65	только в	11	6
66	большинстве случаев	3	6
67	и даже	3	6
68	а в	3	6
69	и к	2	5
70	в самом	1	5
71	так сказать	7	5
72	т д	3	5
73	далеко не	2	5
74	все это	6	5
75	в основе	6	5
76	не на	3	5
77	как его	2	5
78	точек зрения	1	5
79	с другой	2	5
80	и непосредственно	1	5
81	еще более	4	5
82	почти вовсе	2	5
83	романа и	1	5
84	на своем	1	5
85	ту же	2	4
86	по преимуществу	1	4
87	в ней	1	4
88	еще не	6	4
89	с его	1	4
90	за пределы	1	4
91	и наконец	6	4
92	в которой	1	4
93	всех этих	7	4
94	не как	1	4
95	в каждом	1	4
96	связанных с	3	4
97	и с	6	4
98	лишь в	2	4
99	как и	8	4
100	речь на	1	4
101	автора и	2	4
102	в их	3	4
103	том же	4	4
104	преимущественно в	1	4
105	и для	9	4
106	лежит в	2	4
107	с ее	1	4
108	все его	4	4
109	один из	2	4
110	ли он	1	4
111	с одной	2	4
112	рядом с	2	4
113	одной стороны	1	4
114	и все	6	4
115	там где	2	4
116	и потому	2	4
117	у стерна	1	4
118	и от	2	4
119	в смысле	5	4
120	кроме того	3	4
121	здесь в	6	4
122	быть и	2	4
123	другой стороны	1	4
124	также и	4	3
125	жизни поэтому	1	3
126	почти всегда	2	3
127	данном случае	1	3
128	в своем	5	3
129	бы и	1	3
130	из этих	4	3
131	выражение в	1	3
132	прямой и	1	3
133	в себе	4	3
134	его но	1	3
135	связанные с	5	3
136	в поэзии	2	3
137	вообще не	1	3
138	и сам	1	3
139	и почти	2	3
140	его в	6	3
141	было бы	2	3
142	лишь на	1	3
143	он не	5	3
144	и ее	1	3
145	от его	1	3
146	точку зрения	1	3
147	которые в	1	3
148	она не	2	3
149	следовательно и	3	3
150	никогда не	6	3
151	в разных	1	3
152	и здесь	1	3
153	не могут	1	3
154	к тому	3	3
155	романе в	6	3
156	и этим	1	3
157	романа у	2	3
158	но здесь	2	3
159	автора к	1	3
160	формы и	1	3
161	о том	4	3
162	не выходит	1	3
163	и во	6	3
164	у рабле	18	3
165	в него	1	3
166	того что	3	3
167	в том	10	3
168	словом и	2	3
169	поэтому и	1	3
170	бы ни	1	3
171	в качестве	3	3
172	конечно не	4	3
173	и других	2	3
174	из них	8	3
175	для него	3	3
176	так как	6	3
177	у него	9	3
178	как такового	1	3
179	выходит за	1	3
180	именно в	2	3
181	в свою	1	3
182	романа в	2	3
183	смысла и	2	3
184	не было	3	3
185	более того	1	3
186	в истории	4	3
187	не были	2	3
188	с этим	5	3
189	в данном	2	3
190	есть как	1	3
191	по существу	5	3
192	с этой	4	3
193	как только	1	3
194	в основном	8	3
195	форм и	1	3
196	мы найдем	1	3
197	в результате	1	3
198	лишь как	1	3
199	но эти	3	3
200	смысле слова	2	2
201	например в	1	2
202	на самом	1	2
203	то в	2	2
204	них как	1	2
205	в котором	4	2
206	оно было	2	2
207	мы уже	9	2
208	а как	1	2
209	мы не	1	2
210	время как	1	2
211	роман в	2	2
212	они были	2	2
213	конечно и	1	2
214	свою очередь	1	2
215	и то	1	2
216	между собой	1	2
217	как вещь	1	2
218	в широком	1	2
219	по своему	2	2
220	в ее	1	2
221	но не	5	2
222	и речи	1	2
223	между словом	1	2
224	что они	4	2
225	сих пор	2	2
226	хотя и	3	2
227	от этого	2	2
228	другом случае	1	2
229	эпохи и	2	2
230	и те	1	2
231	не могла	2	2
232	а вовсе	1	2
233	широком смысле	1	2
234	перестает быть	2	2
235	они в	1	2
236	и единство	1	2
237	и по	3	2
238	на этом	2	2
239	всех своих	1	2
240	одно и	1	2
241	те же	6	2
242	нисколько не	1	2
243	был бы	1	2
244	том что	4	2
245	в этих	3	2
246	романе на	1	2
247	могут не	1	2
248	у филдинга	1	2
249	но он	2	2
250	друг другу	2	2
251	и эти	1	2
252	без всяких	1	2
253	войти в	1	2
254	уже сказали	3	2
255	где нет	1	2
256	тому что	1	2
257	и стиль	2	2
258	и проч	1	2
259	или вовсе	1	2
260	из него	1	2
261	самый язык	1	2
262	такая же	1	2
263	у нас	2	2
264	в духе	2	2
265	на протяжении	3	2
266	вокруг него	1	2
267	всегда в	1	2
268	и самое	4	2
269	и о	2	2
270	в зоне	2	2
271	зрения не	3	2
272	то время	1	2
273	при всех	1	2
274	так в	1	2
275	роль в	3	2
276	из одного	1	2
277	и вообще	1	2
278	в другом	3	2
279	за пределами	1	2
280	др и	1	2
281	можно сказать	2	2
282	а также	3	2
283	романа как	1	2
284	жизни но	2	2
285	форм для	1	2
286	в пародийном	1	2
287	наконец в	2	2
288	исторического развития	1	2
289	и самая	2	2
290	и одновременно	1	2
291	здесь не	2	2
292	мы видим	2	2
293	из многих	1	2
294	между тем	1	2
295	и тем	1	2
296	где они	1	2
297	так что	4	2
298	связи с	8	2
299	уже не	3	2
300	и у	5	2
301	в виде	1	2
302	как более	1	2
303	характерно что	2	2
304	он весь	1	2
305	в одном	7	2
306	для того	8	2
307	до сих	2	2
308	с другом	4	2
309	на которые	1	2
310	пародии на	1	2
311	романа но	1	2
312	а на	2	2
313	для романа	3	2
314	совершенно не	1	2
315	что все	2	2
316	в частности	5	2
317	так же	2	2
318	его как	1	2
319	которые являются	1	2
320	и связанных	1	2
321	быть только	1	2
322	со всею	1	2
323	друг с	4	2
324	должно быть	5	2
325	особенности на	1	2
326	этом случае	2	2
327	в условиях	1	2
328	и слово	1	2
329	не является	3	2
330	одна из	1	2
331	у них	2	2
332	интерес к	1	2
333	потому что	8	2
334	обстоит дело	1	2
335	основе их	1	2
336	между ними	2	2
337	сказать что	1	2
338	они как	1	2
339	одновременно и	1	2
340	к этому	3	2
341	себя как	1	1
342	и замкнутого	1	1
343	в скрытой	1	1
344	к полному	1	1
345	в обычном	1	1
346	не находя	1	1
347	тех же	1	1
348	словами и	1	1
349	и есть	2	1
350	чего не	1	1
351	из самых	2	1
352	и до	2	1
353	и степени	1	1
354	не имеют	1	1
355	действительности и	1	1
356	в германии	1	1
357	которыми он	1	1
358	тридевять земель	1	1
359	в несколько	1	1
360	со всех	1	1
361	для своего	1	1
362	мы имеем	2	1
363	и свой	1	1
364	что уже	1	1
365	большой литературы	1	1
366	и художественное	1	1
367	место в	4	1
368	для рабле	2	1
369	дается описание	1	1
370	полное и	1	1
371	и он	4	1
372	форм в	1	1
373	героев в	1	1
374	развитие романа	1	1
375	всех сторон	1	1
376	литературе и	1	1
377	он был	2	1
378	без всякого	2	1
379	непосредственно после	1	1
380	а следовательно	3	1
381	не исчерпываются	1	1
382	и существенного	1	1
383	могло быть	1	1
384	но как	1	1
385	не входит	1	1
386	со всеми	2	1
387	эта зона	1	1
388	в общем	1	1
389	менее всего	1	1
390	отличие от	1	1
391	друга и	1	1
392	построения этого	1	1
393	связи и	1	1
394	в настоящем	1	1
395	истории романа	3	1
396	с процессами	1	1
397	характер и	1	1
398	в одной	2	1
399	его на	1	1
400	его стиль	1	1
401	из уст	1	1
402	в значительной	1	1
403	какие бы	1	1
404	что как	1	1
405	на анализе	2	1
406	в очень	1	1
407	целый ряд	3	1
408	что по	1	1
409	его к	1	1
410	имеют громадное	1	1
411	в этот	3	1
412	своего выражения	1	1
413	в себя	2	1
414	в письмах	1	1
415	этот новый	1	1
416	имеем в	3	1
417	бы не	1	1
418	в этой	2	1
419	пародийного разрушения	1	1
420	жанров но	1	1
421	совершенно новые	1	1
422	и тот	1	1
423	только один	2	1
424	истории литературного	1	1
425	вследствие этого	1	1
426	с чем	1	1
427	было с	1	1
428	лицемерие и	1	1
429	за тридевять	1	1
430	было предложено	1	1
431	не значит	1	1
432	мир как	1	1
433	него есть	2	1
434	по всем	2	1
435	и было	4	1
436	характерное для	2	1
437	можно выделить	2	1
438	по аналогии	2	1
439	ни был	1	1
440	в основу	1	1
441	человека в	6	1
442	слова связанные	1	1
443	а затем	3	1
444	в состоянии	1	1
445	ним в	1	1
446	вещи и	2	1
447	является конечно	1	1
448	них не	1	1
449	этих форм	5	1
450	здесь как	1	1
451	есть не	1	1
452	особенно в	2	1
453	моменты в	1	1
454	ощущение и	1	1
455	которая в	1	1
456	чаще всего	1	1
457	литературной и	1	1
458	смерть и	8	1
459	ни в	1	1
460	о которых	1	1
461	и уже	1	1
462	времени вне	1	1
463	несмотря на	1	1
464	мы видели	2	1
465	чем в	1	1
466	на этот	1	1
467	рабле очень	1	1
468	в один	1	1
469	и того	1	1
470	смысл и	1	1
471	и становится	2	1
472	об особом	1	1
473	как все	1	1
474	конечно что	1	1
475	целого но	1	1
476	что всякий	1	1
477	не столько	1	1
478	в отличие	1	1
479	в которых	3	1
480	бытового и	1	1
481	одном из	2	1
482	нет объемлющего	1	1
483	путем их	1	1
484	обращение к	1	1
485	и более	2	1
486	однако в	1	1
487	в устах	1	1
488	например и	1	1
489	мира он	1	1
490	самого начала	1	1
491	правда в	1	1
492	здесь на	1	1
493	героев и	4	1
494	но только	1	1
495	того чтобы	8	1
496	на котором	2	1
497	дело в	1	1
498	в самой	2	1
499	пародийном плане	1	1
500	и речевой	1	1
501	и лишь	1	1
502	слову и	1	1
503	в другую	1	1
504	по своей	1	1
505	людей и	2	1
506	которого еще	2	1
507	во всем	1	1
508	подвергается здесь	1	1
509	входят в	1	1
510	этом отношении	2	1
511	котором в	1	1
512	точном смысле	1	1
513	за ними	4	1
514	гриммельсхаузена у	1	1
515	в стиле	1	1
516	среди них	1	1
517	очень часто	2	1
518	иронии и	1	1
519	во все	2	1
520	всего в	3	1
521	здесь они	2	1
522	его с	1	1
523	первые ряды	1	1
524	должен быть	1	1
525	и это	2	1
526	и глубоких	1	1
527	в виду	3	1
528	форм эти	1	1
529	свои силы	1	1
530	смерти в	11	1
531	с самого	1	1
532	культуры и	1	1
533	на свой	1	1
534	дано в	2	1
535	смысле но	1	1
536	и совершенно	3	1
537	в нескольких	1	1
538	и которые	1	1
539	того и	1	1
540	для всякого	1	1
541	и прошлым	1	1
542	и среди	1	1
543	в плоскости	2	1
544	как большая	1	1
545	этим в	1	1
546	жизнь и	3	1
547	если бы	1	1
548	громадное значение	5	1
549	находится в	2	1
550	все дело	1	1
551	становится здесь	1	1
552	сводится к	1	1
553	описаниями они	1	1
554	не был	2	1
555	в действительной	2	1
556	эта точка	1	1
557	и что	1	1
558	его жизни	4	1
559	в материале	1	1
560	романа мы	1	1
561	оно ни	1	1
562	в различных	1	1
563	как у	3	1
564	это было	1	1
565	специфические формы	2	1
566	на всех	1	1
567	для романного	1	1
568	борьба с	3	1
569	существенных героев	1	1
570	нуждается в	1	1
571	на одном	1	1
572	что и	3	1
573	существенную роль	1	1
574	и только	2	1
575	которые он	1	1
576	непосредственно в	1	1
577	которой все	1	1
578	явления и	2	1
579	на нескольких	1	1
580	скрытой форме	1	1
581	все формы	1	1
582	исчерпываются все	1	1
583	например при	1	1
584	в литературе	2	1
585	социальных низов	2	1
586	время в	1	1
587	в двух	2	1
588	тот же	3	1
589	п в	1	1
590	могла быть	1	1
591	дело с	1	1
592	вступить в	1	1
593	и так	2	1
594	в самое	1	1
595	в литературу	2	1
596	у гриммельсхаузена	1	1
597	именно на	1	1
598	есть в	1	1
599	и они	3	1
600	чем они	2	1
601	вернуться к	1	1
602	рано или	1	1
603	самых основных	2	1
604	новые моменты	1	1
605	специфическая особенность	1	1
606	ни с	1	1
607	сам он	1	1
608	тяготеющие к	1	1
609	и их	4	1
610	к ним	2	1
611	фабльо и	1	1
612	но что	1	1
613	только с	1	1
614	каждый из	2	1
615	другом в	1	1
616	чтобы не	1	1
617	в форме	3	1
618	протяжении всего	2	1
619	др все	1	1
620	момент в	1	1
621	эти формы	2	1
622	нет и	3	1
623	пересекается с	4	1
624	или поздно	1	1
625	со всем	1	1
626	влияние на	2	1
627	последнем счете	2	1
628	введения и	1	1
629	он часто	1	1
630	и прежде	3	1
631	развития эти	1	1
632	и сплошь	2	1
633	здесь эта	1	1
634	которых оно	1	1
635	себя и	3	1
636	что не	1	1
637	были созданы	1	1
638	них и	1	1
639	подводится под	1	1
640	то и	1	1
641	которых мы	1	1
642	как явление	2	1
643	после этих	1	1
644	ничем не	1	1
645	и самый	2	1
646	занимает в	1	1
647	его по	1	1
648	о чем	3	1
649	больших и	1	1
650	мира в	3	1
651	он и	1	1
652	в руках	1	1
653	с помощью	3	1
654	эти особенности	1	1
655	п на	1	1
656	явления которые	1	1
657	на смерть	3	1
658	вместе с	9	1
659	литературных форм	1	1
660	и иной	1	1
661	нужно отнести	1	1
662	и глубоко	1	1
663	установкой на	1	1
664	на границе	3	1
665	не понимать	1	1
666	у автора	1	1
667	его продолжение	1	1
668	да и	1	1
669	возможны различные	1	1
670	в уже	1	1
671	и самых	1	1
672	были слишком	1	1
673	себе место	1	1
674	мы коснулись	1	1
675	в это	3	1
676	этого слова	1	1
677	в реальном	3	1
678	в первые	1	1
679	аналогии с	1	1
680	но это	2	1
681	между прочим	1	1
682	романе эта	1	1
683	например у	1	1
684	с большой	2	1
685	на одной	1	1
686	с полной	1	1
687	этих формах	1	1
688	и бытовые	1	1
689	этому миру	1	1
690	этого рода	1	1
691	в точном	1	1
692	основе этой	1	1
693	тем более	3	1
694	он по	1	1
695	противоречивое многообразие	3	1
696	дана как	2	1
697	в отдельных	1	1
698	с установкой	1	1
699	такие слова	2	1
700	бы в	1	1
701	разных эпох	1	1
702	особенности в	1	1
703	поэтому все	1	1
704	зрения в	1	1
705	дана в	3	1
706	настоящим и	1	1
707	же в	4	1
708	потребность в	1	1
709	самому и	1	1
710	в системе	1	1
711	м б	1	1
712	в просторах	1	1
713	значит конечно	1	1
714	не знает	2	1
715	может послужить	1	1
716	состоит из	1	1
717	от всех	1	1
718	связей и	1	1
719	равно как	2	1
720	авантюрного романа	1	1
721	развитие и	1	1
722	себе самому	3	1
723	взятая в	1	1
724	гл xiv	1	1
725	в последнем	2	1
726	есть и	4	1
727	характерны и	1	1
728	та же	3	1
729	громадное влияние	1	1
730	жизни и	8	1
731	и другие	3	1
732	как на	2	1
733	в таком	1	1
734	все что	2	1
735	этой точки	1	1
736	они не	1	1
