N	2gram	Vygotskiy__7	Hudozhes
1	и в	26	28
2	том что	17	19
3	в ее	6	18
4	и не	18	18
5	в том	18	15
6	а не	6	14
7	в этом	29	13
8	не в	4	13
9	о том	4	12
10	перед нами	2	11
11	не только	24	11
12	при этом	1	11
13	как и	15	11
14	в его	4	11
15	у нее	5	10
16	в себе	9	9
17	но и	11	9
18	так и	3	8
19	между тем	1	8
20	что он	8	8
21	может быть	7	8
22	о чем	4	8
23	я не	3	7
24	по отношению	6	7
25	что она	8	7
26	состоит в	3	7
27	об этом	3	7
28	к тому	7	7
29	в частности	1	7
30	как это	5	7
31	и все	1	7
32	с ним	3	7
33	отношению к	5	7
34	в котором	4	6
35	то же	8	6
36	не было	1	6
37	и с	5	6
38	в глазах	1	6
39	в своей	3	6
40	в то	3	6
41	тем что	9	6
42	казалось бы	2	6
43	для себя	24	6
44	если бы	5	6
45	можно сказать	5	6
46	это не	3	6
47	а в	2	6
48	то что	24	6
49	в этой	3	5
50	как в	4	5
51	в самом	9	5
52	что это	6	5
53	не могла	2	5
54	в своем	1	5
55	не менее	4	5
56	у него	1	5
57	никогда не	4	5
58	ничего не	2	5
59	и его	12	5
60	она не	5	5
61	только на	3	5
62	одно из	5	5
63	для него	3	5
64	наряду с	2	5
65	как бы	6	5
66	с ее	2	5
67	что в	12	5
68	и другие	1	5
69	и т	1	4
70	но не	3	4
71	то в	2	4
72	подобно тому	1	4
73	он не	3	4
74	и уже	1	4
75	в других	1	4
76	тем не	3	4
77	для нее	3	4
78	тому что	9	4
79	и сама	1	4
80	внутренней жизни	1	4
81	как будто	1	4
82	и о	3	4
83	того чтобы	19	4
84	в конечном	2	4
85	что они	10	4
86	только в	8	4
87	в качестве	5	4
88	что и	3	4
89	как раз	3	4
90	для того	18	4
91	то и	4	4
92	не может	11	4
93	тому как	1	4
94	у вас	1	4
95	о своем	2	4
96	была бы	1	3
97	едва ли	4	3
98	и он	2	3
99	в ней	3	3
100	но при	1	3
101	еще не	4	3
102	столь же	2	3
103	в ответ	1	3
104	для других	15	3
105	бы не	1	3
106	раз в	2	3
107	в нем	2	3
108	можно было	2	3
109	что все	2	3
110	мы уже	3	3
111	с другими	3	3
112	было бы	6	3
113	в них	1	3
114	соответствии с	1	3
115	все было	1	3
116	несмотря на	2	3
117	мы с	1	3
118	в этих	2	3
119	что было	2	3
120	этом и	2	3
121	на него	1	3
122	и внутренней	1	3
123	ни о	1	3
124	как только	1	3
125	же самое	5	3
126	и это	1	3
127	что у	4	3
128	внимание на	2	3
129	к нему	3	3
130	одной из	4	3
131	и ее	2	3
132	с одной	5	3
133	для нас	2	3
134	конечном счете	2	3
135	в одном	1	3
136	что на	2	3
137	с другой	4	3
138	на ее	2	3
139	все время	1	3
140	а с	1	3
141	во внешней	4	3
142	прежде всего	7	3
143	в соответствии	1	3
144	так же	14	3
145	одной стороны	5	3
146	в состоянии	1	3
147	все это	3	3
148	или в	2	3
149	все они	1	3
150	в памяти	2	3
151	и состоит	3	3
152	по поводу	1	3
153	самом деле	6	3
154	все что	6	3
155	же как	8	2
156	и то	7	2
157	в первом	3	2
158	той же	8	2
159	а как	1	2
160	который в	1	2
161	на пороге	4	2
162	говорить о	1	2
163	они были	1	2
164	он сам	1	2
165	если в	4	2
166	ответ на	2	2
167	отношение к	2	2
168	представляется в	2	2
169	мне хотелось	1	2
170	в мыслях	3	2
171	социальный характер	1	2
172	все же	6	2
173	и к	7	2
174	но в	4	2
175	говорится в	4	2
176	с детьми	1	2
177	та же	1	2
178	бы с	2	2
179	в нашем	4	2
180	из этих	3	2
181	тому же	1	2
182	мысли и	11	2
183	но именно	2	2
184	о которой	1	2
185	не как	1	2
186	на этом	1	2
187	прежде чем	2	2
188	а по	2	2
189	лишь в	2	2
190	его в	2	2
191	это было	1	2
192	о которых	2	2
193	обратимся к	3	2
194	и тогда	1	2
195	место в	1	2
196	внешним и	1	2
197	с точки	21	2
198	она в	2	2
199	что я	1	2
