N	3gram	Vygotskiy__3	Dialekti
1	это значит что	4	21
2	с точки зрения	1	14
3	тем не менее	5	10
4	что иное как	1	6
5	не может быть	2	6
6	не что иное	1	6
7	сам по себе	1	5
8	само по себе	2	5
9	о том что	3	5
10	подобно тому как	1	4
11	на первый план	2	4
12	то время как	4	4
13	в то время	4	4
14	сама по себе	1	4
15	сами по себе	3	3
16	с одной стороны	5	3
17	в том что	17	3
18	есть не что	1	3
19	ни в каком	1	3
20	то что мы	2	3
21	как и в	2	3
22	на то что	3	3
23	того или иного	2	2
24	как и все	1	2
25	тот или иной	1	2
26	из того что	1	2
27	точно так же	1	2
28	с этой точки	2	2
29	в зависимости от	5	2
30	так же как	6	2
31	есть в сущности	1	2
32	и в этом	2	2
33	не могут быть	1	2
34	того что она	1	2
35	с другой стороны	3	2
36	мы не видим	1	2
37	во всяком случае	4	2
38	этой точки зрения	2	2
39	не на основании	1	2
40	мы не можем	1	2
41	той или иной	2	2
42	к тому что	1	2
43	так или иначе	1	2
44	таким образом что	2	1
45	том что в	1	1
46	ничем не отличаются	1	1
47	что в основе	1	1
48	и во всяком	2	1
49	и той же	2	1
50	на наших глазах	1	1
51	имеет место в	1	1
52	все эти процессы	1	1
53	в таком виде	1	1
54	уже не на	1	1
55	то же самое	1	1
56	другими словами мы	1	1
57	может быть отнесена	1	1
58	же как и	4	1
59	не отличаются от	1	1
60	до сих пор	1	1
61	что мы имеем	1	1
62	не имеет никакого	1	1
63	в этом отношении	3	1
64	того и другого	2	1
65	от этих значений	1	1
66	и общественную жизнь	1	1
67	одно от другого	1	1
68	только потому что	2	1
69	в последнее время	3	1
70	даже если бы	1	1
71	в применении к	1	1
72	что мы не	1	1
73	и что в	1	1
74	в данном случае	1	1
75	если бы мы	1	1
76	в них как	1	1
77	тот факт что	5	1
78	мы скажем что	1	1
79	и в отношении	2	1
80	не тем что	2	1
81	и как бы	1	1
82	мы никогда не	2	1
83	имеем дело не	1	1
84	и в том	1	1
85	не мог бы	3	1
86	значит что в	1	1
87	более или менее	1	1
88	с той или	1	1
89	заключается только в	1	1
90	на вопрос об	1	1
91	во всем этом	1	1
92	связи с этим	1	1
93	но все эти	1	1
94	бы то ни	1	1
95	в этом заключается	1	1
96	то ни было	1	1
97	и что оно	2	1
98	в связи с	5	1
99	одной и той	2	1
100	показывает что в	1	1
101	но тем что	1	1
102	обратил внимание на	1	1
103	что и в	5	1
