N	3gram	Losev_Dial_1	KulturaY
1	и т п	2	41
2	с точки зрения	12	16
3	в самом деле	1	11
4	для того чтобы	1	11
5	можно было бы	4	10
6	тем не менее	1	9
7	до сих пор	2	8
8	в том что	7	8
9	и т д	19	8
10	той или иной	3	5
11	с одной стороны	2	4
12	и в этом	3	4
13	в связи с	1	4
14	на самом деле	2	3
15	сам по себе	6	3
16	можно говорить о	1	3
17	и тем не	1	3
18	в том чтобы	1	3
19	в первую очередь	1	3
20	с другой стороны	4	3
21	не может быть	3	3
22	о том что	2	3
23	какой мере не	1	2
24	в той или	1	2
25	в какой мере	1	2
26	как раз и	1	2
27	это и значит	1	2
28	самом деле не	1	2
29	только в том	1	2
30	на точку зрения	2	2
31	только то что	3	2
32	ни в какой	1	2
33	стать на точку	1	2
34	не в том	1	2
35	лишь с точки	1	2
36	я имею в	1	2
37	беда в том	1	2
38	так как он	2	2
39	имею в виду	1	2
40	более или менее	3	2
41	то или иное	2	2
42	если бы не	1	2
43	сама по себе	8	2
44	дело не в	1	2
45	к тому же	1	2
46	я мог бы	2	1
47	в этом его	1	1
48	потому что он	3	1
49	другой точки зрения	1	1
50	точка зрения на	1	1
51	хотя и не	1	1
52	было бы и	2	1
53	одному тому что	1	1
54	что же касается	1	1
55	мы говорим что	2	1
56	по одному тому	1	1
57	в чем же	1	1
58	ровно ничего не	3	1
59	скажу только что	1	1
60	и той же	1	1
61	должны сказать что	1	1
62	если стать на	1	1
63	что для того	1	1
64	есть такой же	1	1
65	есть прежде всего	1	1
66	в этом смысле	3	1
67	то же самое	1	1
68	т д и	2	1
69	что она есть	1	1
70	сказал что это	1	1
71	и в то	2	1
72	ни в коем	1	1
73	что он не	2	1
74	т д но	2	1
75	мы находим в	2	1
76	из того что	1	1
77	по крайней мере	4	1
78	что если бы	1	1
79	говорить и об	1	1
80	свой смысл и	1	1
81	может быть и	3	1
82	в коем случае	1	1
83	в то время	1	1
84	и то не	2	1
85	никто не станет	1	1
86	можно сказать только	1	1
87	ни при чем	1	1
88	не потому что	1	1
89	несмотря на весь	1	1
90	именно так и	1	1
91	не зависит от	1	1
92	то он имеет	1	1
93	если бы все	1	1
94	не связанное с	1	1
95	уже по одному	1	1
96	а не с	1	1
97	сказать только то	1	1
98	то что он	1	1
99	и в отношении	1	1
100	это не значит	1	1
101	в такой мере	1	1
102	и каждый раз	1	1
103	во всяком случае	2	1
104	не должна быть	2	1
105	в каком смысле	1	1
106	когда мы говорим	1	1
107	должна быть у	1	1
108	убеждение в том	1	1
109	не имеет ничего	3	1
110	если мы будем	1	1
111	а в том	1	1
112	что учение о	1	1
113	то же время	4	1
114	и о том	1	1
115	то мы найдем	1	1
116	д и т	2	1
117	чтобы тем самым	1	1
118	но также и	1	1
119	но для этого	1	1
120	никогда не может	2	1
121	само по себе	5	1
122	если и есть	1	1
123	же время как	1	1
124	еще ничего не	1	1
125	но все же	1	1
126	не с точки	2	1
127	потому что одна	1	1
128	вы увидите что	1	1
129	можно говорить что	1	1
130	в то же	4	1
131	в то или	1	1
132	к тому что	2	1
133	одной и той	1	1
134	друг от друга	1	1
135	т е о	2	1
136	те или иные	1	1
137	тех или иных	1	1
138	имеется в виду	1	1
139	то ясно что	1	1
140	это не есть	1	1
141	а именно в	1	1
142	в силу исторической	1	1
143	бы не было	1	1
144	точек зрения и	1	1
145	не имеет смысла	1	1
146	не заметить что	1	1
