N	4gram	Potebnia_M_1	Psycholo
1	с этой точки зрения	1	4
2	указывает на то что	1	3
3	одной и той же	3	3
4	заключается в том что	1	3
5	с психологической точки зрения	1	3
6	с другой стороны и	1	2
7	с одной стороны и	1	1
8	дело в том что	2	1
9	одного и того же	2	1
10	только в обществе и	1	1
11	д и т д	1	1
12	место только тогда когда	1	1
13	имеет место только тогда	1	1
14	не что иное как	2	1
15	это не потому что	1	1
16	в том что по	2	1
17	не в том что	2	1
18	исследование само по себе	1	1
19	точно так же как	1	1
20	как можно себе представить	1	1
21	одном и том же	2	1
22	не заключает в себе	1	1
23	что в таком случае	2	1
24	и т д то	1	1
25	могут быть сведены к	1	1
