N	3gram	Tiupa_Narr_2	Myslijsy
1	более или менее	1	8
2	во всяком случае	1	7
3	в том что	8	7
4	и того же	1	6
5	одного и того	1	6
6	тем не менее	4	5
7	а между тем	1	4
8	подобно тому как	2	4
9	до сих пор	1	4
10	в то время	1	4
11	в том смысле	1	4
12	то время как	1	3
13	с одной стороны	5	3
14	и т п	2	3
15	и в жизни	1	2
16	на самом деле	2	2
17	а не другое	1	2
18	в таком случае	1	2
19	том смысле как	1	2
20	тогда как в	2	2
21	не в том	1	2
22	для того чтобы	1	2
23	то же время	3	2
24	так и в	1	2
25	не может быть	2	2
26	в этом смысле	1	2
27	в то же	3	2
28	то а не	1	1
29	нам более или	1	1
30	в нашем сознании	1	1
31	что с ним	1	1
32	мы его не	1	1
33	прежде всего следует	1	1
34	то и не	1	1
35	состоит в том	4	1
36	прежде всего на	1	1
37	имеет место в	1	1
38	двух или нескольких	1	1
39	в слове и	1	1
40	в каком она	1	1
41	одной стороны и	1	1
42	может быть только	1	1
43	и в других	1	1
44	прежде всего его	1	1
45	что человек есть	1	1
46	в отличие от	5	1
47	что только в	1	1
48	виде в каком	1	1
49	в той мере	2	1
50	и не может	2	1
51	с этой точки	1	1
52	но с другой	1	1
53	на мой взгляд	1	1
54	так а не	1	1
55	пространство и время	1	1
56	той мере в	2	1
57	в том как	2	1
58	по сравнению с	1	1
59	то что он	1	1
60	и быть может	1	1
61	в связи с	1	1
62	не всегда может	1	1
63	не для того	1	1
64	мере в какой	2	1
65	он вовсе не	1	1
66	то что я	1	1
67	том виде в	1	1
68	а в том	2	1
69	которое может быть	1	1
70	вслед за нею	1	1
71	с точкой зрения	1	1
72	по всей вероятности	1	1
73	о том что	4	1
74	то есть в	1	1
75	и тем самым	2	1
76	что у него	1	1
77	а не иначе	1	1
78	мысль о том	2	1
79	в том виде	1	1
80	собственно говоря и	1	1
81	в большинстве случаев	1	1
82	том как он	1	1
83	вслед за этим	1	1
84	обратим внимание на	1	1
