N	3gram	Losev_Dial_2	Formalny
1	с точки зрения	8	13
2	то же время	4	8
3	в то же	3	8
4	и т д	15	8
5	более или менее	2	6
6	на самом деле	1	6
7	до сих пор	2	6
8	не может быть	3	5
9	одной стороны и	1	4
10	с одной стороны	1	4
11	во всяком случае	2	4
12	и т п	2	4
13	бы то ни	1	3
14	может быть и	3	3
15	как бы ни	2	3
16	в нем и	2	2
17	во что бы	1	2
18	и не может	1	2
19	как и все	2	2
20	в зависимости от	2	2
21	сами по себе	3	2
22	бы оно было	1	2
23	и в частности	2	2
24	что бы то	1	2
25	чтобы убедиться в	1	2
26	и в этом	1	2
27	то ни стало	1	2
28	и пр все	1	2
29	в связи с	4	2
30	все более и	1	2
31	более и более	1	2
32	т е как	1	2
33	и пр и	1	2
34	того или иного	1	2
35	как и всякая	1	2
36	в этом пункте	1	2
37	связи с этим	1	2
38	сама по себе	7	2
39	что и до	1	1
40	уже знаем что	1	1
41	это то что	1	1
42	оно должно предстать	1	1
43	т е оно	1	1
44	не говоря уже	2	1
45	и может быть	3	1
46	в этом смысле	1	1
47	не выходя за	2	1
48	в том и	1	1
49	а не по	1	1
50	же как и	1	1
51	не может не	3	1
52	говоря уже о	2	1
53	изображения т е	1	1
54	в том что	6	1
55	только через нее	1	1
56	как голое и	1	1
57	но и в	1	1
58	на самом же	1	1
59	в этом отношении	1	1
60	и извне и	1	1
61	и все в	2	1
62	со всех сторон	1	1
63	вместе с тем	1	1
64	в это время	1	1
65	е таких которые	1	1
66	т е в	3	1
67	в данном случае	2	1
68	что на самом	1	1
69	и в то	1	1
70	прежде всего чисто	1	1
71	самом деле это	1	1
72	они вовсе не	1	1
73	по сравнению с	1	1
74	в душе и	1	1
75	и как бы	1	1
76	так или иначе	2	1
77	в последнее время	1	1
78	даже и на	1	1
79	время может быть	1	1
80	это и не	1	1
81	с другой стороны	4	1
82	так же как	1	1
83	и в том	1	1
84	самом же деле	1	1
85	именно в том	1	1
86	в широком смысле	2	1
87	по себе не	3	1
88	время никогда не	1	1
89	т е самое	1	1
90	во всех своих	1	1
91	до тех пор	1	1
92	же время никогда	1	1
93	может и не	1	1
94	вовсе не есть	2	1
95	от того что	2	1
96	та или иная	2	1
97	всего того что	1	1
98	и до сих	1	1
99	с самого начала	2	1
100	это значит что	8	1
101	в одном месте	1	1
102	т е таких	1	1
103	т е он	1	1
104	но все эти	1	1
105	не менее в	1	1
106	в том отношении	1	1
107	но все же	1	1
108	том отношении что	1	1
109	но даже и	1	1
110	прежде всего это	1	1
111	взятые сами по	1	1
112	и с точки	1	1
113	заключается в том	1	1
114	не только на	1	1
115	каждой из них	1	1
116	литература но и	1	1
117	к тому что	1	1
118	и ни на	1	1
119	тем не менее	2	1
120	мы уже знаем	3	1
121	все это не	1	1
122	что и в	1	1
123	воли и чувства	1	1
124	не в этом	1	1
125	в жизни и	1	1
126	в отдельности и	1	1
127	т е самого	1	1
