N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	10	31
2	но и	12	27
3	и не	29	23
4	при этом	4	19
5	может быть	19	15
6	как и	18	13
7	а не	9	13
8	а в	5	13
9	в этом	16	12
10	только в	6	12
11	и в	34	11
12	в данном	1	11
13	своего рода	2	10
14	и его	16	10
15	то есть	1	9
16	времени и	1	9
17	то что	11	9
18	то же	14	8
19	не может	19	8
20	данном случае	1	8
21	в том	3	8
22	уже не	2	8
23	в рассказе	1	8
24	но в	16	7
25	том что	3	7
26	если бы	4	7
27	на протяжении	5	7
28	у него	4	7
29	и он	2	6
30	в самом	8	6
31	не в	9	6
32	в этой	1	6
33	в себе	6	6
34	тому же	2	6
35	об этом	1	6
36	не мог	5	6
37	к тому	5	6
38	в его	22	6
39	как бы	27	6
40	один из	2	6
41	как раз	4	6
42	или в	1	6
43	жизни и	3	6
44	между двумя	2	5
45	и на	6	5
46	той или	2	5
47	перед нами	1	5
48	рассказа в	8	5
49	так и	6	5
50	точки зрения	8	5
51	в своей	3	5
52	потому что	12	5
53	можно сказать	1	5
54	действующих лиц	1	5
55	столь же	2	5
56	то в	2	4
57	было как	1	4
58	в первом	1	4
59	на себя	1	4
60	еще не	4	4
61	с его	6	4
62	но не	4	4
63	как в	4	4
64	все же	7	4
65	хотя и	3	4
66	в нем	19	4
67	в мире	4	4
68	из них	5	4
69	по себе	3	4
70	в одном	5	4
71	в то	12	4
72	одна из	1	4
73	того чтобы	1	4
74	никогда не	8	4
75	что на	1	4
76	к себе	17	4
77	в ней	3	4
78	так в	2	4
79	что у	6	4
80	о том	2	4
81	внимание на	1	4
82	же время	12	4
83	а во	1	4
84	к нему	14	4
85	и судия	1	4
86	того что	5	4
87	для него	13	4
88	слова в	7	4
89	или иной	2	4
90	прежде всего	15	4
91	о чем	2	4
92	чужого слова	5	4
93	или не	1	4
94	также и	1	3
95	и то	3	3
96	самом деле	13	3
97	идет о	1	3
98	он сам	5	3
99	но как	4	3
100	в центре	1	3
101	в своем	2	3
102	и как	3	3
103	к чему	2	3
104	в целом	5	3
105	но именно	2	3
106	он не	15	3
107	для того	1	3
108	подобно тому	2	3
109	беседы с	1	3
110	и с	15	3
111	это не	5	3
112	в жизни	2	3
113	в слове	5	3
114	еще раз	1	3
115	и ее	2	3
116	стало быть	1	3
117	тем не	2	3
118	их в	3	3
119	однако в	2	3
120	не менее	3	3
121	о них	2	3
122	обращает на	2	3
123	как будто	7	3
124	этом отношении	1	3
125	и о	1	3
126	но при	1	3
127	еще в	3	3
128	сводится к	3	3
129	о нем	2	3
130	обращается к	2	3
131	лишь в	5	3
132	между тем	3	3
133	или напротив	1	3
134	что он	23	3
135	по отношению	5	3
136	при всей	2	3
137	не было	2	3
138	тому как	2	3
139	быть не	1	3
140	главного героя	1	3
141	в начале	4	3
142	но для	3	3
143	это уже	2	3
144	не является	2	3
145	и все	19	3
146	отношению к	6	3
147	героя в	5	3
148	что в	7	3
149	именно эта	1	2
150	обращено к	2	2
151	иным как	1	2
152	всех его	1	2
153	героя но	2	2
154	и для	8	2
